"","Year","TotalPopulation","BirthRate","AverageBirthWeight","AverageAgeofMother","CountyName","State"
"516",2015,537559,13.65,3311.37,28.35,"Montgomery","TX"
"517",2015,359715,14.06,3223.62,27.05,"Nueces","TX"
"518",2015,126042,11.78,3314.57,27.59,"Parker","TX"
"519",2015,121802,15.97,3192.62,26.06,"Potter","TX"
"520",2015,130269,12.8,3245.53,27.36,"Randall","TX"
"521",2015,222936,13.95,3270.14,27.13,"Smith","TX"
"522",2015,1982498,14.31,3260.24,28.2,"Tarrant","TX"
"523",2015,136051,15.41,3229.78,26.37,"Taylor","TX"
"524",2015,118105,14.58,3251.42,26.76,"Tom Green","TX"
"525",2015,1176558,13.86,3295.45,29.6,"Travis","TX"
"526",2015,269721,19.86,3191.19,26.36,"Webb","TX"
"527",2015,131705,13.22,3275.57,26.33,"Wichita","TX"
"528",2015,508514,12.65,3318.91,29.74,"Williamson","TX"
"529",2015,120783,19.56,3279.01,27.68,"Cache","UT"
"530",2015,336043,17.49,3288.12,28.84,"Davis","UT"
"531",2015,1107314,15.71,3257.13,28.81,"Salt Lake","UT"
"532",2015,575205,20.77,3313.35,28.36,"Utah","UT"
"533",2015,155602,13.95,3298.02,28.04,"Washington","UT"
"534",2015,243645,16.11,3243.73,27.53,"Weber","UT"
"535",2015,161382,9.67,3405.87,30.69,"Chittenden","VT"
"536",2015,229164,13.82,3319.92,32.18,"Arlington","VA"
"537",2015,335687,11.33,3308.76,29.49,"Chesterfield","VA"
"538",2015,1142234,12.65,3305.16,31.43,"Fairfax","VA"
"539",2015,325155,12.29,3262.09,29.67,"Henrico","VA"
"540",2015,375629,14.13,3312.78,31.65,"Loudoun","VA"
"541",2015,451721,15.18,3319.93,29.93,"Prince William","VA"
"542",2015,130475,12.19,3331.9,28.61,"Spotsylvania","VA"
"543",2015,142003,11.73,3307.9,29.16,"Stafford","VA"
"544",2015,153511,18.61,3298.47,31.6,"Alexandria","VA"
"545",2015,235429,12.69,3291.94,28.63,"Chesapeake","VA"
"546",2015,136454,12.02,3228.29,27.23,"Hampton","VA"
"547",2015,182385,15.37,3241.3,27.04,"Newport News","VA"
"548",2015,246393,15.19,3192.52,26.86,"Norfolk","VA"
"549",2015,NA,NA,NA,NA,"Portsmouth","VA"
"550",2015,220289,14.12,3160.55,27.74,"Richmond","VA"
"551",2015,452745,13.5,3294.35,28.73,"Virginia Beach","VA"
"552",2015,190309,14.03,3347.1,27.89,"Benton","WA"
"553",2015,459495,12.1,3379.08,28.79,"Clark","WA"
"554",2015,103468,11.93,3363.01,26.93,"Cowlitz","WA"
"555",2015,2117125,12.04,3337.52,31.05,"King","WA"
"556",2015,260131,11.76,3388.16,28.36,"Kitsap","WA"
"557",2015,843954,13.67,3353.56,28.38,"Pierce","WA"
"558",2015,121846,11.83,3388.3,28.07,"Skagit","WA"
"559",2015,772501,12.64,3370.95,29.64,"Snohomish","WA"
"560",2015,490945,12.31,3325.59,28.12,"Spokane","WA"
"561",2015,269536,11.39,3372.37,28.53,"Thurston","WA"
"562",2015,212284,11.18,3408.7,28.95,"Whatcom","WA"
"563",2015,248830,16.05,3319.94,27.23,"Yakima","WA"
"564",2015,111901,12.39,3336.67,27.68,"Berkeley","WV"
"565",2015,188332,10.98,3230.97,26.76,"Kanawha","WV"
"566",2015,258718,13.21,3321.47,28.57,"Brown","WI"
"567",2015,523643,11.8,3323.92,30.27,"Dane","WI"
"568",2015,101973,10.59,3320.9,28.16,"Fond du Lac","WI"
"569",2015,168437,11.35,3279.49,28.14,"Kenosha","WI"
"570",2015,118212,10.73,3384.35,28.93,"La Crosse","WI"
"571",2015,135868,11.94,3327.1,28.46,"Marathon","WI"
"572",2015,957735,14.53,3218.89,28,"Milwaukee","WI"
"573",2015,183245,12.92,3367.07,29.08,"Outagamie","WI"
"574",2015,195080,12.3,3280.2,28.1,"Racine","WI"
"575",2015,161448,12,3331.75,27.65,"Rock","WI"
"576",2015,115569,11.34,3332.54,28.2,"Sheboygan","WI"
"577",2015,102804,10.26,3370.81,28.64,"Walworth","WI"
"578",2015,133674,10.33,3354.61,29.6,"Washington","WI"
"579",2015,396488,9.34,3358.35,30.69,"Waukesha","WI"
"580",2015,169546,11.3,3347.02,28.71,"Winnebago","WI"
