species,Endocranial volume,Endocranial volume mm3,Log ECV,Mass_g,Log mass,Relative brain size,Encephalization quotient,Log neocortex,Neocortex volume,Neocortex rest of brain,Log neocortex ROB,Relative neocortex size,Log cerebellum,Cerebellum volume,Cerebellum rest of brain,Log cerebellum ROB,Relative cerebellum size,Group size,Log group size,Social cohesion,Diet,Dietary breadth,Habitat variability,Home range,Log home range,Gestation length,Log gestation length ,Maximum longevity,Log maximum longevity,Fertility,Log fertility,Age at first reproduction,Log age at first reproduction,Weaning age,Log weaning age,taxa
Cercopithecus_neglectus_CERCOPITHECIDAE_PRIMATES,60.9,60900,1.78,3550,3.550228353,0.177244593,1.21,,,,,,,,,,,10.32,1.013679697,3,Frug,5,2,7.5,0.875061263,168,2.225309282,30.8,1.488550717,0.44,-0.356547324,5,0.698970004,365,2.562292864,primate
Cheirogaleus_major_CHEIROGALEIDAE_PRIMATES,5.65,5650,0.75,400,2.602059991,-0.226499296,0.64,3.468051791,2938,2712,3.433289685,-0.23033768,2.976349979,947,4703,3.672374979,-0.040396943,5.5,0.740362689,1,Omni,4,1,4.4,0.643452676,70.76,1.849787824,15,1.176091259,2.26,0.354108439,1,0,47.16,1.673573796,primate
Cheirogaleus_medius_CHEIROGALEIDAE_PRIMATES,2.54,2540,0.41,139.5,2.144574208,-0.264334323,0.67,3.049411861,1120.5,1419.5,3.152135397,-0.332187752,2.640481437,437,2103,3.322839273,-0.025970945,2,0.301029996,1,Omni,4,1,4,0.602059991,62,1.792391689,23.2,1.365487985,2.5,0.397940009,2,0.301029996,45,1.653212514,primate
Colobus_guereza_CERCOPITHECIDAE_PRIMATES,72,72000,1.86,7506,3.87540856,0.042466185,0.78,,,,,,,,,,,9.338461538,0.970275334,4,Foli,2,2,16,1.204119983,158,2.198657087,35.2,1.546542663,0.58,-0.236572006,4.75,0.67669361,334,2.523746467,primate
Colobus_polykomos_CERCOPITHECIDAE_PRIMATES,70.98,70980,1.85,6709,3.826657792,0.064665599,0.84,,,,,,,,,,,13.6,1.133538908,4,Foli,2,3,50.5,1.703291378,170,2.230448921,33.9,1.530199698,0.55,-0.259637311,5.5,0.740362689,365,2.562292864,primate
Daubentonia_madagascariensis_DAUBENTONIIDAE_PRIMATES,44.7,44700,1.65,2594.8,3.414103889,0.137153496,1.14,4.363583778,23098.5,21601.5,4.334483909,0.102887715,3.810299741,6461,38239,4.582506526,0.171774931,1.8,0.255272505,1,Omni,3,3,103,2.012626351,167,2.222716471,24.3,1.385606274,1.01,0.004321374,2.96,0.471291711,197.7,2.296006669,primate
Erythrocebus_patas_CERCOPITHECIDAE_PRIMATES,87.57,87570,1.94,6500,3.812913357,0.163743667,1.07,4.887285264,77141,10429,4.018242667,0.350430248,3.920071124,8319,79251,4.899004751,-0.02382007,26.5,1.423245874,3,Omni,3,5,3200,3.505149978,167,2.222716471,28.3,1.451786436,0.94,-0.026872146,3.04,0.482873584,228,2.357934847,primate
Eulemur_fulvus_LEMURIDAE_PRIMATES,24.66,24660,1.39,1781.6,3.250810204,-0.014992591,0.85,4.086608945,12207,12453,4.095273988,-0.061013039,3.522183318,3328,21332,4.329031575,0.008691653,10.1,1.004321374,4,Frug,2,1,13.5,1.130333768,121.3,2.083860801,35.5,1.550228353,0.71,-0.148741651,2.66,0.424881637,183,2.26245109,primate
Eulemur_macaco_LEMURIDAE_PRIMATES,23.32,23320,1.37,1934,3.28645647,-0.058536608,0.75,,,,,,,,,,,8.5,0.929418926,4,Frug,2,1,9.033333333,0.955848036,125.5,2.098643726,36.2,1.558708571,1.39,0.1430148,2.18,0.338456494,135,2.130333768,primate
Eulemur_mongoz_LEMURIDAE_PRIMATES,18.89,18890,1.28,1212.4,3.083645928,-0.014582189,0.88,4.080265627,12030,6860,3.836324116,0.048397944,3.178976947,1510,17380,4.240049772,-0.206517881,2.7,0.431363764,2,Frug,3,1,3.3,0.52026513,128.5,2.108903128,36.2,1.558708571,1.11,0.045322979,2.51,0.399673721,154,2.187520721,primate
Galago_senegalensis_GALAGIDAE_PRIMATES,3.95,3950,0.6,194.2,2.288249226,-0.169230295,0.8,3.268226838,1854.5,2095.5,3.321287665,-0.212861743,2.827369273,672,3278,3.515608949,0.050905659,1,0,1,Omni,2,2,11,1.041392685,141,2.149219113,17.1,1.23299611,3.1,0.491361694,1.64,0.214843848,84,1.924279286,primate
Galagoides_demidovii_GALAGIDAE_PRIMATES,2.63,2630,0.42,74.6,1.872738827,-0.074789661,1.14,3.195346058,1568,1062,3.026124517,0.001981129,2.615950052,413,2217,3.345765693,0.15764064,2.3,0.361727836,1,Omni,3,1,1.3,0.113943352,111,2.045322979,14,1.146128036,1.29,0.11058971,1.78,0.250420002,45.65,1.659440782,primate
Galagoides_zanzibaricus_GALAGIDAE_PRIMATES,4.13,4130,0.62,143,2.155336037,-0.061442408,1.07,,,,,,,,,,,3,0.477121255,1,Omni,3,1,2.3,0.352182518,124,2.093421685,12.2,1.086359831,2.4,0.380211242,0.73,-0.13667714,59.3,1.773054693,primate
Gorilla_beringei_HOMINIDAE_PRIMATES,456.15,456150,2.66,97500,4.989004616,0.106946668,0.64,5.400030129,251206.07,204943.93,5.31163506,0.04878088,4.644784058,44135.09421,412014.9058,5.614912928,-0.199634238,13,1.113943352,3,Foli,2,1,1400,3.146128036,257,2.409933123,55.4,1.743509765,0.3,-0.522878745,10,1,1008.05,3.003482074,primate
Gorilla_gorilla_HOMINIDAE_PRIMATES,433.74,433740,2.64,71500,4.854306042,0.175913785,0.78,5.4386652,274577.66,159162.34,5.201840316,0.180689106,4.767217843,58508.34897,375231.651,5.574299464,0.025937561,10.49625,1.021034166,3,Foli,2,1,1770,3.247973266,257,2.409933123,55,1.740362689,0.2,-0.698970004,10.2,1.008600172,1278,3.106530854,primate
Hapalemur_griseus_LEMURIDAE_PRIMATES,13.78,13780,1.14,914.5,2.96118371,-0.073697069,0.81,,,,,,,,,,,4.433333333,0.646730386,2,Foli,1,1,15,1.176091259,138,2.139879086,23.3,1.367355921,1.4,0.146128036,2.73,0.436162647,121,2.08278537,primate
Hylobates_lar_HYLOBATIDAE_PRIMATES,101.38,101380,2.01,5625,3.750122527,0.275216408,1.39,4.812405269,64924,36456,4.561769016,0.319030289,4.081347308,12060,89320,4.950948714,0.185534734,3.5,0.544068044,2,Frug,3,1,48,1.681241237,210,2.322219295,52,1.716003344,0.29,-0.537602002,10,1,745,2.872156273,primate
Indri_indri_INDRIIDAE_PRIMATES,35.01,35010,1.54,6485,3.81190998,-0.235593612,0.43,4.303498446,20114,14896,4.173069664,-0.232661773,3.740678425,5504,29506,4.469910338,-0.202444488,3.3,0.51851394,2,Foli,2,1,27.25,1.435366507,135,2.130333768,34.5,1.537819095,0.4,-0.397940009,7,0.84509804,365,2.562292864,primate
Lagothrix_lagotricha_ATELIDAE_PRIMATES,88.22,88220,1.95,7020,3.846337112,0.151667597,1.01,4.818707443,65873,22347,4.349219229,0.258707868,4.051846838,11268,76952,4.886219912,0.082363245,20.3,1.307496038,4,Omni,4,2,700,2.84509804,222,2.346352974,32,1.505149978,0.33,-0.48148606,9,0.954242509,548,2.738780558,primate
Lemur_catta_LEMURIDAE_PRIMATES,22.1,22100,1.34,2188,3.340047318,-0.123932849,0.64,4.04453976,11080,11020,4.042181595,-0.164875211,,,,,,15.8,1.198657087,4,Frug,2,4,19.56666667,1.291516847,136,2.133538908,37.3,1.571708832,1.01,0.004321374,3,0.477121255,179,2.252853031,primate
Leontopithecus_rosalia_CALLITRICHIDAE_PRIMATES,12.6,12600,1.1,594.5,2.774151859,0.009835675,1.04,,,,,,,,,,,5.4,0.73239376,2,Omni,2,1,45.2,1.655138435,125,2.096910013,31.6,1.499687083,2.35,0.371067862,3.6,0.556302501,91,1.959041392,primate
Lepilemur_ruficaudatus_LEPILEMURIDAE_PRIMATES,7.57,7570,0.88,780.5,2.892372907,-0.288248193,0.5,3.516138577,3282,4288,3.632254777,-0.383280502,3.066325925,1165,6405,3.806519134,-0.172712122,1.5,0.176091259,1,Foli,1,1,0.8,-0.096910013,133.45,2.125318578,12,1.079181246,1,0,1.63,0.212187604,102.42,2.010384771,primate
Lophocebus_albigena_CERCOPITHECIDAE_PRIMATES,90.64,90640,1.96,6010,3.778874472,0.206226024,1.18,4.8371653,68733,21907,4.340582908,0.323880795,4.049721822,11213,79427,4.899968159,0.13189403,15.7,1.195899652,4,Frug,2,1,225,2.352182518,181.7,2.259354927,36,1.556302501,1.01,0.004321374,4.09,0.611723308,233,2.367355921,primate
Loris_tardigradus_LORISIDAE_PRIMATES,5.38,5380,0.73,192.5,2.284430734,-0.036708218,1.1,3.5470359,3524,1856,3.268577972,0.068591465,2.862131379,728,4652,3.667639706,0.088591565,2,0.301029996,1,Omni,4,1,5.9,0.769007871,171,2.23299611,19.3,1.285557309,2.6,0.414973348,1.39,0.1430148,135,2.130333768,primate
Macaca_fascicularis_CERCOPITHECIDAE_PRIMATES,60.93,60930,1.78,3514,3.545801757,0.180168317,1.22,,,,,,,,,,,27.5,1.439332694,4,Frug,3,3,130,2.113943352,163,2.212187604,38.5,1.58546073,0.53,-0.27572413,5.23,0.718501689,231,2.36361198,primate
Macaca_fuscata_CERCOPITHECIDAE_PRIMATES,97.9,97900,1.99,8800,3.944482672,0.126843396,0.94,,,,,,,,,,,45.45,1.657533888,4,Frug,4,1,410.5,2.613313161,175,2.243038049,38.5,1.58546073,0.45,-0.346787486,6.1,0.785329835,195,2.290034611,primate
Macaca_mulatta_CERCOPITHECIDAE_PRIMATES,84.17,84170,1.93,5670,3.753583059,0.19293076,1.15,4.743175135,55357.33,28812.67,4.459583505,0.24740388,3.907082768,8073.888889,76096.11111,4.881362463,0.008620482,36.4,1.561101384,4,Frug,4,4,7,0.84509804,167,2.222716471,34,1.531478917,0.67,-0.173925197,5,0.698970004,192,2.283301229,primate
Macaca_nemestrina_CERCOPITHECIDAE_PRIMATES,97.85,97850,1.99,6539,3.815511337,0.212027726,1.19,,,,,,,,,,,55,1.740362689,4,Frug,4,2,340,2.531478917,171,2.23299611,37.6,1.575187845,0.9,-0.045757491,3.92,0.593286067,237,2.374748346,primate
Macaca_radiata_CERCOPITHECIDAE_PRIMATES,70.51,70510,1.85,3856,3.586137025,0.22352726,1.31,,,,,,,,,,,34.5,1.537819095,4,Frug,4,4,375,2.574031268,168,2.225309282,30,1.477121255,0.78,-0.107905397,4,0.602059991,365,2.562292864,primate
Macaca_sylvanus_CERCOPITHECIDAE_PRIMATES,92.91,92910,1.97,10200,4.008600172,0.064494402,0.79,,,,,,,,,,,24,1.380211242,4,Frug,4,5,350,2.544068044,165,2.217483944,29.1,1.463892989,0.55,-0.259637311,4.75,0.67669361,213,2.328379603,primate
Mandrillus_sphinx_CERCOPITHECIDAE_PRIMATES,136.42,136420,2.13,8957,3.952162574,0.261770894,1.29,4.996774271,99260,37160,4.570075705,0.36349497,4.21031852,16230,120190,5.079868335,0.159804908,95,1.977723605,4,Frug,5,2,3000,3.477121255,173.99,2.240524288,46.33,1.6658623,1.02,0.008600172,4,0.602059991,354,2.549003262,primate
Microcebus_murinus_CHEIROGALEIDAE_PRIMATES,1.6,1600,0.21,65.1,1.813580989,-0.245716476,0.78,2.854306042,715,885,2.946943271,-0.298094547,2.369215857,234,1366,3.135450699,-0.043796699,5.1,0.707570176,1,Omni,5,3,2.5,0.397940009,60.2,1.779596491,18.2,1.260071388,1.9,0.278753601,1.75,0.243038049,40.1,1.603144373,primate
Nasalis_larvatus_CERCOPITHECIDAE_PRIMATES,84.85,84850,1.93,9730,3.98811284,0.038026088,0.75,4.79716363,62685,22165,4.345667736,0.138990266,4.083251717,12113,72737,4.861755385,0.005211169,9.9,0.995635195,4,Foli,2,1,220,2.342422681,166,2.220108088,25.1,1.399673721,0.68,-0.167491087,4.5,0.653212514,281,2.44870632,primate
Nycticebus_coucang_LORISIDAE_PRIMATES,9.97,9970,1,652.5,2.814580516,-0.116867065,0.77,3.765743041,5831,4139,3.616895426,-0.079808046,3.117271296,1310,8660,3.937517892,-0.062201513,1,0,1,Omni,4,2,8.8,0.946124619,193,2.285557309,25.8,1.411619706,1,0,1.54,0.187520721,180,2.255272505,primate
Otolemur_crassicaudatus_GALAGIDAE_PRIMATES,11.75,11750,1.07,1150,3.06069784,-0.209425197,0.57,3.622887227,4196.5,7553.5,3.878148234,-0.39308986,3.150449409,1414,10336,4.014352501,-0.217474185,2.3,0.361727836,1,Omni,3,4,8.5,0.929418926,131.04,2.117403884,22.7,1.356025857,1.28,0.10720997,1.92,0.283301229,137.88,2.139501275,primate
Pan_paniscus_HOMINIDAE_PRIMATES,326.25,326250,2.51,33200,4.521138084,0.265968026,1.08,5.375297738,237300,88950,4.949145952,0.348026584,4.666918929,46442.85714,279807.1429,5.446858797,0.18074366,67.5,1.829303773,4,Frug,4,1,1835,3.263636069,231,2.36361198,54.5,1.736396502,0.23,-0.638272164,14.2,1.152288344,1094,3.039017322,primate
Pan_troglodytes_HOMINIDAE_PRIMATES,357.71,357710,2.55,40366.7,4.606023247,0.24990219,1.01,5.423279125,265020.29,92689.71,4.967031523,0.33722853,4.671552575,46941.02564,310768.9744,5.492437654,0.120381168,42.7,1.630427875,4,Frug,3,2,1983.333333,3.297395711,235,2.371067862,59.4,1.773786445,0.17,-0.769551079,13.25,1.122215878,1460,3.164352856,primate
Papio_anubis_CERCOPITHECIDAE_PRIMATES,156.06,156060,2.19,12200,4.086359831,0.233134893,1.15,5.146568311,140142,15918,4.2018885,0.420362996,4.271446614,18683,137377,5.137914028,0.118178844,47,1.672097858,4,Frug,4,5,2581.3,3.411830069,180,2.255272505,31.6,1.499687083,0.47,-0.327902142,6.92,0.840106094,420,2.62324929,primate
Papio_cynocephalus_CERCOPITHECIDAE_PRIMATES,149.54,149540,2.17,10358,4.015275907,0.260085143,1.26,5.000434077,100100,49440,4.694078462,0.32345142,4.139879086,13800,135740,5.132707845,0.041039916,48.2,1.683047038,4,Frug,4,3,2408,3.381656483,175,2.243038049,34.1,1.532754379,0.56,-0.251811973,5.99,0.777426822,456,2.658964843,primate
Papio_hamadryas_CERCOPITHECIDAE_PRIMATES,137,137000,2.14,9900,3.995635195,0.243057645,1.19,5.074743321,118780,18220,4.260548373,0.41136104,,,,,,41.1,1.613841822,4,Frug,3,3,3220,3.507855872,170,2.230448921,37.5,1.574031268,0.5,-0.301029996,6.1,0.785329835,365,2.562292864,primate
Papio_ursinus_CERCOPITHECIDAE_PRIMATES,165,165000,2.22,14800,4.170261715,0.207718503,1.04,,,,,,,,,,,46,1.662757832,4,Frug,5,6,1250.3,3.097020483,187,2.271841607,32.6,1.5132176,0.41,-0.387216143,3.67,0.564666064,502,2.700703717,primate
Perodicticus_potto_LORISIDAE_PRIMATES,12.5,12500,1.1,838.4,2.92345127,-0.088775154,0.78,3.749465763,5616.5,6883.5,3.837809317,-0.171473788,3.230193379,1699,10801,4.033463966,-0.032641213,1.3,0.113943352,1,Omni,3,1,28,1.447158031,197,2.294466226,26.3,1.419955748,1.13,0.053078443,0.91,-0.040958608,212,2.326335861,primate
Pithecia_pithecia_PITHECIIDAE_PRIMATES,31.47,31470,1.5,1639,3.214578954,0.118937803,1.16,,,,,,,,,,,2.7,0.431363764,2,Frug,4,1,12.8,1.10720997,159,2.201397124,36,1.556302501,0.52,-0.283996656,2.08,0.318063335,120,2.079181246,primate
Pongo_abelii_HOMINIDAE_PRIMATES,346.06,346060,2.54,41148,4.614348731,0.234403288,0.96,,,,,,,,,,,2,0.301029996,1,Frug,3,1,1675,3.224014811,243,2.385606274,59,1.770852012,0.11,-0.958607315,15.4,1.187520721,2009,3.302979937,primate
Pongo_pygmaeus_HOMINIDAE_PRIMATES,339.56,339560,2.53,36948,4.567590935,0.255286364,1.03,5.420021796,263040,76520,4.883774961,0.360583977,4.649821463,44650,294910,5.469689499,0.128077482,1.6,0.204119983,1,Frug,3,1,203.3,2.308137379,250,2.397940009,56.2,1.749736316,0.14,-0.853871964,15.7,1.195899652,1936,3.286905353,primate
Procolobus_badius_CERCOPITHECIDAE_PRIMATES,61.52,61520,1.79,7133,3.853272224,-0.012912978,0.7,4.706768973,50906,10614,4.025879083,0.141967122,3.936915681,8648,52872,4.723225739,-0.037878092,29.2,1.465382851,4,Foli,2,2,55.5,1.744292983,161.38,2.207849711,3.16,0.499687083,0.5,-0.301029996,3.79,0.57863921,724.93,2.860296073,primate
Propithecus_verreauxi_INDRIIDAE_PRIMATES,26,26000,1.41,2783.1,3.444528811,-0.122941873,0.63,4.103119254,12680,13320,4.124504225,-0.178644801,3.59736605,3957,22043,4.343270701,-0.064454968,5.9,0.770852012,4,Foli,2,2,6.5,0.812913357,159,2.201397124,30.5,1.484299839,0.59,-0.229147988,6,0.77815125,183,2.26245109,primate
Leontocebus_fuscicollis_CALLITRICHIDAE_PRIMATES,8.16,8160,0.91,401.1,2.603252662,-0.067287044,0.92,,,,,,,,,,,6.07375,0.783456912,2,Omni,3,1,85,1.929418926,147,2.167317335,24.9,1.396199347,2.5,0.397940009,1.92,0.283301229,91,1.959041392,primate
Saguinus_geoffroyi_CALLITRICHIDAE_PRIMATES,10.09,10090,1,514.7,2.711554168,-0.04881915,0.94,,,,,,,,,,,5.2,0.716003344,2,Omni,3,1,26.1,1.417194808,142,2.152288344,20.5,1.311753861,3.03,0.481442629,2,0.301029996,75,1.875061263,primate
Saguinus_midas_CALLITRICHIDAE_PRIMATES,9.81,9810,0.99,535,2.728353782,-0.069915134,0.88,3.769598848,5883,3927,3.594060901,-0.016243815,3.025715384,1061,8749,3.941958417,-0.087734053,5,0.698970004,2,Omni,3,2,36.8,1.565847819,132.62,2.122609024,21,1.322219295,2.02,0.305351369,2,0.301029996,71,1.851258349,primate
Saguinus_mystax_CALLITRICHIDAE_PRIMATES,10.42,10420,1.02,580.4,2.763727404,-0.063279072,0.88,,,,,,,,,,,7.513333333,0.875832657,2,Omni,3,1,72.92857143,1.862897706,145,2.161368002,20,1.301029996,2.08,0.318063335,1.33,0.123851641,171,2.23299611,primate
Saguinus_oedipus_CALLITRICHIDAE_PRIMATES,9.7,9700,0.99,427.1,2.630529571,-0.005303181,1.04,3.770410132,5894,3806,3.580468784,0.052306662,2.992995098,984,8716,3.940317222,-0.045550837,6.3,0.799340549,2,Omni,3,1,13.9,1.1430148,160,2.204119983,26.2,1.418301291,3.28,0.515873844,1.89,0.276461804,76,1.880813592,primate
Saimiri_sciureus_CEBIDAE_PRIMATES,23.5,23500,1.37,820.8,2.914237348,0.187310553,1.5,4.187342172,15393.67,8106.33,3.908824279,0.272782878,3.308030554,2032.5,21467.5,4.331781472,0.052251015,37.8,1.5774918,4,Omni,5,1,97.5,1.989004616,171,2.23299611,30.3,1.481442629,0.85,-0.070581074,3.86,0.586587305,183,2.26245109,primate
Semnopithecus_entellus_CERCOPITHECIDAE_PRIMATES,95.24,95240,1.98,10975.9,4.040440142,0.053464407,0.76,4.881441722,76110,19130,4.28171497,0.18703388,,,,,,24.8,1.394451681,4,Foli,2,4,400,2.602059991,192,2.283301229,29.275,1.466496904,0.69,-0.161150909,3.66,0.563481085,349.41,2.54333533,primate
Tarsius_bancanus_TARSIIDAE_PRIMATES,3.15,3150,0.5,110.7,2.044147621,-0.108003526,1,,,,,,,,,,,1,0,1,Omni,1,2,5,0.696640291,178,2.250420002,16.3,1.212187604,1.54,0.187520721,1.57,0.195899652,76,1.880813592,primate
Tarsius_syrichta_TARSIIDAE_PRIMATES,3.38,3380,0.53,129,2.11058971,-0.121887888,0.95,3.228913406,1694,1686,3.22685757,-0.129153357,2.631443769,428,2952,3.470116353,-0.008986856,2,0.301029996,1,Omni,1,2,4.8,0.682145076,179,2.252853031,16.13,1.207634367,1,0,2.52,0.401400541,83,1.919078092,primate
Theropithecus_gelada_CERCOPITHECIDAE_PRIMATES,123.22,123220,2.09,14171,4.151400498,0.090176156,0.81,,,,,,,,,,,103.82,2.016281025,4,Frug,1,2,454.3,2.657294936,170,2.230448921,35.5,1.550228353,0.47,-0.327902142,4,0.602059991,450,2.653212514,primate
Trachypithecus_cristatus_CERCOPITHECIDAE_PRIMATES,58.4,58400,1.77,6060,3.782472624,0.013849479,0.75,,,,,,,,,,,35,1.544068044,4,Foli,2,2,22.73333333,1.35666312,198.3,2.297322714,28.3,1.451786436,0.68,-0.167491087,4,0.602059991,365,2.562292864,primate
Trachypithecus_obscurus_CERCOPITHECIDAE_PRIMATES,59.3,59300,1.77,6765,3.830267801,-0.017718777,0.7,,,,,,,,,,,13.5,1.130333768,4,Foli,2,2,25.2,1.400825697,152,2.181843588,33.9,1.530199698,0.5,-0.301029996,4,0.602059991,365,2.562292864,primate
Trachypithecus_vetulus_CERCOPITHECIDAE_PRIMATES,59.91,59910,1.78,5684,3.754654069,0.042223368,0.81,,,,,,,,,,,9.466666667,0.976197085,3,Foli,2,2,36.6,1.563742058,200,2.301029996,26.1,1.416640507,0.38,-0.420216403,4,0.602059991,228,2.357934847,primate
Varecia_variegata_LEMURIDAE_PRIMATES,30.48,30480,1.48,3575,3.553276046,-0.124768379,0.6,4.184492689,15293,15187,4.181471993,-0.172574298,3.632052167,4286,26194,4.418201823,-0.113036057,5.9,0.770852012,2,Frug,1,1,72.734,1.861737472,102,2.008600172,36,1.556302501,2.16,0.334453751,2.72,0.434568904,146,2.164352856,primate
Miopithecus_talapoin_CERCOPITHECIDAE_PRIMATES,34.8,34800,1.54,1560,3.193124598,0.173108199,1.33,4.422047865,26427,8373,3.922881091,0.314370761,3.528145078,3374,31426,4.497289106,0.058822989,68.4,1.835056102,4,Omni,2,3,120,2.079181246,167,2.222716471,27,1.431363764,1,0,4.46,0.649334859,183,2.26245109,primate
Acinonyx_jubatus_FELIDAE_CARNIVORA,111,111000,2.05,43000,4.63,-0.030189186,0.75,,,,,,4.395912513,24883.56,86116.44,4.935086068,0.01694281,1,0,3,Carn,1,4,8827,3.95,92,1.963787827,20.5,1.311753861,2.82,0.450249108,2.12,0.326335861,124,2.093421685,felid
Ailuropoda_melanoleuca_URSIDAE_CARNIVORA,236,236000,2.37,87500,4.94,0.101311993,1,5.134928023,136435.7,99564.3,4.998103645,-0.025069179,,,,,,1,0,1,Herb,2,1,355,2.55,87,1.939519253,36.8,1.565847819,0.77,-0.113509275,6,0.77815125,457.5,2.660391098,felid
Ailurus_fulgens_AILURIDAE_CARNIVORA,42.5,42500,1.63,5400,3.73,0.097065457,1.1,4.457772931,28692.8,13807.2,4.140105616,0.138900458,3.688419822,4880,37620,4.575418791,-0.08817881,2,0.301029996,1,Herb,5,2,143,2.16,134,2.127104798,19,1.278753601,2,0.301029996,1.51,0.178976947,135,2.130333768,felid
Aonyx_capensis_MUSTELIDAE_CARNIVORA,94.63,94630,1.98,19110,4.28,0.112632064,1.08,,,,,,,,,,,2,0.301029996,3,Pisc,2,7,1700,3.23,63,1.799340549,14.1,1.149219113,2.56,0.408239965,0.83,-0.080921908,61,1.785329835,felid
Bassariscus_astutus_PROCYONIDAE_CARNIVORA,17.25,17250,1.24,985,2.99,0.157030385,1.35,,,,,,,,,,,1,0,1,Omni,3,6,74,1.87,51.9,1.715167358,19,1.278753601,2.5,0.397940009,1.83,0.26245109,77,1.886490725,felid
Canis_adustus_CANIDAE_CARNIVORA,48.85,48850,1.69,8290,3.92,0.041533921,0.96,4.441538039,27640,21210,4.326540669,-0.009411871,,,,,,2,0.301029996,1,Omni,4,6,1300,3.11,63.5,1.802773725,18.8,1.274157849,4.5,0.653212514,0.82,-0.086186148,61.3,1.787460475,felid
Canis_aureus_CANIDAE_CARNIVORA,82.25,82250,1.92,7150,3.85,0.314098171,1.77,4.559679249,36281,45969,4.662465056,0.157389447,,,,,,3,0.477121255,3,Omni,6,5,295,2.47,63.4,1.802089258,18.8,1.274157849,4.16,0.619093331,0.92,-0.036212173,70,1.84509804,felid
Canis_latrans_CANIDAE_CARNIVORA,89.08,89080,1.95,9760,3.99,0.258969671,1.57,4.694040512,49435.68,39644.32,4.598180973,0.194430494,3.795518534,6244.8,82835.2,4.918214925,-0.155098407,2,0.301029996,3,Omni,3,5,1888,3.28,61.6,1.789580712,21.8,1.338456494,5.49,0.739572344,0.86,-0.065501549,42,1.62324929,felid
Canis_lupus_CANIDAE_CARNIVORA,123.63,123630,2.09,31100,4.49,0.094939314,1.02,4.929280951,84973,38657,4.587228147,0.082098731,4.314230316,20617.23,103012.77,5.012891065,0.02896278,7,0.84509804,4,Carn,1,7,15986,4.2,62.8,1.797959644,20.6,1.31386722,4.92,0.691965103,1.83,0.26245109,63,1.799340549,felid
Canis_mesomelas_CANIDAE_CARNIVORA,53.25,53250,1.73,6600,3.82,0.142339993,1.21,4.495738547,31314,21936,4.341157437,0.114303077,3.944317313,8796.65,44453.35,4.647904495,0.107481574,2,0.301029996,1,Omni,4,7,1193,3.08,59.7,1.775974331,16.7,1.222716471,3.95,0.596597096,0.87,-0.060480747,59.5,1.774516966,felid
Chrysocyon_brachyurus_CANIDAE_CARNIVORA,110.25,110250,2.04,23250,4.37,0.1179066,1.1,4.858374758,72173,38077,4.580662724,0.094609866,,,,,,1,0,1,Omni,5,6,2136,3.33,63.4,1.802089258,16.8,1.225309282,3.09,0.489958479,1.83,0.26245109,105,2.021189299,felid
Civettictis_civetta_VIVERRIDAE_CARNIVORA,37.43,37430,1.57,11250,4.05,-0.157513972,0.6,,,,,,,,,,,1,0,1,Omni,6,5,1100,3.04,70.5,1.848189117,28,1.447158031,3.34,0.523746467,1.22,0.086359831,105,2.021189299,felid
Crocuta_crocuta_HYAENIDAE_CARNIVORA,154.6,154600,2.19,57800,4.76,0.030762921,0.86,4.966145489,92500.8,62099.2,4.793086005,-0.068725721,4.149056453,14094.72,140505.28,5.147692645,-0.316922404,55,1.740362689,4,Carn,1,3,2193,3.34,109.9,2.040997692,41.1,1.613841822,1.41,0.149219113,2.75,0.439332694,410.4,2.613207352,felid
Cryptoprocta_ferox_EUPLERIDAE_CARNIVORA,32.14,32140,1.51,6775,3.83,-0.083740615,0.72,,,,,,,,,,,1,0,1,Carn,3,1,75,1.88,45,1.653212514,23.1,1.36361198,2,0.301029996,3.5,0.544068044,135,2.130333768,felid
Cuon_alpinus_CANIDAE_CARNIVORA,100.5,100500,2,13800,4.14,0.217760564,1.41,4.768201368,58641,41859,4.621788849,0.164319689,,,,,,6,0.77815125,4,Carn,2,3,3364,3.53,62.2,1.793790385,16.1,1.206825876,4.13,0.615950052,1.83,0.26245109,45.5,1.658011397,felid
Cynictis_penicillata_HERPESTIDAE_CARNIVORA,8.46,8460,0.93,571,2.76,-0.013115651,0.94,,,,,,3.115713665,1305.31,7154.69,3.854590821,-0.011662814,5,0.698970004,4,Carn,2,3,189,2.28,56,1.748188027,15.2,1.181843588,2.85,0.45484486,1.83,0.26245109,49,1.69019608,felid
Eira_barbara_MUSTELIDAE_CARNIVORA,40.78,40780,1.61,3500,3.54,0.192596992,1.4,4.463549596,29077,11703,4.068297205,0.276754559,3.835887069,6853.1,33926.9,4.530544179,0.186455663,1,0,1,Carn,2,2,1140,3.06,66.65,1.823800154,22.3,1.348304863,2.14,0.330413773,1.5,0.176091259,82.48,1.916348652,felid
Enhydra_lutris_MUSTELIDAE_CARNIVORA,130.38,130380,2.12,23600,4.37,0.1979066,1.29,,,,,,,,,,,10,1,3,Pisc,2,2,343,2.54,121.5,2.084576278,27,1.431363764,0.83,-0.080921908,3.67,0.564666064,198.3,2.297322714,felid
Felis_chaus_FELIDAE_CARNIVORA,37.88,37880,1.58,5050,3.7,0.065307278,1.02,,,,,,,,,,,1,0,1,Carn,2,6,11250,4.05,64.5,1.809559715,20,1.301029996,6.96,0.84260924,1.5,0.176091259,90,1.954242509,felid
