codigo,tipo,categoria,dia,finde,ano,hora,momento,distrito,X,Y
50125636,salto,cometido,2.MARTES,NO,2005,16,2.TARDE,SOUTHERN,-122.4034048,37.77542071
50578574,salto,cometido,2.MARTES,NO,2005,13,2.TARDE,SOUTHERN,-122.4034048,37.77542071
60361319,intento,intento,2.MARTES,NO,2006,19,2.TARDE,SOUTHERN,-122.4076335,37.78418935
60547155,intento,intento,2.MARTES,NO,2006,16,2.TARDE,SOUTHERN,-122.4034048,37.77542071
70693481,laceracion,cometido,2.MARTES,NO,2007,14,2.TARDE,SOUTHERN,-122.3881905,37.78477318
70775681,estrangulamiento,cometido,2.MARTES,NO,2007,17,2.TARDE,SOUTHERN,-122.418619,37.77305255
70984898,intento,intento,2.MARTES,NO,2007,15,2.TARDE,SOUTHERN,-122.4034048,37.77542071
71114791,salto,cometido,2.MARTES,NO,2007,18,2.TARDE,SOUTHERN,-122.4076335,37.78418935
71315999,asfixia,cometido,2.MARTES,NO,2007,15,2.TARDE,SOUTHERN,-122.4125153,37.78047775
90494479,salto,cometido,2.MARTES,NO,2009,15,2.TARDE,SOUTHERN,-122.4034048,37.77542071
90980462,estrangulamiento,cometido,2.MARTES,NO,2009,18,2.TARDE,SOUTHERN,-122.403434,37.78116174
100249855,laceracion,cometido,2.MARTES,NO,2010,13,2.TARDE,SOUTHERN,-122.4094204,37.78161503
100755125,intento,intento,2.MARTES,NO,2010,17,2.TARDE,SOUTHERN,-122.4124363,37.77680494
101128507,salto,cometido,2.MARTES,NO,2010,16,2.TARDE,SOUTHERN,-122.4034048,37.77542071
120248285,intento,intento,2.MARTES,NO,2012,19,2.TARDE,SOUTHERN,-122.4034048,37.77542071
160096696,intento,intento,2.MARTES,NO,2016,14,2.TARDE,SOUTHERN,-122.4184806,37.77589845
50406931,intento,intento,2.MARTES,NO,2005,23,4.NOCHE,SOUTHERN,-122.4075322,37.77819422
90391875,intento,intento,2.MARTES,NO,2009,21,4.NOCHE,SOUTHERN,-122.4034048,37.77542071
120147176,intento,intento,2.MARTES,NO,2012,22,4.NOCHE,SOUTHERN,-122.4078771,37.7803875
150506360,intento,intento,2.MARTES,NO,2015,21,4.NOCHE,SOUTHERN,-122.4139805,37.77556873
170444411,estrangulamiento,cometido,2.MARTES,NO,2017,21,4.NOCHE,SOUTHERN,-122.4087707,37.7801357
100780332,salto,cometido,3.MIERCOLES,NO,2010,1,0.MADRUGADA,SOUTHERN,-122.3966475,37.79174043
120266312,estrangulamiento,cometido,3.MIERCOLES,NO,2012,0,0.MADRUGADA,SOUTHERN,-122.3890406,37.78432123
71014436,salto,cometido,3.MIERCOLES,NO,2007,8,1.MANANA,SOUTHERN,-122.4136846,37.77779846
80662755,salto,cometido,3.MIERCOLES,NO,2008,9,1.MANANA,SOUTHERN,-122.4034048,37.77542071
110320536,asfixia,cometido,3.MIERCOLES,NO,2011,7,1.MANANA,SOUTHERN,-122.4034048,37.77542071
130272315,intento,intento,3.MIERCOLES,NO,2013,11,1.MANANA,SOUTHERN,-122.4063464,37.77916742
170484401,arma,cometido,3.MIERCOLES,NO,2017,8,1.MANANA,SOUTHERN,-122.4034048,37.77542071
170727530,otros,cometido,3.MIERCOLES,NO,2017,12,1.MANANA,SOUTHERN,-122.3990457,37.78131971
180025261,intento,intento,3.MIERCOLES,NO,2018,8,1.MANANA,SOUTHERN,-122.4034048,37.77542071
40313205,estrangulamiento,cometido,3.MIERCOLES,NO,2004,16,2.TARDE,SOUTHERN,-122.4113396,37.78127074
70346464,salto,cometido,3.MIERCOLES,NO,2007,15,2.TARDE,SOUTHERN,-122.388206,37.78849714
70439235,intento,intento,3.MIERCOLES,NO,2008,14,2.TARDE,SOUTHERN,-122.4096964,37.78175406
70623262,intento,intento,3.MIERCOLES,NO,2007,17,2.TARDE,SOUTHERN,-122.4097952,37.78003563
71245766,salto,cometido,3.MIERCOLES,NO,2007,14,2.TARDE,SOUTHERN,-122.4022241,37.78196065
80852025,salto,cometido,3.MIERCOLES,NO,2008,13,2.TARDE,SOUTHERN,-122.4034048,37.77542071
101090495,intento,intento,3.MIERCOLES,NO,2010,15,2.TARDE,SOUTHERN,-122.3883799,37.78331041
101195299,salto,cometido,3.MIERCOLES,NO,2010,17,2.TARDE,SOUTHERN,-122.4034048,37.77542071
120010197,arma,cometido,3.MIERCOLES,NO,2012,17,2.TARDE,SOUTHERN,-122.4034686,37.77599645
120130262,intento,intento,3.MIERCOLES,NO,2012,17,2.TARDE,SOUTHERN,-122.413046,37.77386178
180212719,intento,intento,3.MIERCOLES,NO,2018,14,2.TARDE,SOUTHERN,-122.4034048,37.77542071
31187647,intento,intento,3.MIERCOLES,NO,2003,21,4.NOCHE,SOUTHERN,-122.4084666,37.78070083
70884878,intento,intento,3.MIERCOLES,NO,2007,20,4.NOCHE,SOUTHERN,-122.4098928,37.7801135
31081447,intento,intento,6.SABADO,SI,2003,5,0.MADRUGADA,SOUTHERN,-122.3889197,37.78916247
60668933,salto,cometido,6.SABADO,SI,2006,2,0.MADRUGADA,SOUTHERN,-122.4016923,37.78658886
170392218,intento,intento,6.SABADO,SI,2017,1,0.MADRUGADA,SOUTHERN,-122.3883799,37.78331041
170798729,estrangulamiento,cometido,6.SABADO,SI,2017,0,0.MADRUGADA,SOUTHERN,-122.4084666,37.78070083
50279330,salto,cometido,6.SABADO,SI,2005,7,1.MANANA,SOUTHERN,-122.388206,37.78849714
70122612,salto,cometido,6.SABADO,SI,2007,7,1.MANANA,SOUTHERN,-122.4034048,37.77542071
80050207,intento,intento,6.SABADO,SI,2008,11,1.MANANA,SOUTHERN,-122.388206,37.78849714
90008105,intento,intento,6.SABADO,SI,2009,12,1.MANANA,SOUTHERN,-122.4063464,37.77916742
100426423,intento,intento,6.SABADO,SI,2010,11,1.MANANA,SOUTHERN,-122.3961713,37.78460276
110329867,intento,intento,6.SABADO,SI,2011,12,1.MANANA,SOUTHERN,-122.4016994,37.78065229
50653875,salto,cometido,6.SABADO,SI,2005,16,2.TARDE,SOUTHERN,-122.4063464,37.77916742
70947153,intento,intento,6.SABADO,SI,2007,13,2.TARDE,SOUTHERN,-122.4034048,37.77542071
91291551,otros,cometido,6.SABADO,SI,2009,14,2.TARDE,SOUTHERN,-122.4034048,37.77542071
100892200,intento,intento,6.SABADO,SI,2010,16,2.TARDE,SOUTHERN,-122.4034048,37.77542071
110024352,salto,cometido,6.SABADO,SI,2011,15,2.TARDE,SOUTHERN,-122.4034048,37.77542071
110330648,otros,cometido,6.SABADO,SI,2011,17,2.TARDE,SOUTHERN,-122.3998994,37.78464803
130994086,intento,intento,6.SABADO,SI,2013,15,2.TARDE,SOUTHERN,-122.4073765,37.77998926
150780821,intento,intento,6.SABADO,SI,2015,19,2.TARDE,SOUTHERN,-122.4119356,37.78000644
170202548,arma,cometido,6.SABADO,SI,2017,17,2.TARDE,SOUTHERN,-122.402246,37.78108882
60777120,intento,intento,6.SABADO,SI,2006,21,4.NOCHE,SOUTHERN,-122.406521,37.78506294
130095747,salto,cometido,6.SABADO,SI,2013,22,4.NOCHE,SOUTHERN,-122.4076335,37.78418935
170717484,intento,intento,6.SABADO,SI,2017,20,4.NOCHE,SOUTHERN,-122.4113591,37.77649448
180203683,intento,intento,6.SABADO,SI,2018,22,4.NOCHE,SOUTHERN,-122.4200014,37.77409486
50530728,salto,cometido,5.VIERNES,NO,2005,1,0.MADRUGADA,SOUTHERN,-122.4095043,37.78152627
140855296,arma,cometido,5.VIERNES,NO,2014,5,0.MADRUGADA,SOUTHERN,-122.4093252,37.77881574
151090241,intento,intento,5.VIERNES,NO,2015,1,0.MADRUGADA,SOUTHERN,-122.4028355,37.7868009
40377273,intento,intento,5.VIERNES,NO,2004,8,1.MANANA,SOUTHERN,-122.4100416,37.78195365
40552209,intento,intento,5.VIERNES,NO,2004,8,1.MANANA,SOUTHERN,-122.410733,37.77683491
41439789,estrangulamiento,cometido,5.VIERNES,NO,2004,12,1.MANANA,SOUTHERN,-122.4212056,37.77253052
180106952,asfixia,cometido,5.VIERNES,NO,2018,9,1.MANANA,SOUTHERN,-122.4022507,37.76981959
31421069,otros,cometido,5.VIERNES,NO,2003,15,2.TARDE,SOUTHERN,-122.3961679,37.78272397
50505301,salto,cometido,5.VIERNES,NO,2005,13,2.TARDE,SOUTHERN,-122.388206,37.78849714
80013001,intento,intento,5.VIERNES,NO,2008,15,2.TARDE,SOUTHERN,-122.3983195,37.78917587
90187260,intento,intento,5.VIERNES,NO,2009,19,2.TARDE,SOUTHERN,-122.4200014,37.77409486
110386481,intento,intento,5.VIERNES,NO,2011,13,2.TARDE,SOUTHERN,-122.4056023,37.77726512
160920073,intento,intento,5.VIERNES,NO,2016,18,2.TARDE,SOUTHERN,-122.4034048,37.77542071
70095467,otros,cometido,5.VIERNES,NO,2007,21,4.NOCHE,SOUTHERN,-122.4084666,37.78070083
70581494,salto,cometido,5.VIERNES,NO,2007,22,4.NOCHE,SOUTHERN,-122.3958155,37.79115272
100376674,asfixia,cometido,5.VIERNES,NO,2010,20,4.NOCHE,SOUTHERN,-122.4034048,37.77542071
140302457,intento,intento,5.VIERNES,NO,2014,20,4.NOCHE,SOUTHERN,-122.4008039,37.78644126
81060394,intento,intento,7.DOMINGO,SI,2008,1,0.MADRUGADA,TARAVAL,-122.483364,37.71586369
90010445,intento,intento,7.DOMINGO,SI,2009,0,0.MADRUGADA,TARAVAL,-122.487601,37.74531431
91125217,intento,intento,7.DOMINGO,SI,2009,2,0.MADRUGADA,TARAVAL,-122.4541549,37.71285483
100679105,intento,intento,7.DOMINGO,SI,2010,0,0.MADRUGADA,TARAVAL,-122.4608617,37.71495085
150474024,intento,intento,7.DOMINGO,SI,2015,3,0.MADRUGADA,TARAVAL,-122.4864018,37.74349735
91151080,intento,intento,7.DOMINGO,SI,2009,7,1.MANANA,TARAVAL,-122.4981921,37.74110234
91223883,intento,intento,7.DOMINGO,SI,2009,10,1.MANANA,TARAVAL,-122.4936391,37.73943447
100077640,intento,intento,7.DOMINGO,SI,2010,11,1.MANANA,TARAVAL,-122.4779767,37.72693464
140905891,intento,intento,7.DOMINGO,SI,2014,8,1.MANANA,TARAVAL,-122.4831062,37.72012459
70227955,intento,intento,7.DOMINGO,SI,2007,13,2.TARDE,TARAVAL,-122.4591238,37.7191444
90865256,arma,cometido,7.DOMINGO,SI,2009,13,2.TARDE,TARAVAL,-122.4877377,37.75379911
100478468,otros,cometido,7.DOMINGO,SI,2010,13,2.TARDE,TARAVAL,-122.4922475,37.73046218
81091800,intento,intento,7.DOMINGO,SI,2008,21,4.NOCHE,TARAVAL,-122.4957507,37.76087197
30848319,intento,intento,4.JUEVES,NO,2003,3,0.MADRUGADA,TARAVAL,-122.4681053,37.71096391
131024812,intento,intento,4.JUEVES,NO,2013,0,0.MADRUGADA,TARAVAL,-122.4654009,37.71703463
140359599,intento,intento,4.JUEVES,NO,2014,5,0.MADRUGADA,TARAVAL,-122.4496679,37.72036897
31361578,intento,intento,4.JUEVES,NO,2003,6,1.MANANA,TARAVAL,-122.505409,37.75200768
40187066,arma,cometido,4.JUEVES,NO,2004,9,1.MANANA,TARAVAL,-122.5063465,37.75859048
40548872,arma,cometido,4.JUEVES,NO,2004,11,1.MANANA,TARAVAL,-122.5047562,37.73561693
50271734,asfixia,cometido,4.JUEVES,NO,2005,12,1.MANANA,TARAVAL,-122.5047562,37.73561693
51096642,intento,intento,4.JUEVES,NO,2005,10,1.MANANA,TARAVAL,-122.4864115,37.74162384
81132993,asfixia,cometido,4.JUEVES,NO,2008,8,1.MANANA,TARAVAL,-122.4670361,37.71520859
110471894,otros,cometido,4.JUEVES,NO,2011,12,1.MANANA,TARAVAL,-122.4968239,37.73076389
120111983,intento,intento,4.JUEVES,NO,2012,9,1.MANANA,TARAVAL,-122.481305,37.74746132
140593543,estrangulamiento,cometido,4.JUEVES,NO,2014,9,1.MANANA,TARAVAL,-122.4632158,37.74510902
170344764,intento,intento,4.JUEVES,NO,2017,11,1.MANANA,TARAVAL,-122.4836581,37.73170203
80349248,intento,intento,4.JUEVES,NO,2008,19,2.TARDE,TARAVAL,-122.474171,37.71665697
100934482,estrangulamiento,cometido,4.JUEVES,NO,2010,16,2.TARDE,TARAVAL,-122.4655361,37.75189777
120926522,intento,intento,4.JUEVES,NO,2012,17,2.TARDE,TARAVAL,-122.4704676,37.76103435
130315874,salto,cometido,4.JUEVES,NO,2013,16,2.TARDE,TARAVAL,-122.5067409,37.74073948
150354664,intento,intento,4.JUEVES,NO,2015,14,2.TARDE,TARAVAL,-122.5019035,37.76339663
170984047,arma,cometido,4.JUEVES,NO,2017,17,2.TARDE,TARAVAL,-122.4968364,37.75238845
61012020,estrangulamiento,cometido,4.JUEVES,NO,2006,21,4.NOCHE,TARAVAL,-122.4774386,37.73828024
80145660,estrangulamiento,cometido,1.LUNES,NO,2008,5,0.MADRUGADA,TARAVAL,-122.4922809,37.75071652
100103659,salto,cometido,1.LUNES,NO,2010,0,0.MADRUGADA,TARAVAL,-122.4831062,37.72012459
120401950,intento,intento,1.LUNES,NO,2012,3,0.MADRUGADA,TARAVAL,-122.4918619,37.76008995
130868475,intento,intento,1.LUNES,NO,2013,1,0.MADRUGADA,TARAVAL,-122.4870323,37.73149217
30807923,intento,intento,1.LUNES,NO,2003,12,1.MANANA,TARAVAL,-122.5028667,37.74838124
40757647,otros,cometido,1.LUNES,NO,2004,9,1.MANANA,TARAVAL,-122.4883812,37.75650318
51053078,intento,intento,1.LUNES,NO,2005,10,1.MANANA,TARAVAL,-122.4620049,37.74758731
60756629,asfixia,cometido,1.LUNES,NO,2006,7,1.MANANA,TARAVAL,-122.4712279,37.74042814
70004305,intento,intento,1.LUNES,NO,2007,9,1.MANANA,TARAVAL,-122.4632955,37.74520093
90413877,estrangulamiento,cometido,1.LUNES,NO,2009,9,1.MANANA,TARAVAL,-122.4866676,37.74535554
100154812,estrangulamiento,cometido,1.LUNES,NO,2010,10,1.MANANA,TARAVAL,-122.4706729,37.74134884
100384514,estrangulamiento,cometido,1.LUNES,NO,2010,10,1.MANANA,TARAVAL,-122.4649841,37.75940398
101125337,intento,intento,1.LUNES,NO,2010,9,1.MANANA,TARAVAL,-122.4856038,37.73882143
120726184,arma,cometido,1.LUNES,NO,2012,8,1.MANANA,TARAVAL,-122.4916365,37.73952322
120831868,asfixia,cometido,1.LUNES,NO,2012,11,1.MANANA,TARAVAL,-122.5096622,37.76303555
140205356,estrangulamiento,cometido,1.LUNES,NO,2014,11,1.MANANA,TARAVAL,-122.4933528,37.75066867
150278804,intento,intento,1.LUNES,NO,2015,8,1.MANANA,TARAVAL,-122.5082009,37.76123915
170190692,intento,intento,1.LUNES,NO,2017,9,1.MANANA,TARAVAL,-122.5015022,37.75966581
170206346,intento,intento,1.LUNES,NO,2017,10,1.MANANA,TARAVAL,-122.4764814,37.76181893
180318931,intento,intento,1.LUNES,NO,2018,6,1.MANANA,TARAVAL,-122.4516806,37.72218062
40766400,intento,intento,1.LUNES,NO,2004,16,2.TARDE,TARAVAL,-122.5039453,37.74646195
50232770,estrangulamiento,cometido,1.LUNES,NO,2005,19,2.TARDE,TARAVAL,-122.4727859,37.76468171
50661351,intento,intento,1.LUNES,NO,2005,16,2.TARDE,TARAVAL,-122.4731275,37.75343625
60890186,otros,cometido,1.LUNES,NO,2006,18,2.TARDE,TARAVAL,-122.5016724,37.72202452
70876160,intento,intento,1.LUNES,NO,2007,19,2.TARDE,TARAVAL,-122.4945904,37.73660286
70901513,otros,cometido,1.LUNES,NO,2007,18,2.TARDE,TARAVAL,-122.5071528,37.74819119
101169385,estrangulamiento,cometido,1.LUNES,NO,2010,13,2.TARDE,TARAVAL,-122.5037806,37.76143468
110519068,asfixia,cometido,1.LUNES,NO,2011,19,2.TARDE,TARAVAL,-122.496466,37.74031625
130079650,arma,cometido,1.LUNES,NO,2013,16,2.TARDE,TARAVAL,-122.4736441,37.71555367
31295717,intento,intento,1.LUNES,NO,2003,23,4.NOCHE,TARAVAL,-122.4760512,37.73187912
50289298,intento,intento,1.LUNES,NO,2005,22,4.NOCHE,TARAVAL,-122.5051363,37.75666139
170064069,intento,intento,1.LUNES,NO,2017,21,4.NOCHE,TARAVAL,-122.4806234,37.75310457
30142713,otros,cometido,2.MARTES,NO,2003,9,1.MANANA,TARAVAL,-122.4839859,37.73099118
60679491,estrangulamiento,cometido,2.MARTES,NO,2006,7,1.MANANA,TARAVAL,-122.4682313,37.74447835
140291305,intento,intento,2.MARTES,NO,2014,6,1.MANANA,TARAVAL,-122.4541184,37.7141452
140399777,laceracion,cometido,2.MARTES,NO,2014,6,1.MANANA,TARAVAL,-122.5079937,37.75279462
140780041,intento,intento,2.MARTES,NO,2014,9,1.MANANA,TARAVAL,-122.4996299,37.76161809
170275131,estrangulamiento,cometido,2.MARTES,NO,2017,9,1.MANANA,TARAVAL,-122.4504688,37.72141077
170704215,arma,cometido,2.MARTES,NO,2017,8,1.MANANA,TARAVAL,-122.4780985,37.74573298
101065498,intento,intento,2.MARTES,NO,2010,17,2.TARDE,TARAVAL,-122.4856038,37.73882143
140313476,intento,intento,2.MARTES,NO,2014,16,2.TARDE,TARAVAL,-122.5008596,37.74847008
140313987,estrangulamiento,cometido,2.MARTES,NO,2014,19,2.TARDE,TARAVAL,-122.5043279,37.75393022
160809831,estrangulamiento,cometido,2.MARTES,NO,2016,14,2.TARDE,TARAVAL,-122.4784172,37.7301476
170928885,intento,intento,2.MARTES,NO,2017,17,2.TARDE,TARAVAL,-122.4901416,37.74894208
171006018,arma,cometido,2.MARTES,NO,2017,18,2.TARDE,TARAVAL,-122.4910847,37.74702942
61169314,intento,intento,2.MARTES,NO,2006,22,4.NOCHE,TARAVAL,-122.4832946,37.75859524
80743032,intento,intento,2.MARTES,NO,2008,21,4.NOCHE,TARAVAL,-122.4575581,37.71225254
81127530,intento,intento,2.MARTES,NO,2008,21,4.NOCHE,TARAVAL,-122.4988633,37.74384777
110922568,intento,intento,2.MARTES,NO,2011,20,4.NOCHE,TARAVAL,-122.4550623,37.72277819
110658296,intento,intento,3.MIERCOLES,NO,2011,3,0.MADRUGADA,TARAVAL,-122.5001692,37.76249044
30148238,arma,cometido,3.MIERCOLES,NO,2003,10,1.MANANA,TARAVAL,-122.4841354,37.73985535
90847395,laceracion,cometido,3.MIERCOLES,NO,2009,9,1.MANANA,TARAVAL,-122.4672754,37.74251108
110239200,estrangulamiento,cometido,3.MIERCOLES,NO,2011,7,1.MANANA,TARAVAL,-122.4685108,37.71971697
140934185,asfixia,cometido,3.MIERCOLES,NO,2014,10,1.MANANA,TARAVAL,-122.4536459,37.72327255
170132951,estrangulamiento,cometido,3.MIERCOLES,NO,2017,9,1.MANANA,TARAVAL,-122.5051217,37.76325232
170813101,arma,cometido,3.MIERCOLES,NO,2017,10,1.MANANA,TARAVAL,-122.4721085,37.73486741
170872135,intento,intento,3.MIERCOLES,NO,2017,11,1.MANANA,TARAVAL,-122.5080698,37.75937691
41421952,intento,intento,3.MIERCOLES,NO,2004,14,2.TARDE,TARAVAL,-122.4752793,37.75146958
41471468,intento,intento,3.MIERCOLES,NO,2004,18,2.TARDE,TARAVAL,-122.4800782,37.75873694
60525612,intento,intento,3.MIERCOLES,NO,2006,19,2.TARDE,TARAVAL,-122.4711732,37.72755297
61086699,intento,intento,3.MIERCOLES,NO,2006,15,2.TARDE,TARAVAL,-122.4955028,37.74870685
100464962,intento,intento,3.MIERCOLES,NO,2010,13,2.TARDE,TARAVAL,-122.4862692,37.73319995
100906447,intento,intento,3.MIERCOLES,NO,2010,17,2.TARDE,TARAVAL,-122.509004,37.75931835
120650276,intento,intento,3.MIERCOLES,NO,2012,19,2.TARDE,TARAVAL,-122.5047562,37.73561693
130835963,arma,cometido,3.MIERCOLES,NO,2013,16,2.TARDE,TARAVAL,-122.5001692,37.76249044
131023892,intento,intento,3.MIERCOLES,NO,2013,17,2.TARDE,TARAVAL,-122.4771566,37.74764439
140742358,intento,intento,3.MIERCOLES,NO,2014,17,2.TARDE,TARAVAL,-122.4960272,37.75616318
31245148,intento,intento,3.MIERCOLES,NO,2003,21,4.NOCHE,TARAVAL,-122.4804507,37.71901187
100208657,intento,intento,3.MIERCOLES,NO,2010,23,4.NOCHE,TARAVAL,-122.4816454,37.7168629
120756266,otros,cometido,3.MIERCOLES,NO,2012,21,4.NOCHE,TARAVAL,-122.4623289,37.72086768
50623787,arma,cometido,6.SABADO,SI,2005,1,0.MADRUGADA,TARAVAL,-122.491056,37.76199653
50963226,intento,intento,6.SABADO,SI,2005,1,0.MADRUGADA,TARAVAL,-122.505538,37.75387674
110247071,salto,cometido,6.SABADO,SI,2011,2,0.MADRUGADA,TARAVAL,-122.4806063,37.71751859
30968064,intento,intento,6.SABADO,SI,2003,7,1.MANANA,TARAVAL,-122.487311,37.76305803
40066028,estrangulamiento,cometido,6.SABADO,SI,2004,11,1.MANANA,TARAVAL,-122.502743,37.74464677
41296658,intento,intento,6.SABADO,SI,2004,8,1.MANANA,TARAVAL,-122.4806063,37.71751859
80972479,estrangulamiento,cometido,6.SABADO,SI,2008,12,1.MANANA,TARAVAL,-122.5034213,37.73900502
110489847,intento,intento,6.SABADO,SI,2011,10,1.MANANA,TARAVAL,-122.4581213,37.72401587
160840603,intento,intento,6.SABADO,SI,2016,11,1.MANANA,TARAVAL,-122.4898483,37.76204981
50464230,estrangulamiento,cometido,6.SABADO,SI,2005,13,2.TARDE,TARAVAL,-122.483418,37.76233315
71029435,intento,intento,6.SABADO,SI,2007,19,2.TARDE,TARAVAL,-122.4728759,37.71331778
120516010,estrangulamiento,cometido,6.SABADO,SI,2012,13,2.TARDE,TARAVAL,-122.4704743,37.70928707
140304760,intento,intento,6.SABADO,SI,2014,15,2.TARDE,TARAVAL,-122.4691347,37.75735027
170575094,intento,intento,6.SABADO,SI,2017,14,2.TARDE,TARAVAL,-122.4628942,37.73357158
180092113,intento,intento,6.SABADO,SI,2018,17,2.TARDE,TARAVAL,-122.4850737,37.72399838
30775621,arma,cometido,6.SABADO,SI,2003,20,4.NOCHE,TARAVAL,-122.5067388,37.75569385
30802898,intento,intento,6.SABADO,SI,2003,20,4.NOCHE,TARAVAL,-122.4811832,37.74372682
41157505,otros,cometido,6.SABADO,SI,2004,23,4.NOCHE,TARAVAL,-122.4645736,37.72613031
140817224,intento,intento,6.SABADO,SI,2014,22,4.NOCHE,TARAVAL,-122.4711387,37.71064859
101158968,estrangulamiento,cometido,5.VIERNES,NO,2010,2,0.MADRUGADA,TARAVAL,-122.4503853,37.71924196
120511474,intento,intento,5.VIERNES,NO,2012,2,0.MADRUGADA,TARAVAL,-122.4672459,37.72450422
120906518,intento,intento,5.VIERNES,NO,2012,3,0.MADRUGADA,TARAVAL,-122.4724119,37.74699104
160751254,intento,intento,5.VIERNES,NO,2016,0,0.MADRUGADA,TARAVAL,-122.4859828,37.75286828
30655255,estrangulamiento,cometido,5.VIERNES,NO,2003,7,1.MANANA,TARAVAL,-122.4575581,37.71225254
31021841,intento,intento,5.VIERNES,NO,2003,10,1.MANANA,TARAVAL,-122.4792692,37.76251576
31366164,estrangulamiento,cometido,5.VIERNES,NO,2003,12,1.MANANA,TARAVAL,-122.4721011,37.74600666
41405956,estrangulamiento,cometido,5.VIERNES,NO,2004,12,1.MANANA,TARAVAL,-122.5076776,37.753782
50873885,arma,cometido,5.VIERNES,NO,2005,8,1.MANANA,TARAVAL,-122.4776822,37.75510566
60399150,estrangulamiento,cometido,5.VIERNES,NO,2006,11,1.MANANA,TARAVAL,-122.4800782,37.75873694
70431247,arma,cometido,5.VIERNES,NO,2007,9,1.MANANA,TARAVAL,-122.4624604,37.7314925
160041077,arma,cometido,5.VIERNES,NO,2016,10,1.MANANA,TARAVAL,-122.4675958,37.71795805
180235523,intento,intento,5.VIERNES,NO,2018,9,1.MANANA,TARAVAL,-122.4632415,37.72679184
40783432,intento,intento,5.VIERNES,NO,2004,18,2.TARDE,TARAVAL,-122.4913462,37.75075812
60587822,otros,cometido,5.VIERNES,NO,2006,19,2.TARDE,TARAVAL,-122.474171,37.71665697
81273638,otros,cometido,5.VIERNES,NO,2008,19,2.TARDE,TARAVAL,-122.4815657,37.75119209
90030879,asfixia,cometido,5.VIERNES,NO,2009,18,2.TARDE,TARAVAL,-122.4625537,37.71638005
120333892,intento,intento,5.VIERNES,NO,2012,13,2.TARDE,TARAVAL,-122.4736441,37.71555367
140174529,intento,intento,5.VIERNES,NO,2014,13,2.TARDE,TARAVAL,-122.4811832,37.74372682
170104267,estrangulamiento,cometido,5.VIERNES,NO,2017,15,2.TARDE,TARAVAL,-122.4768911,37.75887747
40411285,intento,intento,5.VIERNES,NO,2004,20,4.NOCHE,TARAVAL,-122.5013831,37.76447898
60158586,intento,intento,5.VIERNES,NO,2006,20,4.NOCHE,TARAVAL,-122.4604623,37.74100018
110226116,intento,intento,5.VIERNES,NO,2011,20,4.NOCHE,TARAVAL,-122.4866579,37.74722499
120822516,estrangulamiento,cometido,5.VIERNES,NO,2012,22,4.NOCHE,TARAVAL,-122.4747193,37.7608459
130012177,intento,intento,5.VIERNES,NO,2013,21,4.NOCHE,TARAVAL,-122.4807489,37.76147996
130260047,intento,intento,5.VIERNES,NO,2013,21,4.NOCHE,TARAVAL,-122.4880183,37.74245293
130929522,laceracion,cometido,5.VIERNES,NO,2013,22,4.NOCHE,TARAVAL,-122.4826143,37.76520862
170598228,intento,intento,7.DOMINGO,SI,2017,2,0.MADRUGADA,TENDERLOIN,-122.4085197,37.78640447
30193625,salto,cometido,7.DOMINGO,SI,2003,9,1.MANANA,TENDERLOIN,-122.416343,37.78244651
71310206,intento,intento,7.DOMINGO,SI,2007,10,1.MANANA,TENDERLOIN,-122.4143122,37.77983392
130118446,intento,intento,7.DOMINGO,SI,2013,12,1.MANANA,TENDERLOIN,-122.4171073,37.78532383
150230547,intento,intento,7.DOMINGO,SI,2015,7,1.MANANA,TENDERLOIN,-122.4150887,37.78367196
150230547,intento,intento,7.DOMINGO,SI,2015,7,1.MANANA,TENDERLOIN,-122.4150887,37.78367196
170143196,intento,intento,7.DOMINGO,SI,2017,12,1.MANANA,TENDERLOIN,-122.4078454,37.78509432
40357015,estrangulamiento,cometido,7.DOMINGO,SI,2004,13,2.TARDE,TENDERLOIN,-122.4117425,37.78588822
50599332,intento,intento,7.DOMINGO,SI,2005,14,2.TARDE,TENDERLOIN,-122.4129991,37.78627746
70844355,arma,cometido,7.DOMINGO,SI,2007,16,2.TARDE,TENDERLOIN,-122.4137984,37.78562979
80253467,fuego,cometido,7.DOMINGO,SI,2008,18,2.TARDE,TENDERLOIN,-122.416343,37.78244651
90246935,estrangulamiento,cometido,7.DOMINGO,SI,2009,18,2.TARDE,TENDERLOIN,-122.4160473,37.78398247
130730313,intento,intento,7.DOMINGO,SI,2013,20,4.NOCHE,TENDERLOIN,-122.414406,37.78419072
150277997,intento,intento,7.DOMINGO,SI,2015,20,4.NOCHE,TENDERLOIN,-122.4158583,37.78305054
50784345,intento,intento,4.JUEVES,NO,2005,1,0.MADRUGADA,TENDERLOIN,-122.4092684,37.78379987
70140476,estrangulamiento,cometido,4.JUEVES,NO,2007,2,0.MADRUGADA,TENDERLOIN,-122.4117425,37.78588822
90370261,laceracion,cometido,4.JUEVES,NO,2009,1,0.MADRUGADA,TENDERLOIN,-122.4118001,37.78408904
91012153,salto,cometido,4.JUEVES,NO,2009,3,0.MADRUGADA,TENDERLOIN,-122.413791,37.78383656
130787897,estrangulamiento,cometido,4.JUEVES,NO,2013,0,0.MADRUGADA,TENDERLOIN,-122.4149005,37.78274196
70296245,salto,cometido,4.JUEVES,NO,2007,9,1.MANANA,TENDERLOIN,-122.4157217,37.78306799
