"seat_section","survival_status"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
"front","non_survived"
