"","Continent","Disturbance","Order","Family","Scientific.name","Common.name","FID","log.fid"
"223","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Fulica atra","Eurasian coot",74.3,1.87098881376058
"224","America-Australia","Pedestrian","Gruiformes","Rallidae","Fulica atra","Eurasian coot",72.8,1.86213137931304
"225","America-Australia","Bicycle","Gruiformes","Rallidae","Fulica atra","Eurasian coot ",97.2,1.98766626492627
"226","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Fulica atra","Eurasian coot ",62.3,1.79448804665917
"227","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Fulica atra","Eurasian coot ",74.3,1.87098881376058
"228","America-Australia","Pedestrian","Gruiformes","Rallidae","Fulica atra","Eurasian coot ",74.7,1.8733206018154
"229","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Gallinula tenebrosa","dusky moorhen",14,1.14612803567824
"230","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Gallinula tenebrosa","dusky moorhen ",12,1.07918124604762
"231","America-Australia","Non-motorized watercraft","Gruiformes","Rallidae","Gallinula ventralis","black-tailed native hen ",19,1.27875360095283
"232","America-Australia","Pedestrian","Gruiformes","Rallidae","Gallinula ventralis","black-tailed native hen ",36.8,1.56584781867352
"233","America-Australia","Pedestrian","Gruiformes","Rallidae","Gallinula ventralis","black-tailed native hen",52.7,1.72181061521255
"234","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Gallirallus philippensis","buff-banded rail ",14.6,1.16435285578444
"235","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Porphyrio porphyria","purple swamphen",34.2,1.53402610605614
"236","America-Australia","Pedestrian","Gruiformes","Rallidae","Porphyrio porphyria","purple swamphen",57.9,1.76267856372744
"237","America-Australia","Bicycle","Gruiformes","Rallidae","Porphyrio porphyrio ","purple swamphen ",69.7,1.84323277809801
"238","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Porphyrio porphyrio ","purple swamphen ",66.9,1.82542611776782
"239","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Porphyrio porphyrio ","purple swamphen ",43.5,1.63848925695464
"240","America-Australia","Pedestrian","Gruiformes","Rallidae","Porphyrio porphyrio ","purple swamphen ",52.6,1.72098574415374
"241","America-Australia","Pedestrian","Gruiformes","Rallidae","Porphyrio porphyrio ","purple swamphen ",72.5,1.86033800657099
"242","America-Australia","Bicycle","Gruiformes","Rallidae","Tribonyx ventralis ","black-tailed native hen ",35,1.54406804435028
"243","America-Australia","Motorized vehicle","Gruiformes","Rallidae","Tribonyx ventralis ","black-tailed native-hen ",96,1.98227123303957
"244","America-Australia","Pedestrian","Gruiformes","Rallidae","Tribonyx ventralis ","black-tailed native hen ",52.7,1.72181061521255
"245","America-Australia","Pedestrian","Gruiformes","Rallidae ","Fulica atra ","Eurasian coot ",19.2,1.28330122870355
"246","America-Australia","Pedestrian","Passeriformes","Aegithalidae ","Psaltriparus minimus ","bushtit ",7.4,0.869231719730976
"247","America-Australia","Pedestrian","Passeriformes","Aegithalidae ","Psaltriparus minimus ","bushtit ",8.5,0.929418925714293
"248","America-Australia","Pedestrian","Passeriformes","Aegithalidae ","Psaltriparus minimus ","bushtit ",6.9,0.838849090737255
"249","America-Australia","Pedestrian","Passeriformes","Artamidae","Cracticus tibicen","Australian magpie",40.3,1.60530504614111
"250","America-Australia","Pedestrian","Passeriformes","Artamidae","Cracticus tibicen","Australian magpie",11.1,1.04532297878666
"251","America-Australia","Pedestrian","Passeriformes","Artamidae ","Cracticus torquatus ","grey butcherbird ",19.3,1.28555730900777
"252","America-Australia","Pedestrian","Passeriformes","Artamidae ","Grallina cyanoleuca ","magpie-lark",19,1.27875360095283
"253","America-Australia","Pedestrian","Passeriformes","Artamidae ","Strepera graculina ","pied currawong",15.5,1.19033169817029
"254","America-Australia","Pedestrian","Passeriformes","Artamidae ","Strepera graculina ","pied currawong",13.9,1.1430148002541
"255","America-Australia","Pedestrian","Passeriformes","Artamidae ","Strepera graculina ","pied currawong ",15.1,1.17897694729317
"256","America-Australia","Pedestrian","Passeriformes","Campephagidae ","Coracina novaehollandiae","black-faced cuckoo-shrike ",21.1,1.32428245529769
"257","America-Australia","Pedestrian","Passeriformes","Certhiidae ","Certhia brachydactyla ","short-toed treecreeper ",7.2,0.857332496431269
"258","America-Australia","Pedestrian","Passeriformes","Cinclosomatidae ","Psophodes olivaceus ","eastern whipbird ",5.9,0.770852011642144
"259","America-Australia","Pedestrian","Passeriformes","Climacteridae ","Climacteris picumnus ","brown treecreeper ",5.1,0.707570176097936
"260","America-Australia","Pedestrian","Passeriformes","Climacteridae ","Cormobates leucophaeus ","white-throated treecreeper ",5.8,0.763427993562937
"261","America-Australia","Pedestrian","Passeriformes","Corcoracidae ","Corcorax melanorhamphos","white-winged chough ",16.2,1.20951501454263
"262","America-Australia","Pedestrian","Passeriformes","Corvidae","Corvus coronoides ","Australian raven ",23.8,1.37657695705651
"263","America-Australia","Pedestrian","Passeriformes","Corvidae","Corvus coronoides ","Australian raven ",29.6,1.47129171105894
"264","America-Australia","Pedestrian","Passeriformes","Corvidae","Corvus coronoides ","Australian raven ",25.8,1.41161970596323
"265","America-Australia","Pedestrian","Passeriformes","Dicruridae ","Gymnorhina tibicen","Australian magpie",10.9,1.03742649794062
"266","America-Australia","Pedestrian","Passeriformes","Dicruridae ","Gymnorhina tibicen ","Australian magpie",9.3,0.968482948553935
"267","America-Australia","Pedestrian","Passeriformes","Dicruridae ","Gymnorhina tibicen ","Australian magpie",14.9,1.17318626841227
"268","America-Australia","Pedestrian","Passeriformes","Dicruridae ","Rhipidura fuliginosa","grey fantail ",5.6,0.7481880270062
"269","America-Australia","Pedestrian","Passeriformes","Dicruridae ","Rhipidura fuliginosa","grey fantail ",7.4,0.869231719730976
"270","America-Australia","Pedestrian","Passeriformes","Dicruridae ","Rhipidura fuliginosa ","grey fantail ",6.8,0.832508912706236
"271","America-Australia","Pedestrian","Passeriformes","Estrildidae","Lonchura castaneothorax ","chestnut-breasted mannikin",14.4,1.15836249209525
"272","America-Australia","Pedestrian","Passeriformes","Hirundinidae ","Hirundo neoxena ","welcome swallow",11,1.04139268515823
"273","America-Australia","Pedestrian","Passeriformes","Maluridae ","Malurus cyaneus","superb fairy-wren ",6.5,0.812913356642856
"274","America-Australia","Pedestrian","Passeriformes","Maluridae ","Malurus lamberti ","variegated fairy-wren ",4.5,0.653212513775344
"275","America-Australia","Pedestrian","Passeriformes","Maluridae ","Stipiturus malachurus ","southern emu-wren",7,0.845098040014257
"276","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Acanthorhynchus tenuirostris ","eastern spinebill ",5.6,0.7481880270062
"277","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Acanthorhynchus tenuirostris ","eastern spinebill ",3.6,0.556302500767287
"278","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Anthochaera chrysoptera ","bush wattlebird",6.7,0.826074802700826
"279","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Anthochaera chrysoptera ","bush wattlebird",5.4,0.732393759822969
"280","America-Australia","Non-motorized watercraft","Passeriformes","Meliphagidae","Lichenostomus penicillatus","white-plumed honeyeater",7,0.845098040014257
"281","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Lichenostomus penicillatus","white-plumed honeyeater",16.7,1.22271647114758
"282","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Phylidonyris novaehollandidae ","New Holland honeyeater",6.6,0.819543935541869
"283","America-Australia","Pedestrian","Passeriformes","Meliphagidae","Phylidonyris novaehollandidae ","New Holland honeyeater",8.7,0.939519252618618
"284","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Acanthorhynchus tenuirostris ","eastern spinebill",5.8,0.763427993562937
"285","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Anthochaera carunculata ","red wattlebird",8.7,0.939519252618618
"286","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Anthochaera chrysoptera","little wattlebird",7.3,0.863322860120456
"287","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Epthianura albifrons ","white-fronted chat",22.6,1.3541084391474
"288","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichenostomus chrysops ","yellow-faced honeyeater ",4.5,0.653212513775344
"289","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichenostomus chrysops ","yellow-faced honeyeater ",4.9,0.690196080028514
"290","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichenostomus chrysops ","yellow-faced honeyeater ",5.8,0.763427993562937
"291","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichenostomus penicillatus ","white-plumed honeyeater ",8.9,0.949390006644913
"292","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichenostomus penicillatus ","white-plumed honeyeater ",9.5,0.977723605288848
"293","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichenostomus penicillatus ","white-plumed honeyeater ",9.8,0.991226075692495
"294","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Lichmera indistincta ","brown honeyeater",9.8,0.991226075692495
"295","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Manorina melanocephala ","noisy miner",7.5,0.8750612633917
"296","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Manorina melanophrys ","bell miner",2.7,0.431363764158987
"297","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Manorina melanophrys ","bell miner",5.5,0.740362689494244
"298","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Manorina melanophrys ","bell miner ",5,0.698970004336019
"299","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Meliphaga lewinii ","Lewin’s honeyeater ",8.2,0.913813852383717
"300","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Meliphaga lewinii ","Lewin’s honeyeater ",6.8,0.832508912706236
"301","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Meliphaga lewinii ","Lewin’s honeyeater",8.2,0.913813852383717
"302","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Philemon corniculatus","noisy friarbird",11.1,1.04532297878666
"303","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Philemon corniculatus ","noisy friarbird ",11.5,1.06069784035361
"304","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Philemon corniculatus ","noisy friarbird ",8.9,0.949390006644913
"305","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Phylidonyris melanops ","tawny-crowned honeyeater ",9.8,0.991226075692495
"306","America-Australia","Pedestrian","Passeriformes","Meliphagidae ","Phylidonyris novaehollandidae ","New Holland honeyeater ",7.9,0.897627091290441
"307","America-Australia","Pedestrian","Passeriformes","Menuridae ","Menura novaehollandiae","superb lyrebird ",10.5,1.02118929906994
"308","America-Australia","Pedestrian","Passeriformes","Monarchidae ","Grallina cyanoleuca","Magpie-lark",35,1.54406804435028
"309","America-Australia","Pedestrian","Passeriformes","Monarchidae ","Grallina cyanoleuca","Magpie-lark",12,1.07918124604762
"310","America-Australia","Pedestrian","Passeriformes","Monarchidae ","Grallina cyanoleuca","magpie-lark",35.4,1.54900326202579
"311","America-Australia","Pedestrian","Passeriformes","Monarchidae ","Grallina cyanoleuca","magpie-lark",11.5,1.06069784035361
"312","America-Australia","Pedestrian","Passeriformes","Motacillidae","Motacilla alba ","white wagtail ",7.7,0.886490725172482
"313","America-Australia","Pedestrian","Passeriformes","Motacillidae ","Anthus novaeseelandiae ","richard’s pipit ",12.4,1.09342168516224
"314","America-Australia","Pedestrian","Passeriformes","Muscicapidae ","Zoothera lunulata ","Bassian thrush",8.9,0.949390006644913
"315","America-Australia","Pedestrian","Passeriformes","Pachycephalidae ","Colluricincla harmonica ","grey shrike-thrush ",12.8,1.10720996964787
"316","America-Australia","Pedestrian","Passeriformes","Pachycephalidae ","Pachycephala pectoralis ","golden whistler ",7.9,0.897627091290441
"317","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Acanthiza nana ","yellow thornbill ",6.3,0.799340549453582
"318","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Acanthiza pusilla ","brown thornbill",6.7,0.826074802700826
"319","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Acanthiza reguloides ","buff-rumped thornbill",4.3,0.633468455579587
"320","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Gerygone mouki","brown gerygone ",4.2,0.6232492903979
"321","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Sericornis citreogularis ","yellow-throated scrubwren",5.6,0.7481880270062
"322","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Sericornis frontalis","white-browed scrubwren",4.2,0.6232492903979
"323","America-Australia","Pedestrian","Passeriformes","Pardalotidae ","Sericornis magnirostris ","large-billed scrubwren",4.4,0.643452676486187
"324","America-Australia","Pedestrian","Passeriformes","Petroicidae","Eopsaltria australis ","eastern yellow robin ",9.9,0.99563519459755
"325","America-Australia","Pedestrian","Passeriformes","Petroicidae ","Eopsaltria australis","eastern yellow robin ",9.5,0.977723605288848
"326","America-Australia","Pedestrian","Passeriformes","Petroicidae ","Eopsaltria australis","eastern yellow robin ",8.8,0.944482672150169
"327","America-Australia","Pedestrian","Passeriformes","Phylloscopidae","Phylloscopus collybita","Eurasian chiffchaff ",6,0.778151250383644
"328","America-Australia","Pedestrian","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus violaceus","satin bowerbird ",8.4,0.924279286061882
"329","America-Australia","Pedestrian","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus violaceus","satin bowerbird ",9.8,0.991226075692495
"330","America-Australia","Pedestrian","Passeriformes","Ptilonorhynchidae ","Ailuroedus crassirostris ","green catbird",9.7,0.986771734266245
"331","America-Australia","Pedestrian","Passeriformes","Ptilonorhynchidae ","Malurus cyaneus ","superb fairy-wren ",6.1,0.785329835010767
"332","America-Australia","Pedestrian","Passeriformes","Ptilonorhynchidae ","Malurus cyaneus ","superb fairy-wren ",8.8,0.944482672150169
"333","America-Australia","Pedestrian","Passeriformes","Ptilonorhynchidae ","Ptilonorhynchus violaceus ","satin bowerbird ",9.5,0.977723605288848
"334","America-Australia","Pedestrian","Passeriformes","Pycnonotidae ","Pycnonotus jocosus ","red-whiskered bulbul ",17.3,1.2380461031288
"335","America-Australia","Pedestrian","Passeriformes","Pycnonotidae ","Pycnonotus jocosus ","red-whiskered bulbul ",17,1.23044892137827
"336","America-Australia","Pedestrian","Passeriformes","Pycnonotidae ","Pycnonotus jocosus ","red-whiskered bulbul ",18.4,1.26481782300954
"337","America-Australia","Pedestrian","Passeriformes","Regulidae ","Regulus calendula ","ruby-crowned kinglet ",4.7,0.672097857935718
"338","America-Australia","Pedestrian","Passeriformes","Rhipiduridae ","Rhipidura leucophrys","Willie wagtail",23.5,1.37106786227174
"339","America-Australia","Pedestrian","Passeriformes","Rhipiduridae ","Rhipidura leucophrys","Willie wagtail",8.7,0.939519252618618
"340","America-Australia","Pedestrian","Passeriformes","Sturnidae ","Acridotheres tristis","common myna",11.6,1.06445798922692
"341","America-Australia","Pedestrian","Passeriformes","Sturnidae ","Sturnus unicolor ","spotless starling ",13.2,1.12057393120585
"342","America-Australia","Pedestrian","Passeriformes","Sylviidae ","Acrocephalus stentoreus","clamorous reed-warbler ",11.5,1.06069784035361
"343","America-Australia","Pedestrian","Passeriformes","Turdidae ","Turdus merula","common blackbird",35.5,1.55022835305509
"344","America-Australia","Pedestrian","Passeriformes","Turdidae ","Turdus merula","common blackbird",11.6,1.06445798922692
"345","America-Australia","Non-motorized watercraft","Pelicaniformes","Anhingidae","Anhinga novaehollandiae","Australian darter ",66.8,1.82477646247555
"346","America-Australia","Pedestrian","Pelicaniformes","Anhingidae","Anhinga novaehollandiae","Australian darter ",38,1.57978359661681
"347","America-Australia","Pedestrian","Pelicaniformes","Anhingidae","Anhinga novaehollandiae","Australasian darter",77.4,1.88874096068289
"348","America-Australia","Bicycle","Pelicaniformes","Anhingidae","Anhinga novaehollandiae ","Australasian darter ",47.5,1.67669360962487
"349","America-Australia","Pedestrian","Pelicaniformes","Anhingidae","Anhinga novaehollandiae ","Australasian darter ",77.4,1.88874096068289
"350","America-Australia","Pedestrian","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus","Australian pelican",32.6,1.51321760006794
"351","America-Australia","Motorized vehicle","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus","Australian pelican",114.6,2.05918461763137
"352","America-Australia","Pedestrian","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus","Australian pelican",123.9,2.09307130637606
"353","America-Australia","Bicycle","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus ","Australian pelican ",56,1.7481880270062
"354","America-Australia","Motorized vehicle","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus ","Australian pelican ",95.4,1.9795483747041
"355","America-Australia","Motorized vehicle","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus ","Australian pelican ",99.6,1.9982593384237
"356","America-Australia","Pedestrian","Pelicaniformes","Pelecanidae","Pelecanus conspicillatus ","Australian pelican ",82.2,1.91487181754005
"357","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant",33.9,1.53019969820308
"358","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant",46.1,1.66370092538965
"359","America-Australia","Bicycle","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant ",47.3,1.67486114073781
"360","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant ",57.6,1.76042248342321
"361","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant ",30.8,1.48855071650044
"362","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant ",50.6,1.7041505168398
"363","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant ",61,1.78532983501077
"364","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax carbo","great cormorant",23.5,1.37106786227174
"365","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax carbo","great cormorant",74,1.86923171973098
"366","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax carbo ","great cormorant ",17.7,1.24797326636181
"367","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax carbo ","great cormorant ",77.9,1.89153745767256
"368","America-Australia","Non-motorized watercraft","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris","little black cormorant",23,1.36172783601759
"369","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris","little black cormorant",38.8,1.58883172559421
"370","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris","little black cormorant",57.3,1.75815462196739
"371","America-Australia","Bicycle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris ","little black cormorant ",48.2,1.68304703823885
"372","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris ","little black cormorant ",36.6,1.56348108539441
"373","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris ","little black cormorant ",57.3,1.75815462196739
"374","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax sulcirostris ","little black cormorant ",76.2,1.8819549713396
"375","America-Australia","Non-motorized watercraft","Pelicaniformes","Phalacrocoracidae","Phalacrocorax varius","pied cormorant",33,1.51851393987789
"376","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax varius","pied cormorant",50,1.69897000433602
"377","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax varius","pied cormorant",77.9,1.89153745767256
"378","America-Australia","Bicycle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax varius ","pied cormorant ",128.8,2.10991586302379
"379","America-Australia","Motorized vehicle","Pelicaniformes","Phalacrocoracidae","Phalacrocorax varius ","pied cormorant ",62.4,1.79518458968242
"380","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae","Phalacrocorax varius ","pied cormorant ",72.7,1.86153441085904
"381","America-Australia","Motorized vehicle","Podicipediformes","Podicipedidae","Podiceps cristatus ","great crested grebe",70,1.84509804001426
"382","America-Australia","Motorized vehicle","Podicipediformes","Podicipedidae","Poliocephalus poliocephalus","hoary-headed grebe",29.9,1.47567118832443
"383","America-Australia","Bicycle","Podicipediformes","Podicipedidae","Poliocephalus poliocephalus ","hoary-headed grebe",16.6,1.22010808804006
"384","America-Australia","Non-motorized watercraft","Podicipediformes","Podicipedidae","Tachybaptus novaehollandiae","Australasian grebe ",26,1.41497334797082
"385","America-Australia","Pedestrian","Podicipediformes","Podicipedidae","Tachybaptus novaehollandiae","Australasian grebe ",37.6,1.57518784492766
"386","America-Australia","Motorized vehicle","Podicipediformes","Podicipedidae","Tachybaptus novaehollandiae","Australasian grebe",17.7,1.24797326636181
"387","America-Australia","Pedestrian","Podicipediformes","Podicipedidae","Tachybaptus novaehollandiae","Australasian grebe",53.5,1.72835378202123
"388","America-Australia","Motorized vehicle","Podicipediformes","Podicipedidae","Tachybaptus novaehollandiae ","Australasian grebe",17.7,1.24797326636181
"389","America-Australia","Pedestrian","Podicipediformes","Podicipedidae","Tachybaptus novaehollandiae ","Australasian grebe",55.3,1.7427251313047
"390","America-Australia","Pedestrian","Podicipediformes","Podicipedidae ","Tachybaptus novaehollandiae ","Australasian grebe ",23.4,1.36921585741014
"391","America-Australia","Pedestrian","Psittaciformes","Cacatuidae ","Cacatua galerita ","sulphur-crested cockatoo",15.3,1.1846914308176
"392","America-Australia","Pedestrian","Psittaciformes","Cacatuidae ","Cacatua roseicapilla ","galah ",8.9,0.949390006644913
"393","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Cacatua galerita ","sulphur-crested cockatoo ",9.8,0.991226075692495
"394","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Cacatua galerita ","sulphur-crested cockatoo ",19.1,1.28103336724773
"395","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus elegans ","crimson rosella",8.5,0.929418925714293
"396","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus elegans ","crimson rosella",9.6,0.982271233039568
"397","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus elegans ","crimson rosella ",9.1,0.959041392321094
"398","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus eximius ","eastern rosella ",13.9,1.1430148002541
"399","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Trichoglossus haematodus ","rainbow lorikeet",10,1
"400","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas castanea ","chestnut teal ",46,1.66275783168157
"401","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas castanea ","chestnut teal ",46.5,1.66745295288995
"402","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas gracilis ","grey teal ",41.6,1.61909333062674
"403","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas platyrhynchos","mallard",12.8,1.10720996964787
"404","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas rhynchotis","Australasian shoveler",19.2,1.28330122870355
"405","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas superciliosa ","Pacific black duck ",38.9,1.58994960132571
"406","America-Australia","Pedestrian","Anseriformes","Anatidae","Anas superciliosa ","Pacific black duck ",38.9,1.58994960132571
"407","America-Australia","Pedestrian","Anseriformes","Anatidae","Aythya australis","hardhead",37.1,1.56937390961505
"408","America-Australia","Pedestrian","Anseriformes","Anatidae","Biziura lobata","musk duck",18.9,1.27646180417324
"409","America-Australia","Pedestrian","Anseriformes","Anatidae","Chenonetta jubata ","Australian wood duck",25.5,1.40654018043396
"410","America-Australia","Pedestrian","Caprimulgiformes","Caprimulgidae","Eurostopodus argus","spotted nightjar",10.8,1.03342375548695
"411","America-Australia","Pedestrian","Caprimulgiformes","Podargidae","Podargus strigoides","tawny frogmouth",6.2,0.792391689498254
"412","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Charadrius bicinctus","double-banded plover",13.9,1.1430148002541
"413","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Charadrius mongolus","lesser sand plover",16.7,1.22271647114758
"414","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Elseyornis melanops","black-fronted dotterel ",23.1,1.36361197989214
"415","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Elseyornis melanops","black-fronted dotterel ",22.7,1.35602585719312
"416","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Erythrogonys cinctus","red-kneed dotterel",15.4,1.18752072083646
"417","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Thinornis rubricollis","hooded plover",26.3,1.41995574848976
"418","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Thinornis rubricollis","hooded plover ",41.12,1.61405310598722
"419","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Vanellus miles","masked lapwing ",52.96,1.72394797643164
"420","America-Australia","Pedestrian","Charadriiformes","Charadriidae ","Vanellus miles ","masked lapwing ",46.8,1.67024585307412
"421","America-Australia","Pedestrian","Charadriiformes","Haematopodidae ","Haematopus fuliginosus ","sooty oystercatcher",30.5,1.48429983934679
"422","America-Australia","Pedestrian","Charadriiformes","Haematopodidae ","Haematopus fuliginosus ","sooty oystercatcher",30.5,1.48429983934679
"423","America-Australia","Pedestrian","Charadriiformes","Haematopodidae ","Haematopus longirostris ","pied oystercatcher ",37.9,1.57863920996807
"424","America-Australia","Pedestrian","Charadriiformes","Haematopodidae ","Haematopus longirostris ","pied oystercatcher ",38.5,1.5854607295085
"425","America-Australia","Pedestrian","Charadriiformes","Haematopodidae ","Haemtopus longirostris","pied oystercatcher ",37.05,1.56878821231535
"426","America-Australia","Pedestrian","Charadriiformes","Laridae","Larus dominicanus ","kelp gull ",24.4,1.38738982633873
"427","America-Australia","Pedestrian","Charadriiformes","Laridae","Larus novaehollandiae","silver gull",17.19,1.23527587668705
"428","America-Australia","Pedestrian","Charadriiformes","Laridae","Larus novaehollandiae ","silver gull ",16.8,1.22530928172586
"429","America-Australia","Pedestrian","Charadriiformes","Laridae","Larus novaehollandiae ","silver gull ",16.8,1.22530928172586
"430","America-Australia","Pedestrian","Charadriiformes","Laridae","Sterna bergii","greater crested tern ",17.71,1.24821856119007
"431","America-Australia","Pedestrian","Charadriiformes","Laridae ","Chlidonias hybrida","whiskered tern",21.4,1.33041377334919
"432","America-Australia","Pedestrian","Charadriiformes","Laridae ","Sterna bergii ","greater crested tern ",17.3,1.2380461031288
"433","America-Australia","Pedestrian","Charadriiformes","Laridae ","Sterna bergii ","greater crested tern ",17.3,1.2380461031288
"434","America-Australia","Pedestrian","Charadriiformes","Laridae ","Sterna hirundo","common tern",20.5,1.31175386105575
"435","America-Australia","Pedestrian","Charadriiformes","Recurvirostridae ","Himantopus himantopus ","black-winged stilt ",38.8,1.58883172559421
"436","America-Australia","Pedestrian","Charadriiformes","Scolopacidae","Arenaria interpres ","ruddy turnstone",14.4,1.15836249209525
"437","America-Australia","Pedestrian","Charadriiformes","Scolopacidae","Arenaria interpres ","ruddy turnstone",13.8,1.13987908640124
"438","America-Australia","Pedestrian","Charadriiformes","Scolopacidae","Calidris canutus","red knot",21.3,1.32837960343874
"439","America-Australia","Pedestrian","Charadriiformes","Scolopacidae","Calidris ferruginea","curlew sandpiper",24.9,1.39619934709574
