"","sex","inequality"
"219","male",13.5479741221429
"220","male",13.5764778146429
"221","male",10.8530186742857
"222","male",11.1423623892857
"223","male",11.1255311546429
"224","male",9.07442355092857
"225","male",13.8369139117857
"226","male",13.9247380171429
"227","male",11.870745435
"228","male",12.68710368
"229","male",15.5651555314286
"230","male",11.9552092789286
"231","male",12.3617183617857
"232","female",17.7703397682143
"233","female",11.1611085989286
"234","female",15.0526361935714
"235","female",11.00980863
"236","female",12.7958929292857
"237","female",15.8605866689286
"238","female",12.3864053353571
"239","female",13.3482811332143
"240","female",17.5124834585714
"241","female",10.6151880982143
"242","female",19.3718845371429
"243","female",19.2016664596429
"244","female",15.7246949060714
"245","female",10.4531732007143
"246","female",13.4736973646429
"247","female",15.1029297292857
"248","female",13.8061937614286
"249","female",13.5518472882143
"250","female",12.1200200582143
"251","female",15.3810271146429
"252","female",13.4115845021429
"253","female",11.7031379725
"254","female",14.015133375
"255","female",12.4223788517857
"256","female",13.4137680067857
"257","female",11.3470699675
"258","female",12.1125558585714
"259","female",16.2396380221429
"260","female",11.7295257335714
"261","female",11.5445246182143
"262","female",11.6775539214286
"263","female",13.6322398339286
"264","female",12.91157189
"265","female",11.7172357167857
"266","female",15.6922873939286
"267","female",11.8066119610714
"268","female",14.0214410621429
"269","female",12.5467334446429
"270","female",10.8451582978571
"271","female",11.1718227135714
"272","female",11.4982234971429
"273","female",10.8576831882143
"274","female",12.4366622175
"275","female",12.2176742742857
"276","female",18.1397780075
"277","female",11.6601763385714
"278","female",9.89733947457143
"279","female",12.6376187146429
"280","female",12.3898687242857
"281","female",10.9237788996429
"282","female",11.2737075296429
"283","female",11.6417878789286
"284","female",14.6919133007143
"285","female",15.2518458571429
"286","female",11.4951714632143
"287","female",12.4555172192857
"288","female",15.4230368121429
"289","female",12.8620373378571
"290","female",13.3128412828571
"291","female",13.8106528239286
"292","female",11.6508898642857
"293","female",11.8900064767857
"294","female",13.2859974821429
"295","female",13.0915961978571
"296","female",15.0912225257143
"297","female",11.2167725214286
"298","female",15.0108547089286
"299","female",12.3815623814286
"300","female",13.2557806078571
"301","female",12.63200189
"302","female",13.5861349542857
"303","female",11.2748583475
"304","female",15.4241911503571
"305","female",18.5751283757143
"306","female",12.178242615
"307","female",13.0212771842857
"308","female",10.7180422442857
"309","female",17.1022248357143
"310","female",11.2934352814286
"311","female",16.9061214296429
"312","female",19.1500402910714
"313","female",13.3690251771429
"314","female",11.3978571846429
"315","female",11.5102136921429
"316","female",11.6522447521429
"317","female",11.7148151314286
"318","female",14.7414579821429
"319","female",13.7434582014286
"320","female",15.6240896432143
"321","female",16.4128586028571
"322","female",11.95838495
"323","female",12.9191769942857
"324","female",10.7629056071429
"325","female",11.6484453789286
"326","female",15.3767703585714
"327","female",15.1340354267857
"328","female",11.5557774085714
"329","female",18.4000540992857
"330","female",15.0335122325
"331","female",16.67759149
"332","female",13.3336966228571
"333","female",15.9370493103571
"334","female",13.3167317914286
"335","female",11.8459648967857
"336","female",15.1411758464286
"337","female",11.1445182771429
"338","female",12.8111355996429
"339","female",11.4106884896429
"340","female",14.8497344339286
"341","female",11.0124211057143
"342","female",13.1294079982143
"343","female",13.4526271125
"344","female",11.6619654725
"345","female",16.7363160089286
"346","female",13.8403469257143
"347","female",12.5695357428571
"348","female",14.8646692282143
"349","female",12.2793507160714
"350","female",14.1049232989286
"351","female",14.0182399667857
"352","female",15.9417070432143
"353","female",11.2208512914286
"354","female",13.0548011739286
"355","female",12.6948327457143
"356","female",12.8605761853571
"357","female",12.3630592735714
"358","female",11.1748567732143
"359","female",15.3710371160714
"360","female",11.3710286107143
"361","female",11.0113387782143
"362","female",12.1593138217857
"363","female",11.1514260967857
"364","female",11.3632657025
"365","female",12.2707457053571
"366","female",11.6379421635714
"367","female",11.2378967557143
"368","female",11.4284754528571
"369","female",17.2062872025
"370","female",13.2127184614286
"371","female",11.6676983307143
"372","female",11.5037152907143
"373","female",13.5174924375
"374","female",17.6302221414286
"375","female",20.2117064714286
"376","female",10.9671437864286
"377","female",12.0201616742857
"378","female",12.3184640214286
"379","female",15.9364929435714
"380","female",18.0153715428571
"381","female",11.5622208639286
"382","female",19.0309410839286
"383","female",11.0218133896429
"384","female",17.4326213110714
"385","female",11.5678573489286
"386","female",14.5117574021429
"387","female",12.7621692189286
"388","female",16.3380858403571
"389","female",10.7541390664286
"390","female",11.6568538507143
"391","female",15.3193808871429
"392","female",12.4652044578571
"393","female",11.5882879514286
"394","female",10.86899475
"395","female",16.8182549135714
"396","female",13.4592658814286
"397","female",14.78753664
"398","female",10.8303017617857
"399","female",11.722354745
"400","female",13.5594689403571
"401","female",13.4519265232143
"402","female",13.3186544064286
"403","female",11.1758963028571
"404","female",11.2081354942857
"405","female",14.2668819742857
"406","female",15.03175228
"407","female",11.1450417892857
"408","female",11.4052941357143
"409","female",11.1666966567857
"410","female",11.7937381403571
"411","female",13.1012947792857
"412","female",11.2289983532143
"413","female",12.0072023992857
"414","female",11.6240119410714
"415","female",13.563263305
"416","female",12.708248215
"417","female",14.7007433678571
"418","female",12.2075865503571
"419","female",12.8434397985714
"420","female",11.6715202189286
"421","female",11.6875994503571
"422","female",17.6755875492857
"423","female",12.3383035667857
"424","female",17.5173602446429
"425","female",12.4005491060714
"426","female",12.5274019792857
"427","female",16.6520681442857
"428","female",14.6122495339286
"429","female",11.8669002914286
"430","female",17.1482676992857
"431","female",16.3183783828571
"432","female",15.3160635864286
"433","female",11.2654537603571
"434","female",10.7701418785714
"435","female",12.9739168278571
"436","female",11.8371334410714
"437","female",13.0426912007143
"438","female",11.6855248621429
"439","female",11.1635697696429
"440","female",14.1536883592857
"441","female",16.2158352689286
"442","female",15.603777255
"443","female",14.5076852007143
"444","female",10.7111625192857
"445","female",14.2829563757143
"446","female",12.3167492789286
"447","female",13.0679325917857
"448","female",15.1424480207143
"449","female",18.2692075235714
"450","female",13.8291568207143
"451","female",17.3083102478571
"452","female",10.7921271771429
"453","female",11.4078772596429
"454","female",10.9800272257143
"455","female",11.1109937292857
"456","female",15.21453839
"457","female",16.7027621853571
"458","female",11.9254587925
"459","female",13.4550888592857
"460","female",16.3886223392857
"461","female",12.4857819639286
"462","female",10.6526101321429
