nombre,peso,altura
Jayson Williams,108.8621688,205.74
Jeff Adrien,110.2229459,200.66
Jeff Ayres,108.8621688,205.74
Jeff Cook,97.52235955,208.28
Jeff Cross,108.8621688,208.28
Jeff Foote,120.2019781,213.36
Jeff Foster,107.0477993,210.82
Jeff Grayer,90.718474,195.58
Jeff Green,106.594207,205.74
Jeff Halliburton,87.54332741,195.58
Jeff Hornacek,86.1825503,190.5
Jeff Judkins,83.91458845,198.12
Jeff Lamp,88.45051215,198.12
Jeff Lebo,81.6466266,187.96
Jeff Malone,92.98643585,193.04
Jeff Martin,88.45051215,195.58
Jeff McInnis,86.1825503,193.04
Jeff Mullins,86.1825503,193.04
Jeff Nordgaard,102.0582833,200.66
Jeff Ruland,108.8621688,208.28
Jeff Sanders,102.0582833,203.2
Jeff Slade,99.7903214,198.12
Jeff Taylor,79.37866475,193.04
Jeff Taylor,102.0582833,200.66
Jeff Teague,81.6466266,187.96
Jeff Trepagnier,90.718474,193.04
Jeff Turner,104.3262451,205.74
Jeff Webb,77.1107029,193.04
Jeff Webster,105.2334298,203.2
Jeff Wilkins,104.3262451,210.82
Jeff Withey,106.594207,213.36
Jeffrey Sheppard,86.1825503,190.5
Jelani McCoy,111.1301307,208.28
Jerald Honeycutt,111.1301307,205.74
Jeremy Evans,88.90410452,205.74
Jeremy Lamb,81.6466266,195.58
Jeremy Lin,90.718474,190.5
Jeremy Pargo,99.33672903,187.96
Jeremy Richardson,83.91458845,198.12
Jeremy Tyler,117.9340162,208.28
Jermaine Jackson,92.53284348,193.04
Jermaine O'Neal,102.5118756,210.82
Jermaine Taylor,95.2543977,193.04
Jermareo Davidson,104.3262451,208.28
Jerome Allen,83.46099608,193.04
Jerome Anderson,88.45051215,195.58
Jerome Beasley,107.5013917,208.28
Jerome Dyson,81.6466266,190.5
Jerome Harmon,86.1825503,193.04
Jerome Henderson,104.3262451,210.82
Jerome James,136.077711,213.36
Jerome Jordan,114.7588696,213.36
Jerome Kersey,97.52235955,200.66
Jerome Lane,104.3262451,198.12
Jerome Moiso,106.594207,208.28
Jerome Whitehead,99.7903214,208.28
Jerome Williams,93.44002822,205.74
Jerrod Mustaf,107.9549841,208.28
Jerry Baskerville,86.1825503,200.66
Jerry Bird,95.2543977,198.12
Jerry Chambers,83.91458845,195.58
Jerry Eaves,81.6466266,193.04
Jerry Greenspan,88.45051215,195.58
Jerry Grote,97.52235955,193.04
Jerry Harkness,79.37866475,187.96
Jerry Lucas,104.3262451,203.2
Jerry Paulson,83.91458845,187.96
Jerry Reynolds,90.718474,203.2
Jerry Sichting,76.20351816,185.42
Jerry Sloan,88.45051215,195.58
Jerry Smith,86.1825503,187.96
Jerry Stackhouse,98.88313666,198.12
Jerry West,79.37866475,187.96
Jerryd Bayless,90.718474,190.5
Jeryl Sasser,90.718474,198.12
Jesse Arnelle,99.7903214,195.58
Jesse Branson,88.45051215,200.66
Jesse Dark,95.2543977,195.58
Jim Ard,97.52235955,203.2
Jim Baechtold,92.98643585,193.04
Jim Barnes,95.2543977,203.2
Jim Barnett,77.1107029,193.04
Jim Bostic,102.0582833,200.66
Jim Brewer,95.2543977,205.74
Jim Brogan,83.91458845,193.04
Jim Burns,88.45051215,190.5
Jim Caldwell,108.8621688,208.28
Jim Chones,99.7903214,210.82
Jim Cleamons,83.91458845,190.5
Jim Creighton,90.718474,203.2
Jim Davis,102.0582833,205.74
Jim Eakins,97.52235955,210.82
Jim Farmer,86.1825503,193.04
Jim Fox,104.3262451,208.28
Jim Fritsche,95.2543977,203.2
Jim Garvin,90.718474,200.66
Jim Grandholm,106.594207,213.36
Jim Holstein,81.6466266,190.5
Jim Jackson,99.7903214,198.12
Jim Johnstone,111.1301307,210.82
Jim King,79.37866475,187.96
Jim Krebs,104.3262451,203.2
Jim Lampley,104.3262451,208.28
Jim Les,74.84274105,180.34
Jim Loscutoff,99.7903214,195.58
Jim Marsh,97.52235955,200.66
Jim McDaniels,103.4190604,210.82
Jim McElroy,86.1825503,190.5
Jim McIlvaine,108.8621688,215.9
Jim McMillian,97.52235955,195.58
Jim Neal,106.594207,210.82
Jim Owens,90.718474,195.58
Jim Palmer,101.6046909,203.2
Jim Paxson,90.718474,198.12
Jim Petersen,106.594207,208.28
Jim Pollard,83.91458845,193.04
Jim Price,88.45051215,190.5
Jim Ray,81.6466266,185.42
Jim Reid,95.2543977,198.12
Jim Rowinski,113.3980925,203.2
Jim Smith,102.0582833,205.74
Jim Spanarkel,86.1825503,195.58
Jim Thomas,86.1825503,190.5
Jim Tucker,83.91458845,200.66
Jim Walsh,88.45051215,193.04
Jim Ware,95.2543977,200.66
Jim Washington,95.2543977,198.12
Jim Zoet,108.8621688,215.9
Jimmer Fredette,88.45051215,187.96
Jimmy Butler,99.7903214,200.66
Jimmy Carruth,120.2019781,208.28
Jimmy Collins,79.37866475,187.96
Jimmy Darrow,77.1107029,177.8
Jimmy Jones,85.27536556,193.04
Jimmy King,95.2543977,195.58
Jimmy Oliver,92.98643585,195.58
Jimmy Walker,88.45051215,190.5
Jiri Welsch,94.34721296,200.66
Jo Jo English,88.45051215,193.04
Jo Jo White,86.1825503,190.5
Joakim Noah,105.2334298,210.82
Joby Wright,99.7903214,203.2
Jodie Meeks,94.34721296,193.04
Joe Alexander,104.3262451,203.2
Joe Arlauckas,104.3262451,205.74
Joe Barry Carroll,102.0582833,213.36
Joe Binion,106.594207,203.2
Joe Bryant,83.91458845,205.74
Joe Buckhalter,95.2543977,200.66
Joe Caldwell,88.45051215,195.58
Joe Cooke,79.37866475,190.5
Joe Cooper,104.3262451,208.28
Joe Courtney,106.594207,203.2
Joe Crawford,95.2543977,195.58
Joe Crispin,83.91458845,182.88
Joe Dumars,86.1825503,190.5
Joe Ellis,79.37866475,198.12
Joe Graboski,88.45051215,200.66
Joe Hassett,81.6466266,195.58
Joe Holup,97.52235955,198.12
Joe Johnson,102.0582833,203.2
Joe Kennedy,95.2543977,198.12
Joe Kleine,115.6660544,210.82
Joe Kopicki,108.8621688,205.74
Joe Meriweather,97.52235955,208.28
Joe Pace,99.7903214,208.28
Joe Reaves,95.2543977,195.58
Joe Roberts,97.06876718,198.12
Joe Ruklick,99.7903214,205.74
Joe Smith,102.0582833,208.28
Joe Stephens,95.2543977,200.66
Joe Strawder,106.594207,208.28
Joe Thomas,92.98643585,198.12
Joe Wolf,104.3262451,210.82
Joel Anthony,111.1301307,205.74
Joel Freeland,113.3980925,208.28
Joel Kramer,92.07925111,200.66
Joel Przybilla,115.6660544,215.9
Joey Dorsey,121.5627552,203.2
Joey Graham,102.0582833,200.66
Johan Petro,112.0373154,213.36
John Amaechi,122.4699399,208.28
John Arthurs,83.91458845,193.04
John Bagley,83.91458845,182.88
John Barber,95.2543977,198.12
John Barnhill,81.6466266,185.42
John Battle,79.37866475,187.96
John Block,93.89362059,205.74
John Brisker,95.2543977,195.58
John Brown,99.7903214,200.66
John Celestand,80.73944186,193.04
John Coker,114.7588696,213.36
John Coughran,102.0582833,200.66
John Crotty,83.91458845,185.42
John Douglas,77.1107029,187.96
John Drew,92.98643585,198.12
John Duren,88.45051215,190.5
John Edwards,124.7379018,213.36
John Fairchild,92.98643585,203.2
John Garris,92.98643585,203.2
John Gianelli,99.7903214,208.28
John Greig,97.52235955,200.66
John Havlicek,92.07925111,195.58
John Henson,99.7903214,210.82
John Hummer,104.3262451,205.74
John Jenkins,97.52235955,193.04
John Johnson,90.718474,200.66
John Kuester,81.6466266,187.96
John Lambert,102.0582833,208.28
John Laskowski,83.91458845,198.12
John Long,88.45051215,195.58
John Lucas,74.84274105,180.34
John Lucas,79.37866475,190.5
John McCullough,86.1825503,193.04
John Mengelt,88.45051215,187.96
John Morton,81.6466266,190.5
John Olive,95.2543977,200.66
John Paxson,83.91458845,187.96
John Pinone,104.3262451,203.2
John Richter,102.0582833,205.74
John Roche,77.1107029,190.5
John Rudd,104.3262451,200.66
John Rudometkin,92.98643585,198.12
John Salley,104.3262451,210.82
John Salmons,95.2543977,200.66
John Schweitz,95.2543977,198.12
John Shasky,106.594207,210.82
John Shumate,106.594207,205.74
John Starks,81.6466266,190.5
John Stockton,77.1107029,185.42
John Stroeder,117.9340162,208.28
John Stroud,97.52235955,200.66
John Thomas,120.2019781,205.74
John Thompson,102.0582833,208.28
John Trapp,95.2543977,200.66
John Tresvant,97.52235955,200.66
John Tschogl,93.44002822,198.12
John Vallely,83.91458845,190.5
John Wall,88.45051215,193.04
John Wallace,102.0582833,203.2
John Warren,81.6466266,190.5
John Wetzel,86.1825503,195.58
John Williams,106.594207,203.2
John Williamson,83.91458845,187.96
John Windsor,97.52235955,203.2
Johnny Austin,77.1107029,182.88
Johnny Baum,90.718474,195.58
Johnny Cox,81.6466266,193.04
Johnny Davis,77.1107029,187.96
Johnny Dawkins,74.84274105,187.96
Johnny Egan,81.6466266,180.34
Johnny Green,90.718474,195.58
Johnny High,83.91458845,190.5
Johnny Horan,86.1825503,203.2
Johnny Jones,92.98643585,200.66
Johnny McCarthy,83.91458845,185.42
Johnny Moore,79.37866475,185.42
Johnny Neumann,90.718474,198.12
Johnny Newman,86.1825503,200.66
Johnny Rogers,102.0582833,208.28
Johnny Taylor,99.7903214,205.74
Jon Barry,88.45051215,193.04
Jon Brockman,115.6660544,200.66
Jon Koncak,113.3980925,213.36
Jon Leuer,103.4190604,208.28
Jon McGlocklin,92.98643585,195.58
Jon Sundvold,77.1107029,187.96
Jonas Jerebko,104.7798375,208.28
Jonas Valanciunas,104.7798375,210.82
Jonathan Bender,91.62565874,210.82
Jonathan Kerner,111.1301307,210.82
Jonny Flynn,83.91458845,182.88
Jordan Crawford,88.45051215,193.04
Jordan Farmar,81.6466266,187.96
Jordan Hamilton,99.7903214,200.66
Jordan Hill,106.594207,208.28
Jordan Williams,117.9340162,208.28
Jorge Garbajosa,111.1301307,205.74
Jorge Gutierrez,86.63614267,190.5
Jose Barea,79.37866475,182.88
Jose Calderon,95.2543977,190.5
Jose Ortiz,102.0582833,208.28
Jose Slaughter,92.98643585,195.58
Joseph Forte,87.99691978,193.04
Josh Akognon,83.91458845,180.34
Josh Boone,107.5013917,208.28
Josh Childress,95.2543977,203.2
Josh Davis,106.594207,203.2
Josh Grant,101.1510985,205.74
Josh Harrellson,124.7379018,208.28
Josh Howard,95.2543977,200.66
Josh McRoberts,108.8621688,208.28
Josh Powell,102.0582833,205.74
Josh Selby,83.00740371,187.96
Josh Smith,102.0582833,205.74
Jrue Holiday,81.6466266,190.5
Juan Carlos Navarro,77.1107029,190.5
Juan Dixon,74.38914868,190.5
Juaquin Hawkins,99.7903214,200.66
Jud Buechler,99.7903214,198.12
Julian Wright,102.0582833,203.2
Julius Erving,90.718474,198.12
Julius Hodge,95.2543977,200.66
Julius Nwosu,115.6660544,208.28
Julyan Stone,90.718474,198.12
Jumaine Jones,98.88313666,203.2
Junior Bridgeman,95.2543977,195.58
Junior Burrough,109.7693535,203.2
Junior Harrington,81.6466266,193.04
Justin Dentmon,83.91458845,180.34
Justin Hamilton,117.9340162,213.36
Justin Harper,102.0582833,208.28
Justin Holiday,83.91458845,198.12
Justin Reed,108.8621688,203.2
Justin Williams,102.0582833,208.28
Justus Thigpen,72.5747792,185.42
Juwan Howard,108.8621688,205.74
K.C. Jones,90.718474,185.42
Kaniel Dickens,97.52235955,203.2
Kannard Johnson,99.7903214,205.74
Kareem Abdul-Jabbar,102.0582833,218.44
Kareem Rush,97.52235955,198.12
Karl Malone,113.3980925,205.74
Kasib Powell,97.52235955,200.66
Kawhi Leonard,102.0582833,200.66
Kebu Stewart,108.4085764,203.2
Kedrick Brown,100.6975061,200.66
Keith Askins,89.35769689,200.66
Keith Benson,104.3262451,210.82
Keith Bogans,97.52235955,195.58
Keith Booth,102.5118756,198.12
Keith Closs,96.16158244,220.98
Keith Edmonson,88.45051215,195.58
Keith Erickson,88.45051215,195.58
Keith Herron,88.45051215,198.12
Keith Jennings,72.5747792,170.18
Keith Langford,97.52235955,193.04
Keith Lee,97.52235955,208.28
Keith McCord,95.2543977,200.66
Keith McLeod,85.27536556,187.96
Keith Smart,79.37866475,185.42
Keith Smith,81.6466266,190.5
Keith Starr,86.1825503,198.12
Keith Tower,113.3980925,210.82
Keith Van Horn,99.7903214,208.28
Kelenna Azubuike,99.7903214,195.58
Kelly McCarty,90.718474,200.66
Kelly Olynyk,107.9549841,213.36
Kelly Tripucka,99.7903214,198.12
Kelvin Cato,115.6660544,210.82
Kelvin Ransey,77.1107029,185.42
Kelvin Upshaw,81.6466266,187.96
Kemba Walker,78.01788764,185.42
Ken Austin,92.98643585,205.74
Ken Bannister,106.594207,205.74
Ken Boyd,88.45051215,195.58
Ken Charles,81.6466266,190.5
Ken Durrett,86.1825503,200.66
Ken Green,97.52235955,203.2
Ken Johnson,108.8621688,203.2
Ken Johnson,108.8621688,210.82
Ken Mayfield,83.91458845,187.96
Ken McBride,86.1825503,190.5
Ken Murray,86.1825503,187.96
Ken Norman,97.52235955,203.2
Ken Rohloff,88.45051215,182.88
Ken Wilburn,88.45051215,198.12
Kendall Gill,88.45051215,195.58
Kendall Marshall,88.45051215,193.04
Kendrick Perkins,127.0058636,208.28
Kennard Winchester,95.2543977,195.58
Kenneth Faried,103.4190604,203.2
Kenny Anderson,76.20351816,182.88
Kenny Battle,95.2543977,198.12
Kenny Carr,99.7903214,200.66
Kenny Dennard,99.7903214,203.2
Kenny Fields,99.7903214,195.58
Kenny Gattison,102.0582833,203.2
Kenny Green,95.2543977,198.12
Kenny Higgs,81.6466266,182.88
Kenny McIntosh,102.0582833,200.66
Kenny Natt,83.91458845,190.5
Kenny Payne,88.45051215,203.2
Kenny Satterfield,84.36818082,187.96
Kenny Sears,89.81128926,205.74
Kenny Smith,77.1107029,190.5
Kenny Thomas,118.3876086,200.66
Kenny Walker,95.2543977,203.2
Kenny Williams,92.98643585,205.74
Kent Bazemore,91.17206637,195.58
Kent Benson,106.594207,208.28
Kentavious Caldwell-Pope,92.98643585,195.58
Kenyon Martin,106.1406146,205.74
Keon Clark,99.7903214,210.82
Kermit Washington,104.3262451,203.2
Kerry Kittles,81.19303423,195.58
Kevin Brooks,90.718474,198.12
Kevin Burleson,92.98643585,190.5
Kevin Duckworth,124.7379018,213.36
Kevin Durant,97.52235955,205.74
Kevin Edwards,86.1825503,190.5
Kevin Gamble,95.2543977,195.58
Kevin Garnett,99.7903214,210.82
Kevin Grevey,95.2543977,195.58
Kevin Henderson,88.45051215,193.04
Kevin Johnson,81.6466266,185.42
Kevin Jones,113.8516849,203.2
Kevin Kunnert,104.3262451,213.36
Kevin Loder,92.98643585,198.12
Kevin Loughery,86.1825503,190.5
Kevin Love,117.9340162,208.28
Kevin Lynch,88.45051215,195.58
Kevin Martin,83.91458845,200.66
Kevin McHale,95.2543977,208.28
Kevin McKenna,88.45051215,195.58
Kevin Murphy,83.91458845,198.12
Kevin Ollie,88.45051215,193.04
Kevin Porter,77.1107029,182.88
Kevin Pritchard,81.6466266,190.5
Kevin Restani,102.0582833,205.74
Kevin Salvadori,104.7798375,213.36
Kevin Seraphin,119.7483857,205.74
Kevin Stacom,83.91458845,190.5
Kevin Thompson,117.9340162,210.82
Kevin Williams,79.37866475,187.96
Kevin Willis,99.7903214,213.36
Kevinn Pinkney,111.1301307,208.28
Keyon Dooling,88.90410452,190.5
Khalid El-Amin,90.718474,177.8
Khalid Reeves,90.26488163,190.5
Khris Middleton,97.52235955,200.66
Kiki Vandeweghe,99.7903214,203.2
Kim Anderson,90.718474,200.66
Kim English,90.718474,198.12
Kim Hughes,99.7903214,210.82
Kirk Haston,109.7693535,205.74
Kirk Hinrich,86.1825503,190.5
Kirk Penney,99.7903214,195.58
Kirk Snyder,102.0582833,198.12
Kiwane Garris,83.00740371,187.96
Klay Thompson,92.98643585,200.66
Kobe Bryant,90.718474,198.12
Korleone Young,96.61517481,200.66
Kornel David,106.594207,205.74
Kosta Koufos,120.2019781,213.36
Kosta Perovic,108.8621688,218.44
Kris Humphries,106.594207,205.74
Kris Joseph,95.2543977,200.66
Kurk Lee,86.1825503,190.5
Kurt Nimphius,98.88313666,208.28
Kurt Rambis,96.61517481,203.2
Kurt Thomas,104.3262451,205.74
Kwame Brown,122.4699399,210.82
Kyle Korver,95.2543977,200.66
Kyle Lowry,79.37866475,182.88
Kyle Macy,79.37866475,190.5
Kyle O'Quinn,108.8621688,208.28
Kyle Singler,104.3262451,203.2
Kyle Weaver,91.17206637,198.12
Kyrie Irving,81.6466266,187.96
Kyrylo Fesenko,130.6346026,215.9
LaBradford Smith,90.718474,190.5
LaMarcus Aldridge,108.8621688,210.82
LaMark Baker,79.37866475,185.42
LaPhonso Ellis,108.8621688,203.2
LaRue Martin,94.34721296,210.82
LaSalle Thompson,111.1301307,208.28
Lamar Green,95.2543977,200.66
Lamar Odom,99.7903214,208.28
Lamond Murray,107.0477993,200.66
Lamont Strothers,86.1825503,193.04
Lanard Copeland,86.1825503,198.12
Lancaster Gordon,83.91458845,190.5
Lance Allred,113.3980925,210.82
Lance Blanks,86.1825503,193.04
Lance Stephenson,95.2543977,195.58
Lance Thomas,102.0582833,203.2
Landry Fields,95.2543977,200.66
Lari Ketner,125.6450865,205.74
Laron Profit,92.53284348,195.58
Larry Bird,99.7903214,205.74
Larry Cannon,88.45051215,193.04
Larry Comley,95.2543977,195.58
Larry Costello,84.36818082,185.42
Larry Demic,102.0582833,205.74
Larry Drew,77.1107029,185.42
Larry Fogle,92.98643585,195.58
Larry Foust,97.52235955,205.74
Larry Friend,83.91458845,193.04
Larry Hennessy,83.91458845,190.5
Larry Hughes,83.46099608,195.58
Larry Johnson,92.98643585,190.5
Larry Johnson,113.3980925,198.12
Larry Jones,81.6466266,187.96
Larry Kenon,92.98643585,205.74
Larry Krystkowiak,99.7903214,205.74
Larry McNeill,88.45051215,205.74
Larry Micheaux,99.7903214,205.74
Larry Mikan,95.2543977,200.66
Larry Moffett,95.2543977,203.2
Larry Nance,92.98643585,208.28
Larry Owens,95.2543977,200.66
Larry Robinson,81.6466266,190.5
Larry Sanders,106.594207,210.82
Larry Siegfried,86.1825503,190.5
Larry Smith,97.52235955,203.2
Larry Spriggs,104.3262451,200.66
Larry Staverman,92.98643585,200.66
Larry Steele,81.6466266,195.58
Larry Stewart,99.7903214,203.2
Larry Sykes,115.6660544,205.74
Larry Wright,72.5747792,185.42
Lars Hansen,102.0582833,208.28
Latrell Sprewell,86.1825503,195.58
Lavor Postell,97.52235955,195.58
Lavoy Allen,102.0582833,205.74
Lawrence Boston,102.0582833,203.2
Lawrence Funderburke,104.3262451,205.74
Lawrence Moten,83.91458845,195.58
Lawrence Roberts,108.8621688,205.74
Lazar Hayward,102.0582833,198.12
Lazaro Borrell,99.7903214,203.2
LeBron James,108.8621688,203.2
LeRon Ellis,102.0582833,205.74
Leandro Barbosa,79.83225712,190.5
Ledell Eackles,99.7903214,195.58
Lee Johnson,92.98643585,210.82
Lee Mayberry,78.01788764,185.42
Lee Nailon,107.9549841,205.74
Lee Shaffer,99.7903214,200.66
Lee Winfield,78.92507238,187.96
Len Chappell,108.8621688,203.2
Len Elmore,99.7903214,205.74
Len Kosmalski,111.1301307,213.36
Lennie Rosenbluth,86.1825503,193.04
Lenny Wilkens,81.6466266,185.42
Leo Rautins,97.52235955,203.2
Leon Benbow,83.91458845,193.04
Leon Douglas,104.3262451,208.28
Leon Powe,108.8621688,203.2
Leon Smith,106.594207,208.28
Leon Wood,83.91458845,190.5
Leonard Gray,108.8621688,203.2
Leonard Taylor,99.7903214,203.2
Leroy Combs,95.2543977,203.2
Leroy Ellis,95.2543977,208.28
Les Hunter,95.2543977,200.66
Les Jepsen,107.5013917,213.36
Lester Conner,81.6466266,193.04
Lester Hudson,86.1825503,190.5
Levi Fontaine,86.1825503,193.04
Lew Hitch,90.718474,203.2
Lewis Brown,102.0582833,210.82
Lewis Lloyd,92.98643585,198.12
Linas Kleiza,111.1301307,203.2
Lindsay Hairston,81.6466266,200.66
Lindsey Hunter,77.1107029,187.96
Linton Johnson,92.98643585,203.2
Linton Townes,86.1825503,200.66
Lionel Chalmers,81.6466266,182.88
Lionel Hollins,83.91458845,190.5
Lionel Simmons,95.2543977,200.66
Litterial Green,83.91458845,185.42
Lloyd Daniels,92.98643585,200.66
Lloyd Neal,102.0582833,200.66
Lloyd Walton,72.5747792,182.88
Logan Vander Velden,97.52235955,203.2
Lonnie Shelton,108.8621688,203.2
Lonny Baxter,117.9340162,203.2
Loren Meyer,116.5732391,208.28
Loren Woods,111.1301307,215.9
Lorenzen Wright,102.0582833,210.82
Lorenzo Brown,85.72895793,195.58
Lorenzo Charles,102.0582833,200.66
Lorenzo Romar,79.37866475,185.42
Lorenzo Williams,90.718474,205.74
Lou Hudson,95.2543977,195.58
Lou Roe,99.7903214,200.66
Lou Tsioropoulos,86.1825503,195.58
Louie Dampier,77.1107029,182.88
Louie Nelson,86.1825503,190.5
Louis Amundson,102.0582833,205.74
Louis Orr,79.37866475,203.2
Louis Williams,79.37866475,187.96
Lowes Moore,77.1107029,185.42
Loy Petersen,92.98643585,195.58
Loy Vaught,104.3262451,205.74
Luc Longley,120.2019781,218.44
Luc Mbah a Moute,104.3262451,203.2
Lucious Harris,86.1825503,195.58
Lucius Allen,79.37866475,187.96
Luigi Datome,97.52235955,203.2
Luis Flores,90.718474,187.96
Luis Scola,111.1301307,205.74
Luke Babbitt,102.0582833,205.74
Luke Harangody,111.583723,203.2
Luke Jackson,97.52235955,200.66
Luke Jackson,108.8621688,205.74
Luke Ridnour,79.37866475,187.96
Luke Schenscher,115.6660544,215.9
Luke Walton,106.594207,203.2
Luke Witte,106.594207,213.36
Luke Zeller,111.1301307,210.82
Luol Deng,99.7903214,203.2
Luther Green,86.1825503,200.66
Luther Head,83.91458845,190.5
Luther Rackley,99.7903214,208.28
Luther Wright,122.4699399,218.44
Lynn Greer,79.37866475,187.96
M.L. Carr,92.98643585,198.12
Maalik Wayns,90.718474,187.96
Maceo Baston,97.52235955,205.74
Maciej Lampe,124.7379018,210.82
Mack Calvin,74.84274105,182.88
Magic Johnson,97.52235955,203.2
Mahdi Abdul-Rahman,83.91458845,187.96
Mahmoud Abdul-Rauf,73.48196394,185.42
Major Jones,102.0582833,205.74
Makhtar N'Diaye,111.1301307,203.2
Mal Graham,83.91458845,185.42
Malcolm Lee,90.718474,195.58
Malcolm Mackey,112.4909078,205.74
Malcolm Thomas,102.0582833,205.74
Malik Allen,115.6660544,208.28
Malik Hairston,99.7903214,198.12
Malik Rose,113.3980925,200.66
Malik Sealy,86.1825503,203.2
Mamadou N'Diaye,115.6660544,213.36
Manny Harris,83.91458845,195.58
Manny Leaks,102.0582833,203.2
Manu Ginobili,95.2543977,198.12
Manute Bol,90.718474,231.14
MarShon Brooks,90.718474,195.58
Marc Gasol,120.2019781,215.9
Marc Iavaroni,95.2543977,203.2
Marc Jackson,122.4699399,208.28
Marcin Gortat,108.8621688,210.82
Marco Belinelli,87.08973504,195.58
Marcus Banks,90.718474,187.96
Marcus Brown,83.91458845,190.5
Marcus Camby,99.7903214,210.82
Marcus Cousin,111.1301307,210.82
Marcus Fizer,118.8412009,205.74
Marcus Haislip,104.3262451,208.28
Marcus Landry,104.3262451,200.66
Marcus Liberty,92.98643585,203.2
Marcus Morris,106.594207,205.74
Marcus Thornton,92.98643585,193.04
Marcus Vinicius,102.0582833,203.2
Marcus Webb,115.6660544,205.74
Marcus Williams,92.98643585,190.5
Marcus Williams,92.98643585,200.66
Mardy Collins,99.7903214,198.12
Mario Bennett,106.594207,198.12
Mario Chalmers,86.1825503,185.42
Mario Elie,95.2543977,195.58
Mario Kasun,117.9340162,215.9
Mario West,95.2543977,195.58
Mark Acres,99.7903214,210.82
Mark Aguirre,105.2334298,198.12
Mark Alarie,98.42954429,203.2
Mark Blount,104.3262451,213.36
Mark Bradtke,120.2019781,208.28
Mark Bryant,111.1301307,205.74
Mark Crow,95.2543977,200.66
Mark Davis,88.45051215,198.12
Mark Davis,95.2543977,200.66
Mark Eaton,124.7379018,223.52
Mark Hendrickson,99.7903214,205.74
Mark Jackson,81.6466266,185.42
Mark Jones,79.37866475,185.42
Mark Jones,97.52235955,198.12
Mark Landsberger,97.52235955,203.2
Mark Macon,83.91458845,193.04
Mark Madsen,108.8621688,205.74
Mark McNamara,106.594207,210.82
Mark Minor,97.52235955,198.12
Mark Olberding,102.0582833,203.2
Mark Pope,106.594207,208.28
Mark Price,77.1107029,182.88
Mark Radford,86.1825503,193.04
Mark Randall,106.594207,203.2
Mark Sibley,79.37866475,187.96
Mark Strickland,95.2543977,205.74
Mark Wade,72.5747792,180.34
Mark West,104.3262451,208.28
Markieff Morris,111.1301307,208.28
Marko Jaric,89.81128926,200.66
Marko Milic,106.594207,198.12
Marlon Garnett,84.36818082,187.96
Marlon Maxey,113.3980925,203.2
Marlon Redmond,85.27536556,198.12
Marques Bragg,104.3262451,203.2
Marques Johnson,98.88313666,200.66
Marquis Daniels,90.718474,198.12
Marquis Teague,85.72895793,187.96
Marreese Speights,111.1301307,208.28
Marshall Rogers,86.1825503,185.42
Martell Webster,95.2543977,200.66
Martin Lewis,95.2543977,195.58
Martin Muursepp,106.594207,205.74
Martin Nessley,117.9340162,218.44
Marty Byrnes,97.52235955,200.66
Marty Conlon,101.6046909,208.28
Martynas Andriuskevicius,108.8621688,218.44
Marv Roberts,90.718474,203.2
Marv Winkler,74.38914868,185.42
Marvin Barnes,95.2543977,203.2
Marvin Webster,102.0582833,215.9
Marvin Williams,104.3262451,205.74
Mason Plumlee,106.594207,208.28
Mateen Cleaves,92.98643585,187.96
Matt Barnes,106.594207,200.66
Matt Bonner,108.8621688,208.28
Matt Bullard,97.52235955,208.28
Matt Carroll,96.16158244,198.12
Matt Fish,106.594207,210.82
Matt Freije,108.8621688,208.28
Matt Geiger,110.2229459,213.36
Matt Guokas,79.37866475,195.58
Matt Harpring,104.7798375,200.66
Matt Maloney,87.08973504,190.5
Matt Othick,74.84274105,187.96
Matt Steigenga,102.0582833,200.66
Matt Walsh,92.98643585,198.12
Matt Wenstrom,113.3980925,215.9
Matthew Dellavedova,90.718474,193.04
Maurice Ager,91.62565874,195.58
Maurice Baker,79.37866475,185.42
Maurice Carter,95.2543977,195.58
Maurice Cheeks,81.6466266,185.42
Maurice Evans,99.7903214,195.58
Maurice Harkless,94.34721296,203.2
Maurice Lucas,97.52235955,205.74
Maurice Martin,90.718474,198.12
Maurice Stokes,105.2334298,200.66
Maurice Taylor,117.9340162,205.74
Maury King,88.45051215,187.96
Max Zaslofsky,77.1107029,187.96
McCoy Ingram,95.2543977,203.2
McCoy McLemore,104.3262451,200.66
McKinley Singleton,79.37866475,195.58
Med Park,92.98643585,187.96
Mehmet Okur,112.9445001,210.82
Mel Bennett,90.718474,200.66
Mel Counts,104.3262451,213.36
Mel Daniels,99.7903214,205.74
Mel Davis,99.7903214,198.12
Mel Gibson,81.6466266,190.5
Mel Hutchins,90.718474,198.12
Mel McCants,108.8621688,203.2
Mel Nowell,77.1107029,187.96
Mel Peterson,83.91458845,193.04
Melvin Booker,83.91458845,185.42
Melvin Ely,117.9340162,208.28
Melvin Newbern,90.718474,193.04
Melvin Sanders,95.2543977,195.58
Melvin Turpin,108.8621688,210.82
Mengke Bateer,131.5417873,210.82
Metta World Peace,110.6765383,198.12
Meyers Leonard,111.1301307,215.9
Michael Adams,73.48196394,177.8
Michael Anderson,83.46099608,180.34
Michael Ansley,102.0582833,200.66
Michael Beasley,106.594207,205.74
Michael Bradley,111.1301307,208.28
Michael Brooks,99.7903214,200.66
Michael Cage,101.6046909,205.74
Michael Carter-Williams,83.91458845,198.12
Michael Cooper,77.1107029,195.58
Michael Curry,95.2543977,195.58
