"affiliation","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Republicans","no threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Democrats","no threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
"Independents","no threat"
