IncidntNum,date,type,general,day,wknd,year,time,day.section,district,X,Y
100780332,08/25/2010,JUMPING,commited,3.Wednesday,NO,2010,1,0.DOWN,SOUTHERN,-122.3966475,37.79174043
100906447,09/29/2010,ATTEMPTED,attempted,3.Wednesday,NO,2010,17,2.AFTERNOON,TARAVAL,-122.509004,37.75931835
101090495,11/24/2010,ATTEMPTED,attempted,3.Wednesday,NO,2010,15,2.AFTERNOON,SOUTHERN,-122.3883799,37.78331041
101153548,12/15/2010,ASPHYXIATION,commited,3.Wednesday,NO,2010,10,1.MORNING,CENTRAL,-122.4003875,37.8025736
101195299,12/29/2010,JUMPING,commited,3.Wednesday,NO,2010,17,2.AFTERNOON,SOUTHERN,-122.4034048,37.77542071
110100297,02/02/2011,STRANGULATION,commited,3.Wednesday,NO,2011,11,1.MORNING,CENTRAL,-122.405284,37.79655105
110238387,03/23/2011,ATTEMPTED,attempted,3.Wednesday,NO,2011,9,1.MORNING,PARK,-122.4454355,37.75725941
110239200,03/23/2011,STRANGULATION,commited,3.Wednesday,NO,2011,7,1.MORNING,TARAVAL,-122.4685108,37.71971697
110258711,03/30/2011,ATTEMPTED,attempted,3.Wednesday,NO,2011,9,1.MORNING,TENDERLOIN,-122.4150669,37.78356348
110320536,04/20/2011,ASPHYXIATION,commited,3.Wednesday,NO,2011,7,1.MORNING,SOUTHERN,-122.4034048,37.77542071
110360231,05/04/2011,STRANGULATION,commited,3.Wednesday,NO,2011,9,1.MORNING,TENDERLOIN,-122.4129991,37.78627746
110658296,08/17/2011,ATTEMPTED,attempted,3.Wednesday,NO,2011,3,0.DOWN,TARAVAL,-122.5001692,37.76249044
110687524,08/24/2011,FIREARMS,commited,3.Wednesday,NO,2011,11,1.MORNING,MISSION,-122.4276823,37.7683148
110717949,09/07/2011,ATTEMPTED,attempted,3.Wednesday,NO,2011,6,1.MORNING,TENDERLOIN,-122.4092684,37.78379987
110760114,09/21/2011,ATTEMPTED,attempted,3.Wednesday,NO,2011,6,1.MORNING,INGLESIDE,-122.4341557,37.72542585
110960085,11/30/2011,ATTEMPTED,attempted,3.Wednesday,NO,2011,0,0.DOWN,INGLESIDE,-122.4032524,37.7134307
111018647,12/21/2011,STRANGULATION,commited,3.Wednesday,NO,2011,10,1.MORNING,CENTRAL,-122.412907,37.78957836
120010197,01/04/2012,FIREARMS,commited,3.Wednesday,NO,2012,17,2.AFTERNOON,SOUTHERN,-122.4034686,37.77599645
120130262,02/15/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,17,2.AFTERNOON,SOUTHERN,-122.413046,37.77386178
120266312,03/28/2012,STRANGULATION,commited,3.Wednesday,NO,2012,0,0.DOWN,SOUTHERN,-122.3890406,37.78432123
120287788,04/11/2012,FIREARMS,commited,3.Wednesday,NO,2012,6,1.MORNING,CENTRAL,-122.4164217,37.79862839
120412800,05/23/2012,STRANGULATION,commited,3.Wednesday,NO,2012,14,2.AFTERNOON,MISSION,-122.4282316,37.759269
120428067,05/30/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,11,1.MORNING,MISSION,-122.4065391,37.75648641
120464287,06/13/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,6,1.MORNING,NORTHERN,-122.4237337,37.78495963
120465683,06/13/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,14,2.AFTERNOON,INGLESIDE,-122.4552391,37.73079177
120650276,08/15/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,19,2.AFTERNOON,TARAVAL,-122.5047562,37.73561693
120756266,09/19/2012,OTHER,commited,3.Wednesday,NO,2012,21,4.EVENING,TARAVAL,-122.4623289,37.72086768
120771850,09/26/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,10,1.MORNING,MISSION,-122.4066049,37.75715804
120981441,12/05/2012,ATTEMPTED,attempted,3.Wednesday,NO,2012,14,2.AFTERNOON,NORTHERN,-122.4202128,37.78397891
130169518,02/27/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,13,2.AFTERNOON,MISSION,-122.4066049,37.75715804
130272315,04/03/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,11,1.MORNING,SOUTHERN,-122.4063464,37.77916742
130420398,05/22/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,5,0.DOWN,INGLESIDE,-122.4543826,37.73555359
130441849,05/29/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,8,1.MORNING,INGLESIDE,-122.4426271,37.71624624
130509760,06/19/2013,FIREARMS,commited,3.Wednesday,NO,2013,17,2.AFTERNOON,BAYVIEW,-122.3943159,37.72450292
130629459,07/31/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,0,0.DOWN,INGLESIDE,-122.4431794,37.7307698
130674664,08/14/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,20,4.EVENING,PARK,-122.4388282,37.77576323
130835963,10/02/2013,FIREARMS,commited,3.Wednesday,NO,2013,16,2.AFTERNOON,TARAVAL,-122.5001692,37.76249044
130856179,10/09/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,20,4.EVENING,MISSION,-122.4374384,37.75757786
130942427,11/06/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,14,2.AFTERNOON,MISSION,-122.4066049,37.75715804
130943130,11/06/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,17,2.AFTERNOON,MISSION,-122.4066049,37.75715804
131023892,12/04/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,17,2.AFTERNOON,TARAVAL,-122.4771566,37.74764439
131024840,12/04/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,21,4.EVENING,INGLESIDE,-122.4441094,37.71659553
131062759,12/18/2013,ATTEMPTED,attempted,3.Wednesday,NO,2013,12,1.MORNING,MISSION,-122.4186003,37.75462559
140126257,02/12/2014,STRANGULATION,commited,3.Wednesday,NO,2014,10,1.MORNING,MISSION,-122.4226678,37.76364529
140314781,04/16/2014,ATTEMPTED,attempted,3.Wednesday,NO,2014,1,0.DOWN,INGLESIDE,-122.4103351,37.71272634
140742358,09/03/2014,ATTEMPTED,attempted,3.Wednesday,NO,2014,17,2.AFTERNOON,TARAVAL,-122.4960272,37.75616318
140826225,10/01/2014,ATTEMPTED,attempted,3.Wednesday,NO,2014,1,0.DOWN,MISSION,-122.4236225,37.76475739
140934185,10/29/2014,ASPHYXIATION,commited,3.Wednesday,NO,2014,10,1.MORNING,TARAVAL,-122.4536459,37.72327255
150372729,04/29/2015,ATTEMPTED,attempted,3.Wednesday,NO,2015,14,2.AFTERNOON,MISSION,-122.43703,37.7583376
150401118,05/06/2015,JUMPING,commited,3.Wednesday,NO,2015,23,4.EVENING,CENTRAL,-122.4126631,37.80063555
150530018,06/17/2015,ATTEMPTED,attempted,3.Wednesday,NO,2015,18,2.AFTERNOON,PARK,-122.4543301,37.76815301
150748192,08/26/2015,OTHER,commited,3.Wednesday,NO,2015,17,2.AFTERNOON,MISSION,-122.431766,37.76194224
150769433,09/02/2015,ATTEMPTED,attempted,3.Wednesday,NO,2015,7,1.MORNING,NORTHERN,-122.4231059,37.78158341
150790450,09/09/2015,STRANGULATION,commited,3.Wednesday,NO,2015,0,0.DOWN,CENTRAL,-122.3972137,37.79456387
150834315,09/23/2015,JUMPING,commited,3.Wednesday,NO,2015,3,0.DOWN,NORTHERN,-122.4258834,37.78707981
150983019,11/11/2015,ATTEMPTED,attempted,3.Wednesday,NO,2015,10,1.MORNING,RICHMOND,-122.3742752,37.81997549
160203255,03/09/2016,ATTEMPTED,attempted,3.Wednesday,NO,2016,19,2.AFTERNOON,INGLESIDE,-122.4488577,37.71062196
160261457,03/30/2016,ATTEMPTED,attempted,3.Wednesday,NO,2016,4,0.DOWN,RICHMOND,-122.4776445,37.78513017
160664384,08/17/2016,ATTEMPTED,attempted,3.Wednesday,NO,2016,10,1.MORNING,INGLESIDE,-122.4341591,37.71412858
160665934,08/17/2016,ASPHYXIATION,commited,3.Wednesday,NO,2016,19,2.AFTERNOON,CENTRAL,-122.4098045,37.79092861
160912713,11/09/2016,STRANGULATION,commited,3.Wednesday,NO,2016,8,1.MORNING,INGLESIDE,-122.4477587,37.73301785
161013186,12/14/2016,ATTEMPTED,attempted,3.Wednesday,NO,2016,8,1.MORNING,CENTRAL,-122.4142668,37.80463488
170027948,01/11/2017,ATTEMPTED,attempted,3.Wednesday,NO,2017,9,1.MORNING,MISSION,-122.4198769,37.76957975
170132951,02/15/2017,STRANGULATION,commited,3.Wednesday,NO,2017,9,1.MORNING,TARAVAL,-122.5051217,37.76325232
170213614,03/15/2017,FIREARMS,commited,3.Wednesday,NO,2017,13,2.AFTERNOON,NORTHERN,-122.4299412,37.79040804
170383079,05/10/2017,OTHER,commited,3.Wednesday,NO,2017,10,1.MORNING,TENDERLOIN,-122.4094735,37.78481637
170405811,05/17/2017,STRANGULATION,commited,3.Wednesday,NO,2017,17,2.AFTERNOON,BAYVIEW,-122.3807158,37.72960963
170484401,06/14/2017,FIREARMS,commited,3.Wednesday,NO,2017,8,1.MORNING,SOUTHERN,-122.4034048,37.77542071
170525895,06/28/2017,ATTEMPTED,attempted,3.Wednesday,NO,2017,5,0.DOWN,TENDERLOIN,-122.4160473,37.78398247
170727530,09/06/2017,OTHER,commited,3.Wednesday,NO,2017,12,1.MORNING,SOUTHERN,-122.3990457,37.78131971
170728958,09/06/2017,LACERATION,commited,3.Wednesday,NO,2017,19,2.AFTERNOON,PARK,-122.4461437,37.77005272
170729069,09/06/2017,STRANGULATION,commited,3.Wednesday,NO,2017,19,2.AFTERNOON,PARK,-122.4390157,37.77669368
170729310,09/06/2017,ATTEMPTED,attempted,3.Wednesday,NO,2017,22,4.EVENING,TENDERLOIN,-122.4095237,37.7857603
170749653,09/13/2017,ATTEMPTED,attempted,3.Wednesday,NO,2017,21,4.EVENING,PARK,-122.4376101,37.78219536
170808691,10/04/2017,JUMPING,commited,3.Wednesday,NO,2017,6,1.MORNING,TENDERLOIN,-122.4129991,37.78627746
170813101,10/04/2017,FIREARMS,commited,3.Wednesday,NO,2017,10,1.MORNING,TARAVAL,-122.4721085,37.73486741
170872135,10/25/2017,ATTEMPTED,attempted,3.Wednesday,NO,2017,11,1.MORNING,TARAVAL,-122.5080698,37.75937691
180025261,01/10/2018,ATTEMPTED,attempted,3.Wednesday,NO,2018,8,1.MORNING,SOUTHERN,-122.4034048,37.77542071
180119488,02/14/2018,FIREARMS,commited,3.Wednesday,NO,2018,2,0.DOWN,MISSION,-122.4250633,37.76222275
180212719,03/21/2018,ATTEMPTED,attempted,3.Wednesday,NO,2018,14,2.AFTERNOON,SOUTHERN,-122.4034048,37.77542071
