Continent,Disturbance,Order,Family,Scientific name ,Common name ,FID
Australia,Pedestrian,Passeriformes,Meliphagidae,Lichenostomus penicillatus,white-plumed honeyeater,16.7
Australia,Pedestrian,Passeriformes,Meliphagidae,Phylidonyris novaehollandidae ,New Holland honeyeater,6.6
Australia,Pedestrian,Passeriformes,Meliphagidae,Phylidonyris novaehollandidae ,New Holland honeyeater,8.7
Australia,Pedestrian,Passeriformes,Meliphagidae ,Acanthorhynchus tenuirostris ,eastern spinebill,5.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Anthochaera carunculata ,red wattlebird,8.7
Australia,Pedestrian,Passeriformes,Meliphagidae ,Anthochaera chrysoptera,little wattlebird,7.3
Australia,Pedestrian,Passeriformes,Meliphagidae ,Epthianura albifrons ,white-fronted chat,22.6
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus chrysops ,yellow-faced honeyeater ,4.5
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus chrysops ,yellow-faced honeyeater ,4.9
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus chrysops ,yellow-faced honeyeater ,5.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus penicillatus ,white-plumed honeyeater ,8.9
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus penicillatus ,white-plumed honeyeater ,9.5
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus penicillatus ,white-plumed honeyeater ,9.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichmera indistincta ,brown honeyeater,9.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Manorina melanocephala ,noisy miner,7.5
Australia,Pedestrian,Passeriformes,Meliphagidae ,Manorina melanophrys ,bell miner,2.7
Australia,Pedestrian,Passeriformes,Meliphagidae ,Manorina melanophrys ,bell miner,5.5
Australia,Pedestrian,Passeriformes,Meliphagidae ,Manorina melanophrys ,bell miner ,5.0
Australia,Pedestrian,Passeriformes,Meliphagidae ,Meliphaga lewinii ,Lewin’s honeyeater ,8.2
Australia,Pedestrian,Passeriformes,Meliphagidae ,Meliphaga lewinii ,Lewin’s honeyeater ,6.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Meliphaga lewinii ,Lewin’s honeyeater,8.2
Australia,Pedestrian,Passeriformes,Meliphagidae ,Philemon corniculatus,noisy friarbird,11.1
Australia,Pedestrian,Passeriformes,Meliphagidae ,Philemon corniculatus ,noisy friarbird ,11.5
Australia,Pedestrian,Passeriformes,Meliphagidae ,Philemon corniculatus ,noisy friarbird ,8.9
Australia,Pedestrian,Passeriformes,Meliphagidae ,Phylidonyris melanops ,tawny-crowned honeyeater ,9.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Phylidonyris novaehollandidae ,New Holland honeyeater ,7.9
Australia,Pedestrian,Passeriformes,Menuridae ,Menura novaehollandiae,superb lyrebird ,10.5
Australia,Pedestrian,Passeriformes,Monarchidae ,Grallina cyanoleuca,Magpie-lark,35.0
Australia,Pedestrian,Passeriformes,Monarchidae ,Grallina cyanoleuca,Magpie-lark,12.0
Australia,Pedestrian,Passeriformes,Monarchidae ,Grallina cyanoleuca,magpie-lark,35.4
Australia,Pedestrian,Passeriformes,Monarchidae ,Grallina cyanoleuca,magpie-lark,11.5
Australia,Pedestrian,Passeriformes,Motacillidae,Motacilla alba ,white wagtail ,7.7
Australia,Pedestrian,Passeriformes,Motacillidae ,Anthus novaeseelandiae ,richard’s pipit ,12.4
Australia,Pedestrian,Passeriformes,Muscicapidae ,Zoothera lunulata ,Bassian thrush,8.9
Australia,Pedestrian,Passeriformes,Pachycephalidae ,Colluricincla harmonica ,grey shrike-thrush ,12.8
Australia,Pedestrian,Passeriformes,Pachycephalidae ,Pachycephala pectoralis ,golden whistler ,7.9
Australia,Pedestrian,Passeriformes,Pardalotidae ,Acanthiza nana ,yellow thornbill ,6.3
Australia,Pedestrian,Passeriformes,Pardalotidae ,Acanthiza pusilla ,brown thornbill,6.7
Australia,Pedestrian,Passeriformes,Pardalotidae ,Acanthiza reguloides ,buff-rumped thornbill,4.3
Australia,Pedestrian,Passeriformes,Pardalotidae ,Gerygone mouki,brown gerygone ,4.2
Australia,Pedestrian,Passeriformes,Pardalotidae ,Sericornis citreogularis ,yellow-throated scrubwren,5.6
Australia,Pedestrian,Passeriformes,Pardalotidae ,Sericornis frontalis,white-browed scrubwren,4.2
Australia,Pedestrian,Passeriformes,Pardalotidae ,Sericornis magnirostris ,large-billed scrubwren,4.4
Australia,Pedestrian,Passeriformes,Petroicidae,Eopsaltria australis ,eastern yellow robin ,9.9
Australia,Pedestrian,Passeriformes,Petroicidae ,Eopsaltria australis,eastern yellow robin ,9.5
Australia,Pedestrian,Passeriformes,Petroicidae ,Eopsaltria australis,eastern yellow robin ,8.8
Australia,Pedestrian,Passeriformes,Phylloscopidae,Phylloscopus collybita,Eurasian chiffchaff ,6.0
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus violaceus,satin bowerbird ,8.4
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus violaceus,satin bowerbird ,9.8
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae ,Ailuroedus crassirostris ,green catbird,9.7
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae ,Malurus cyaneus ,superb fairy-wren ,6.1
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae ,Malurus cyaneus ,superb fairy-wren ,8.8
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae ,Ptilonorhynchus violaceus ,satin bowerbird ,9.5
Australia,Pedestrian,Passeriformes,Pycnonotidae ,Pycnonotus jocosus ,red-whiskered bulbul ,17.3
Australia,Pedestrian,Passeriformes,Pycnonotidae ,Pycnonotus jocosus ,red-whiskered bulbul ,17.0
Australia,Pedestrian,Passeriformes,Pycnonotidae ,Pycnonotus jocosus ,red-whiskered bulbul ,18.4
Australia,Pedestrian,Passeriformes,Regulidae ,Regulus calendula ,ruby-crowned kinglet ,4.7
Australia,Pedestrian,Passeriformes,Rhipiduridae ,Rhipidura leucophrys,Willie wagtail,23.5
Australia,Pedestrian,Passeriformes,Rhipiduridae ,Rhipidura leucophrys,Willie wagtail,8.7
Australia,Pedestrian,Passeriformes,Sturnidae ,Acridotheres tristis,common myna,11.6
Australia,Pedestrian,Passeriformes,Sturnidae ,Sturnus unicolor ,spotless starling ,13.2
Australia,Pedestrian,Passeriformes,Sylviidae ,Acrocephalus stentoreus,clamorous reed-warbler ,11.5
Australia,Pedestrian,Passeriformes,Turdidae ,Turdus merula,common blackbird,35.5
Australia,Pedestrian,Passeriformes,Turdidae ,Turdus merula,common blackbird,11.6
Australia,Non-motorized watercraft,Pelicaniformes,Anhingidae,Anhinga novaehollandiae,Australian darter ,66.8
Australia,Pedestrian,Pelicaniformes,Anhingidae,Anhinga novaehollandiae,Australian darter ,38.0
Australia,Pedestrian,Pelicaniformes,Anhingidae,Anhinga novaehollandiae,Australasian darter,77.4
Australia,Bicycle,Pelicaniformes,Anhingidae,Anhinga novaehollandiae ,Australasian darter ,47.5
Australia,Pedestrian,Pelicaniformes,Anhingidae,Anhinga novaehollandiae ,Australasian darter ,77.4
Australia,Pedestrian,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus,Australian pelican,32.6
Australia,Motorized vehicle,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus,Australian pelican,114.6
Australia,Pedestrian,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus,Australian pelican,123.9
Australia,Bicycle,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus ,Australian pelican ,56.0
Australia,Motorized vehicle,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus ,Australian pelican ,95.4
Australia,Motorized vehicle,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus ,Australian pelican ,99.6
Australia,Pedestrian,Pelicaniformes,Pelecanidae,Pelecanus conspicillatus ,Australian pelican ,82.2
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant,33.9
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant,46.1
Australia,Bicycle,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant ,47.3
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant ,57.6
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant ,30.8
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant ,50.6
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Microcarbo melanoleucos,little pied cormorant ,61.0
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax carbo,great cormorant,23.5
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax carbo,great cormorant,74.0
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax carbo ,great cormorant ,17.7
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax carbo ,great cormorant ,77.9
Australia,Non-motorized watercraft,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris,little black cormorant,23.0
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris,little black cormorant,38.8
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris,little black cormorant,57.3
Australia,Bicycle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris ,little black cormorant ,48.2
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris ,little black cormorant ,36.6
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris ,little black cormorant ,57.3
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax sulcirostris ,little black cormorant ,76.2
Australia,Non-motorized watercraft,Pelicaniformes,Phalacrocoracidae,Phalacrocorax varius,pied cormorant,33.0
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax varius,pied cormorant,50.0
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax varius,pied cormorant,77.9
Australia,Bicycle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax varius ,pied cormorant ,128.8
Australia,Motorized vehicle,Pelicaniformes,Phalacrocoracidae,Phalacrocorax varius ,pied cormorant ,62.4
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae,Phalacrocorax varius ,pied cormorant ,72.7
Australia,Motorized vehicle,Podicipediformes,Podicipedidae,Podiceps cristatus ,great crested grebe,70.0
Australia,Motorized vehicle,Podicipediformes,Podicipedidae,Poliocephalus poliocephalus,hoary-headed grebe,29.9
Australia,Bicycle,Podicipediformes,Podicipedidae,Poliocephalus poliocephalus ,hoary-headed grebe,16.6
Australia,Non-motorized watercraft,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae,Australasian grebe ,26
Australia,Pedestrian,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae,Australasian grebe ,37.6
Australia,Motorized vehicle,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae,Australasian grebe,17.7
Australia,Pedestrian,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae,Australasian grebe,53.5
Australia,Motorized vehicle,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae ,Australasian grebe,17.7
Australia,Pedestrian,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae ,Australasian grebe,55.3
Australia,Pedestrian,Podicipediformes,Podicipedidae ,Tachybaptus novaehollandiae ,Australasian grebe ,23.4
Australia,Pedestrian,Psittaciformes,Cacatuidae ,Cacatua galerita ,sulphur-crested cockatoo,15.3
Australia,Pedestrian,Psittaciformes,Cacatuidae ,Cacatua roseicapilla ,galah ,8.9
Australia,Pedestrian,Psittaciformes,Psittacidae ,Cacatua galerita ,sulphur-crested cockatoo ,9.8
Australia,Pedestrian,Psittaciformes,Psittacidae ,Cacatua galerita ,sulphur-crested cockatoo ,19.1
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus elegans ,crimson rosella,8.5
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus elegans ,crimson rosella,9.6
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus elegans ,crimson rosella ,9.1
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus eximius ,eastern rosella ,13.9
Australia,Pedestrian,Psittaciformes,Psittacidae ,Trichoglossus haematodus ,rainbow lorikeet,10.0
Australia,Pedestrian,Anseriformes,Anatidae,Anas castanea ,chestnut teal ,46.0
Australia,Pedestrian,Anseriformes,Anatidae,Anas castanea ,chestnut teal ,46.5
Australia,Pedestrian,Anseriformes,Anatidae,Anas gracilis ,grey teal ,41.6
Australia,Pedestrian,Anseriformes,Anatidae,Anas platyrhynchos,mallard,12.8
Australia,Pedestrian,Anseriformes,Anatidae,Anas rhynchotis,Australasian shoveler,19.2
Australia,Pedestrian,Anseriformes,Anatidae,Anas superciliosa ,Pacific black duck ,38.9
Australia,Pedestrian,Anseriformes,Anatidae,Anas superciliosa ,Pacific black duck ,38.9
Australia,Pedestrian,Anseriformes,Anatidae,Aythya australis,hardhead,37.1
Australia,Pedestrian,Anseriformes,Anatidae,Biziura lobata,musk duck,18.9
Australia,Pedestrian,Anseriformes,Anatidae,Chenonetta jubata ,Australian wood duck,25.5
Australia,Pedestrian,Caprimulgiformes,Caprimulgidae,Eurostopodus argus,spotted nightjar,10.8
Australia,Pedestrian,Caprimulgiformes,Podargidae,Podargus strigoides,tawny frogmouth,6.2
Australia,Pedestrian,Charadriiformes,Charadriidae ,Charadrius bicinctus,double-banded plover,13.9
Australia,Pedestrian,Charadriiformes,Charadriidae ,Charadrius mongolus,lesser sand plover,16.7
Australia,Pedestrian,Charadriiformes,Charadriidae ,Elseyornis melanops,black-fronted dotterel ,23.1
Australia,Pedestrian,Charadriiformes,Charadriidae ,Elseyornis melanops,black-fronted dotterel ,22.7
Australia,Pedestrian,Charadriiformes,Charadriidae ,Erythrogonys cinctus,red-kneed dotterel,15.4
Australia,Pedestrian,Charadriiformes,Charadriidae ,Thinornis rubricollis,hooded plover,26.3
Australia,Pedestrian,Charadriiformes,Charadriidae ,Thinornis rubricollis,hooded plover ,41.12
Australia,Pedestrian,Charadriiformes,Charadriidae ,Vanellus miles,masked lapwing ,52.96
Australia,Pedestrian,Charadriiformes,Charadriidae ,Vanellus miles ,masked lapwing ,46.8
Australia,Pedestrian,Charadriiformes,Haematopodidae ,Haematopus fuliginosus ,sooty oystercatcher,30.5
Australia,Pedestrian,Charadriiformes,Haematopodidae ,Haematopus fuliginosus ,sooty oystercatcher,30.5
Australia,Pedestrian,Charadriiformes,Haematopodidae ,Haematopus longirostris ,pied oystercatcher ,37.9
Australia,Pedestrian,Charadriiformes,Haematopodidae ,Haematopus longirostris ,pied oystercatcher ,38.5
Australia,Pedestrian,Charadriiformes,Haematopodidae ,Haemtopus longirostris,pied oystercatcher ,37.05
Australia,Pedestrian,Charadriiformes,Laridae,Larus dominicanus ,kelp gull ,24.4
Australia,Pedestrian,Charadriiformes,Laridae,Larus novaehollandiae,silver gull,17.19
Australia,Pedestrian,Charadriiformes,Laridae,Larus novaehollandiae ,silver gull ,16.8
Australia,Pedestrian,Charadriiformes,Laridae,Larus novaehollandiae ,silver gull ,16.8
Australia,Pedestrian,Charadriiformes,Laridae,Sterna bergii,greater crested tern ,17.71
Australia,Pedestrian,Charadriiformes,Laridae ,Chlidonias hybrida,whiskered tern,21.4
Australia,Pedestrian,Charadriiformes,Laridae ,Sterna bergii ,greater crested tern ,17.3
Australia,Pedestrian,Charadriiformes,Laridae ,Sterna bergii ,greater crested tern ,17.3
Australia,Pedestrian,Charadriiformes,Laridae ,Sterna hirundo,common tern,20.5
Australia,Pedestrian,Charadriiformes,Recurvirostridae ,Himantopus himantopus ,black-winged stilt ,38.8
Australia,Pedestrian,Charadriiformes,Scolopacidae,Arenaria interpres ,ruddy turnstone,14.4
Australia,Pedestrian,Charadriiformes,Scolopacidae,Arenaria interpres ,ruddy turnstone,13.8
Australia,Pedestrian,Charadriiformes,Scolopacidae,Calidris canutus,red knot,21.3
Australia,Pedestrian,Charadriiformes,Scolopacidae,Calidris ferruginea,curlew sandpiper,24.9
Australia,Pedestrian,Charadriiformes,Scolopacidae,Calidris ruficollis ,red-necked stint,16.4
Australia,Pedestrian,Charadriiformes,Scolopacidae,Calidris ruficollis ,red-necked stint,16.4
Australia,Pedestrian,Charadriiformes,Scolopacidae,Gallinago hardwickii,Latham's snipe,13.7
Australia,Pedestrian,Charadriiformes,Scolopacidae,Limosa lapponica,bar-tailed godwit,22.1
Australia,Pedestrian,Charadriiformes,Scolopacidae,Limosa lapponica,bar-tailed godwit ,22.1
Australia,Pedestrian,Charadriiformes,Scolopacidae,Limosa lapponica ,bar-tailed godwit ,22.1
Australia,Pedestrian,Charadriiformes,Scolopacidae,Limosa limosa,black-tailed godwit,21.0
Australia,Pedestrian,Charadriiformes,Scolopacidae,Numenius madagascariensis ,eastern curlew,65.5
Australia,Pedestrian,Charadriiformes,Scolopacidae,Numenius madagascariensis ,eastern curlew,65.5
Australia,Pedestrian,Charadriiformes,Scolopacidae,Tringa brevipes ,grey-tailed tattler ,17.3
Australia,Pedestrian,Charadriiformes,Scolopacidae,Tringa brevipes ,grey-tailed tattler ,17.3
Australia,Pedestrian,Charadriiformes,Scolopacidae,Tringa nebularia,common greenshank,47.6
Australia,Pedestrian,Charadriiformes,Scolopacidae ,Tringa brevipes,grey-tailed tattler ,23.00
Australia,Pedestrian,Charadriiformes,Scolopacidae ,Tringa hypoleucos,common sandpiper,43.00
Australia,Pedestrian,Ciconiiformes,Ardeidae,Ardea novaehollandiae,white-faced heron ,33.23
Australia,Pedestrian,Ciconiiformes,Ardeidae,Ardea pacifica,white-necked heron,45.3
Australia,Pedestrian,Ciconiiformes,Ardeidae,Botaurus poiciloptilus,Australasian bittern,10.0
Australia,Pedestrian,Ciconiiformes,Ardeidae,Bubulcus ibis,cattle egret,63.1
Australia,Pedestrian,Ciconiiformes,Ardeidae,Butorides striata,striated heron,31.7
Australia,Pedestrian,Ciconiiformes,Ardeidae,Egretta novaehollandiae,white-faced heron ,30.8
Australia,Pedestrian,Ciconiiformes,Ardeidae,Egretta novaehollandiae ,white-faced heron ,31.2
Australia,Pedestrian,Ciconiiformes,Ardeidae,Egretta sacra,eastern reef egret,31.1
Australia,Pedestrian,Ciconiiformes,Ardeidae,Ixobrychus dubius,Australian little bittern,12.9
Australia,Pedestrian,Ciconiiformes,Ardeidae,Mesophoyx intermedia,intermediate egret,42.7
Australia,Pedestrian,Ciconiiformes,Ardeidae,Nycticorax caledonicus,Nankeen night-heron,16.6
Australia,Pedestrian,Ciconiiformes,Threskiornithidae,Platalea flavipes,yellow-billed spoonbill,51.0
Australia,Pedestrian,Ciconiiformes,Threskiornithidae,Plegadis falcinellus,glossy ibis,83.1
Australia,Pedestrian,Ciconiiformes,Threskiornithidae,Threskiornis molucca,Australian white ibis,32.8
Australia,Pedestrian,Ciconiiformes,Threskiornithidae,Threskornis molucca,Australian white ibis,35.03
Australia,Pedestrian,Columbiformes,Columbidae ,Chalcophaps indica,emerald dove,14.2
Australia,Pedestrian,Columbiformes,Columbidae ,Columba leucomela,white-headed pigeon,26.0
Australia,Pedestrian,Columbiformes,Columbidae ,Ducula bicolor,pied imperial-pigeon,21.5
Australia,Pedestrian,Columbiformes,Columbidae ,Geopelia striata,zebra dove,12.1
Australia,Pedestrian,Columbiformes,Columbidae ,Lopholaimus antarcticus,topknot pigeon,15.0
Australia,Pedestrian,Columbiformes,Columbidae ,Ocyphaps lophotes ,crested pigeon ,12.6
Australia,Pedestrian,Columbiformes,Columbidae ,Ocyphaps lophotes ,crested pigeon ,12.7
Australia,Pedestrian,Columbiformes,Columbidae ,Phaps chalcopetra,common bronzewing,21.6
Australia,Pedestrian,Columbiformes,Columbidae ,Streptopelia chinensis ,spotted dove ,12.7
Australia,Pedestrian,Columbiformes,Columbidae ,Streptopelia chinensis ,spotted dove ,12.9
Australia,Pedestrian,Coraciiformes,Alcedinidae,Ceyx azureus,azure kingfisher,11.7
Australia,Pedestrian,Coraciiformes,Coraciidae ,Eurystomus orientalis ,dollarbird ,21.9
Australia,Pedestrian,Coraciiformes,Halcyonidae ,Dacelo leachii,blue-winged kookaburra,23.0
Australia,Pedestrian,Coraciiformes,Halcyonidae ,Dacelo novaeguineae ,laughing kookaburra,13.2
Australia,Pedestrian,Coraciiformes,Halcyonidae ,Todiramphus macleayii,forest kingfisher,11.0
Australia,Pedestrian,Coraciiformes,Meropidae,Merops ornatus,rainbow bee-eater,23.0
Australia,Pedestrian,Cuculiformes,Cuculidae ,Cacomantis pallidus,pallid cuckoo,8.5
Australia,Pedestrian,Cuculiformes,Cuculidae ,Centropus phasianinus,pheasant coucal,30.5
Australia,Pedestrian,Cuculiformes,Cuculidae ,Chalcites basalis,Horsfield's bronze-cuckoo,3.5
Australia,Pedestrian,Cuculiformes,Cuculidae ,Eudynamys scolopaceus,Asian koel,4.6
Australia,Pedestrian,Falconiformes,Accipitridae,Accipiter novaehollandiae,grey goshawk,24.6
Australia,Pedestrian,Falconiformes,Accipitridae,Aviceda subcristata,Pacific baza,18.0
Australia,Pedestrian,Falconiformes,Accipitridae,Haliastur sphenurus,whistling kite,28.2
Australia,Pedestrian,Falconiformes,Accipitridae,Milvus migrans,black kite,57.0
Australia,Pedestrian,Falconiformes,Accipitridae ,Circus assimilis,spotted harrier,22.0
Australia,Pedestrian,Falconiformes,Falconidae,Falco berigora,brown falcon,34.1
Australia,Pedestrian,Falconiformes,Falconidae,Falco cenchroides,Nankeen kestrel,43.4
Australia,Pedestrian,Galliformes,Megapodiidae,Megapodius reinwardt,orange-footed scrubfowl,25.9
Australia,Pedestrian,Galliformes,Megapodiidae ,Alectura lathami ,Australian brush turkey,12.0
Australia,Pedestrian,Galliformes,Phasianidae,Coturnix pectoralis,stubble quail,1.9
Australia,Pedestrian,Galliformes,Phasianidae,Coturnix ypsilophora,brown quail,5.5
Australia,Pedestrian,Gruiformes,Rallidae,Lewinia pectoralis,Lewin's rail,4.3
Australia,Pedestrian,Gruiformes,Rallidae ,Gallinula tenebrosa ,dusky moorhen ,14.8
Australia,Pedestrian,Gruiformes,Rallidae ,Gallinula tenebrosa ,dusky moorhen ,14.8
Australia,Pedestrian,Gruiformes,Rallidae ,Gallirallus philippensis,buff-banded rail,8.0
Australia,Pedestrian,Gruiformes,Rallidae ,Porphyrio porphyrio ,purple swamphen,34.5
Australia,Pedestrian,Gruiformes,Rallidae ,Porphyrio porphyrio ,purple swamphen,34.5
Australia,Pedestrian,Gruiformes,Rallidae ,Porzana pusilla,Baillon's crake,8.2
Australia,Pedestrian,Gruiformes,Turnicidae,Turnix pyrrhothorax,red-chested button-quail,3.6
Australia,Pedestrian,Passeriformes,Acanthizidae,Calamanthus fuliginosus,striated fieldwren,8.6
Australia,Pedestrian,Passeriformes,Acanthizidae,Origma solitaria,rockwarbler,17.1
Australia,Pedestrian,Passeriformes,Acanthizidae,Pycnoptilus floccosus,pilotbird,16.9
Australia,Pedestrian,Passeriformes,Artamidae ,Artamus cinereus,black-faced woodswallow,11.8
Australia,Pedestrian,Passeriformes,Artamidae ,Artamus leucorynchus,white-breasted woodswallow,15.8
Australia,Pedestrian,Passeriformes,Artamidae ,Artamus personatus,masked woodswallow,6.5
Australia,Pedestrian,Passeriformes,Artamidae ,Cracticus nigrogularis,pied butcherbird,9.5
Australia,Pedestrian,Passeriformes,Artamidae ,Strepera graculina,pied currawong,14.8
Australia,Pedestrian,Passeriformes,Campephagidae,Lalage leucomela,varied triller,38.7
Australia,Pedestrian,Passeriformes,Campephagidae ,Coracina novaehollandiae,black-faced cuckoo-shrike ,19.8
Australia,Pedestrian,Passeriformes,Campephagidae ,Coracina papuensis,white-bellied cuckoo-shrike,7.1
Australia,Pedestrian,Passeriformes,Cinclosomatidae,Psophodes olivaceus,eastern whipbird,5.8
Australia,Pedestrian,Passeriformes,Climacteridae ,Climacteris affinis,white-browed treecreeper,3.1
Australia,Pedestrian,Passeriformes,Corcoracidae,Struthidea cinerea,grey jumper,20.7
Australia,Pedestrian,Passeriformes,Corvidae,Corvus coronoides ,Australian raven ,25.6
Australia,Pedestrian,Passeriformes,Corvidae ,Corvus orru,Torresian crow,19.0
Australia,Pedestrian,Passeriformes,Dicruridae,Dicrurus bracteatus,spangled drongo,15.4
Australia,Pedestrian,Passeriformes,Dicruridae,Rhipidura leucophrys ,willie wagtail ,11.7
Australia,Pedestrian,Passeriformes,Dicruridae,Rhipidura leucophrys ,willie wagtail ,10.9
Australia,Pedestrian,Passeriformes,Dicruridae ,Grallina cyanoleuca,magpie-lark,18.8
Australia,Pedestrian,Passeriformes,Dicruridae ,Gymnorhina tibicen,Australian magpie,10.5
Australia,Pedestrian,Passeriformes,Dicruridae ,Rhipidura fuliginosa ,grey fantail ,6.2
Australia,Pedestrian,Passeriformes,Dicruridae ,Rhipidura leucophrys ,willie wagtail,11.5
Australia,Pedestrian,Passeriformes,Dicruridae ,Rhipidura leucophrys ,willie wagtail,11.8
Australia,Pedestrian,Passeriformes,Dicruridae ,Rhipidura rufifrons ,rufous fantail ,6.4
Australia,Pedestrian,Passeriformes,Estrildidae,Lonchura punctulata ,nutmeg mannikin ,11.1
Australia,Pedestrian,Passeriformes,Estrildidae,Lonchura punctulata ,nutmeg mannikin ,11.0
Australia,Pedestrian,Passeriformes,Estrildidae,Neochmia temporalis ,red-browed finch,7.1
Australia,Pedestrian,Passeriformes,Estrildidae,Taeniopygia bichenovii,double-barred finch,6.2
Australia,Pedestrian,Passeriformes,Estrildidae,Taeniopygia guttata,zebra finch,14.7
Australia,Pedestrian,Passeriformes,Hirundinidae,Hirundo neoxena,welcome swallow,10.9
Australia,Pedestrian,Passeriformes,Hirundinidae,Petrochelidon ariel,fairy martin,8.9
Australia,Pedestrian,Passeriformes,Locustellidae,Megalurus gramineus,little grassbird,6.5
Australia,Pedestrian,Passeriformes,Locustellidae,Megalurus timoriensis,tawny grassbird,6.0
Australia,Pedestrian,Passeriformes,Maluridae ,Malurus cyaneus,superb fairy-wren ,6.4
Australia,Pedestrian,Passeriformes,Maluridae ,Malurus lamberti ,variegated fairy-wren ,4.3
Australia,Pedestrian,Passeriformes,Meliphagidae,Acanthagenys rufogularis,spiny-cheeked honeyeater,9.2
Australia,Pedestrian,Passeriformes,Meliphagidae ,Acanthorhynchus tenuirostris ,eastern spinebill,4.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Anthochaera chrysoptera,little wattlebird,6.2
Australia,Pedestrian,Passeriformes,Meliphagidae ,Entomyzon cyanotis,blue-faced honeyeater,30.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus chrysops ,yellow-faced honeyeater ,4.7
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus flavus,yellow honeyeater,6.4
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus fuscus,fuscous honeyeater,14.6
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus leucotis,white-eared honeyeater,8.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Lichenostomus virescens,singing honeyeater,12.0
Australia,Pedestrian,Passeriformes,Meliphagidae ,Manorina melanocephala ,noisy miner,4.6
Australia,Pedestrian,Passeriformes,Meliphagidae ,Manorina melanophrys ,bell miner ,4.0
