Continent,Disturbance,Order,Family,Scientific name ,Common name ,FID
Australia,Pedestrian,Passeriformes,Meliphagidae ,Meliphaga lewinii ,Lewin’s honeyeater,7.6
Australia,Pedestrian,Passeriformes,Meliphagidae ,Myzomela obscura,dusky honeyeater,2.0
Australia,Pedestrian,Passeriformes,Meliphagidae ,Philemon buceroides,helmeted friarbird,12.0
Australia,Pedestrian,Passeriformes,Meliphagidae ,Philemon citreogularis,little friarbird,6.8
Australia,Pedestrian,Passeriformes,Meliphagidae ,Philemon corniculatus,noisy friarbird,10.0
Australia,Pedestrian,Passeriformes,Meliphagidae ,Phylidonyris niger,white-cheeked honeyeater,2.3
Australia,Pedestrian,Passeriformes,Meliphagidae ,Phylidonyris novaehollandidae ,New Holland honeyeater ,7.1
Australia,Pedestrian,Passeriformes,Meliphagidae ,Plectorhyncha lanceolata,striped honeyeater,4.6
Australia,Pedestrian,Passeriformes,Monarchidae,Monarcha melanopsis,black-faced monarch,11.0
Australia,Pedestrian,Passeriformes,Monarchidae,Myiagra cyanoleuca,satin flycatcher,9.7
Australia,Pedestrian,Passeriformes,Monarchidae,Myiagra rubecula,leaden flycatcher,10.0
Australia,Pedestrian,Passeriformes,Monarchidae,Symposiarchus trivirgatus,spectacled monarch,5.7
Australia,Pedestrian,Passeriformes,Motacillidae ,Anthus novaeseelandiae ,richard’s pipit ,12.3
Australia,Pedestrian,Passeriformes,Muscicapidae ,Zoothera heinei,russet-tailed thrush,11.0
Australia,Pedestrian,Passeriformes,Muscicapidae ,Zoothera lunulata ,Bassian thrush,8.9
Australia,Pedestrian,Passeriformes,Nectariniidae,Nectarinia jugularis,olive-backed sunbird,10.9
Australia,Pedestrian,Passeriformes,Oriolidae,Sphecotheres vieilloti,Australasian figbird,7.8
Australia,Pedestrian,Passeriformes,Oriolidae ,Oriolus sagittatus ,olive-backed oriole ,10.2
Australia,Pedestrian,Passeriformes,Oriolidae ,Oriolus sagittatus ,olive-backed oriole ,11.3
Australia,Pedestrian,Passeriformes,Orthonychidae,Orthonyx spaldingii,chowchilla,4.0
Australia,Pedestrian,Passeriformes,Orthonychidae,Orthonyx temminckii,Australian logrunner,4.5
Australia,Pedestrian,Passeriformes,Pachycephalidae,Falcunculus frontatus,crested shrike-tit,8.5
Australia,Pedestrian,Passeriformes,Pachycephalidae ,Pachycephala olivacea,olive whistler,3.8
Australia,Pedestrian,Passeriformes,Pachycephalidae ,Pachycephala rufiventris,rufous whistler,5.2
Australia,Pedestrian,Passeriformes,Paradisaeidae,Ptiloris victoriae,Victoria's riflebird,6.5
Australia,Pedestrian,Passeriformes,Pardalotidae,Acanthiza pusilla,brown thornbill,4.3
Australia,Pedestrian,Passeriformes,Pardalotidae,Gerygone albogularis,white-throated gerygone,5.1
Australia,Pedestrian,Passeriformes,Pardalotidae,Gerygone fusca,western gerygone,5.4
Australia,Pedestrian,Passeriformes,Pardalotidae,Gerygone mouki,brown gerygone,3.6
Australia,Pedestrian,Passeriformes,Pardalotidae,Hylacola pyrrhopygia,chestnut-rumped heathwren,11.4
Australia,Pedestrian,Passeriformes,Pardalotidae,Pardalotus punctatus,spotted pardalote,4.0
Australia,Pedestrian,Passeriformes,Pardalotidae,Sericornis citreogularis,yellow-throated scrubwren,5.6
Australia,Pedestrian,Passeriformes,Pardalotidae,Sericornis frontalis,white-browed scrubwren,4.1
Australia,Pedestrian,Passeriformes,Pardalotidae ,Acanthiza chrysorrhoa,yellow-rumped thornbill,6.6
Australia,Pedestrian,Passeriformes,Pardalotidae ,Acanthiza lineata,striated thornbill,4.2
Australia,Pedestrian,Passeriformes,Pardalotidae ,Sericornis keri,Atherton scrubwren,4.9
Australia,Pedestrian,Passeriformes,Petroicidae,Eopsaltria australis,eastern yellow robin,9.4
Australia,Pedestrian,Passeriformes,Petroicidae,Heteromyias albispecularis,grey-headed robin,9.2
Australia,Pedestrian,Passeriformes,Petroicidae,Petroica boodang,scarlet robin,8.0
Australia,Pedestrian,Passeriformes,Petroicidae,Petroica rosea,rose robin,13.1
Australia,Pedestrian,Passeriformes,Petroicidae,Tregellasia capito,pale-yellow robin,8.5
Australia,Pedestrian,Passeriformes,Pomatostomidae,Pomatostomus ruficeps,chestnut-crowned babbler,11.8
Australia,Pedestrian,Passeriformes,Pomatostomidae,Pomatostomus superciliosus,white-browed babbler,16.9
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus violaceus,satin bowerbird,9.1
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae,Scenopoeetes dentirostris,tooth-billed bowerbird,5.2
Australia,Pedestrian,Passeriformes,Ptilonorhynchidae ,Ailuroedus melanotis,spotted catbird,18.7
Australia,Pedestrian,Passeriformes,Sturnidae ,Acridotheres tristis,common myna,11.6
Australia,Pedestrian,Passeriformes,Sturnidae ,Sturnus vulgaris,common starling ,14.0
Australia,Pedestrian,Passeriformes,Sturnidae ,Sturnus vulgaris,common starling ,13.6
Australia,Pedestrian,Passeriformes,Sylviidae ,Cisticola exilis ,golden-headed cisticola,5.2
Australia,Pedestrian,Passeriformes,Sylviidae ,Cisticola exilis ,golden-headed cisticola,5.4
Australia,Pedestrian,Passeriformes,Zosteropidae ,Zosterops lateralis ,silvereye ,5.5
Australia,Pedestrian,Passeriformes,Zosteropidae ,Zosterops lateralis ,silvereye ,6.1
Australia,Pedestrian,Pelicaniformes,Anhingidae ,Anhinga melanogaster ,darter ,24.0
Australia,Pedestrian,Pelicaniformes,Pelicanidae,Pelecanus conspicillatus,Australian pelican,32.6
Australia,Pedestrian,Pelicaniformes,Pelicanidae,Pelecanus conspicllantus,Australian pelican,32.31
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Microcarbo melanoleucos,little pied cormorant,19.7
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Microcarbo melanoleucos,little pied cormorant,19.8
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax carbo ,great cormorant ,32.3
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax carbo ,great cormorant ,32.3
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax sulcirostris ,little black cormorant ,22.9
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax sulcirostris ,little black cormorant ,24.0
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax varius ,pied cormorant ,31.2
Australia,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax varius ,pied cormorant ,31.3
Australia,Pedestrian,Podicipediformes,Podicipedidae,Poliocephalus poliocephalus,hoary-headed grebe,23.8
Australia,Pedestrian,Psittaciformes,Cacatuidae,Callocephalon fimbriatum,gang-gang cockatoo,7.5
Australia,Pedestrian,Psittaciformes,Cacatuidae,Calyptorhynchus banksii,red-tailed black-cockatoo,10.9
Australia,Pedestrian,Psittaciformes,Cacatuidae,Calyptorhynchus funereus,yellow-tailed black-cockatoo,11.7
Australia,Pedestrian,Psittaciformes,Cacatuidae ,Cacatua galerita ,sulphur-crested cockatoo,13.6
Australia,Pedestrian,Psittaciformes,Cacatuidae ,Cacatua roseicapilla ,galah ,9.9
Australia,Pedestrian,Psittaciformes,Cacatuidae ,Cacatua sanguinea,little corella,20.0
Australia,Pedestrian,Psittaciformes,Cacatuidae ,Cacatua tenuirostris,long-billed corella,3.8
Australia,Pedestrian,Psittaciformes,Psittacidae,Psephotus haematonotus,red-rumped parrot,11.2
Australia,Pedestrian,Psittaciformes,Psittacidae ,Alisterus scapularis,Australian king parrot,8.7
Australia,Pedestrian,Psittaciformes,Psittacidae ,Aprosmictus erythropterus,red-winged parrot,32.3
Australia,Pedestrian,Psittaciformes,Psittacidae ,Barnardius zonarius,Australian ringneck,14.1
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus adscitus,pale-headed rosella,21.0
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus elegans ,crimson rosella ,9.2
Australia,Pedestrian,Psittaciformes,Psittacidae ,Platycercus eximius ,eastern rosella ,10.4
Australia,Pedestrian,Psittaciformes,Psittacidae ,Trichoglossus chlorolepidotus,scaly-breasted lorikeet,1.0
Australia,Pedestrian,Struthioniformes,Casuariidae,Dromaius novaehollandiae,emu,58.7
Europe,Pedestrian,Passeriformes,Paridae ,Parus major ,great tit ,6.3
Europe,Pedestrian,Anseriformes,Anatidae,Anas crecca,Eurasian teal,39.23
Europe,Pedestrian,Anseriformes,Anatidae,Anas crecca ,Eurasian teal,58.00
Europe,Pedestrian,Anseriformes,Anatidae,Anas platyrhynchos,mallard,13.42
Europe,Pedestrian,Anseriformes,Anatidae,Anas platyrhynchos ,mallard,14.60
Europe,Pedestrian,Anseriformes,Anatidae,Aythya fuligula,tufted duck,10.68
Europe,Pedestrian,Anseriformes,Anatidae,Aythya fuligula ,tufted duck,10.68
Europe,Pedestrian,Anseriformes,Anatidae,Branta bernicla,brant goose,23.50
Europe,Pedestrian,Anseriformes,Anatidae,Branta bernicla,brant goose,23.50
Europe,Pedestrian,Anseriformes,Anatidae,Branta bernicla,brant goose,105
Europe,Pedestrian,Anseriformes,Anatidae,Cygnus columbianus,tundra swan,200.00
Europe,Pedestrian,Anseriformes,Anatidae,Cygnus cygnus,whooper swan,155.00
Europe,Pedestrian,Anseriformes,Anatidae,Tadorna tadorna,shelduck,48.57
Europe,Pedestrian,Anseriformes,Anatidae,Tadorna tadorna,shelduck,36.30
Europe,Pedestrian,Anseriformes,Anatidae,Tadorna tadorna,shelduck,148
Europe,Pedestrian,Anseriformes,Anatidae,Tadorna tadorna,shelduck,250
Europe,Pedestrian,Apodiformes,Apodidae,Apus apus,common swift,38.10
Europe,Pedestrian,Apodiformes,Apodidae,Apus apus,common swift,38.10
Europe,Pedestrian,Apodiformes,Apodidae,Apus apus ,common swift,38.00
Europe,Pedestrian,Charadriiformes,Charadriidae,Charadrius dubius,little ringed plover,9.00
Europe,Pedestrian,Charadriiformes,Charadriidae,Charadrius hiaticula,ringed plover,22.50
Europe,Pedestrian,Charadriiformes,Charadriidae,Charadrius hiaticula,ringed plover,121
Europe,Pedestrian,Charadriiformes,Charadriidae,Pluvialis squatarola,black-bellied plover,51.00
Europe,Pedestrian,Charadriiformes,Charadriidae,Pluvialis squatarola,black-bellied plover,124
Europe,Pedestrian,Charadriiformes,Charadriidae,Pluvialis squatarola ,black-bellied plover,36.0
Europe,Pedestrian,Charadriiformes,Charadriidae,Pluvialis squatarola ,black-bellied plover,36.00
Europe,Pedestrian,Charadriiformes,Charadriidae ,Vanellus vanellus,northern lapwing,41.32
Europe,Pedestrian,Charadriiformes,Charadriidae ,Vanellus vanellus,northern lapwing,39.47
Europe,Aircraft,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher ,500
Europe,Motorized vehicle,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher ,106
Europe,Motorized vehicle,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher ,60
Europe,Pedestrian,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher ,82
Europe,Pedestrian,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher ,85
Europe,Pedestrian,Charadriiformes,Haematopodidae,Haematopus ostralegus,Eurasian oystercatcher ,136
Europe,Pedestrian,Charadriiformes,Laridae,Larus canus,common gull,59.94
Europe,Pedestrian,Charadriiformes,Laridae,Larus fuscus,lesser black-backed gull,25.00
Europe,Pedestrian,Charadriiformes,Laridae,Larus marinus,great black-backed gull,68.00
Europe,Pedestrian,Charadriiformes,Laridae,Larus ridibundus,black-headed gull,41.20
Europe,Pedestrian,Charadriiformes,Recurvirostridae ,Himantopus himantopus ,black-winged stilt ,22.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Arenaria interpres,ruddy turnstone,47
Europe,Pedestrian,Charadriiformes,Scolopacidae,Arenaria interpres ,ruddy turnstone,50.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Calidris alba,sanderling,18.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Calidris alpina,dunlin,71
Europe,Pedestrian,Charadriiformes,Scolopacidae,Calidris alpina,dunlin,163
Europe,Pedestrian,Charadriiformes,Scolopacidae,Gallinago gallinago,common snipe,72.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Gallinago gallinago,common snipe,25.83
Europe,Pedestrian,Charadriiformes,Scolopacidae,Limosa lapponica ,bar-tailed godwit ,107
Europe,Pedestrian,Charadriiformes,Scolopacidae,Limosa lapponica ,bar-tailed godwit ,219
Europe,Pedestrian,Charadriiformes,Scolopacidae,Numenius arquata,Eurasian curlew ,62.75
Europe,Pedestrian,Charadriiformes,Scolopacidae,Numenius arquata,Eurasian curlew ,213
Europe,Pedestrian,Charadriiformes,Scolopacidae,Numenius arquata,Eurasian curlew ,211
Europe,Pedestrian,Charadriiformes,Scolopacidae,Numenius arquata,Eurasian curlew ,339
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa hypoleucos,common sandpiper,17.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa hypoleucos,common sandpiper,17.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa hypoleucos,common sandpiper,27.1
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa hypoleucos,common sandpiper,75
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa nebularia,common greenshank,30.00
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa totanus,redshank,29.71
Europe,Pedestrian,Charadriiformes,Scolopacidae,Tringa totanus,redshank,29.71
Europe,Aircraft,Charadriiformes,Scolopacidae ,Numenius arquata,Eurasian curlew ,200
Europe,Dog,Charadriiformes,Scolopacidae ,Numenius arquata,Eurasian curlew ,90
Europe,Motorized vehicle,Charadriiformes,Scolopacidae ,Numenius arquata,Eurasian curlew ,188
Europe,Motorized vehicle,Charadriiformes,Scolopacidae ,Numenius arquata,Eurasian curlew ,129
Europe,Pedestrian,Ciconiiformes,Ardeidae,Ardea cinerea,grey heron,47.36
Europe,Pedestrian,Ciconiiformes,Ardeidae,Ardea cinerea,grey heron,47.36
Europe,Pedestrian,Ciconiiformes,Ardeidae,Bubulcus ibis,cattle egret,24.38
Europe,Pedestrian,Ciconiiformes,Ardeidae,Ixobrychus minutus,little bittern,35.00
Europe,Pedestrian,Ciconiiformes,Ciconiidae,Ciconia ciconia,white stork,35.00
Europe,Pedestrian,Columbiformes,Columbidae ,Columba livia ,rock dove,3.50
Europe,Pedestrian,Columbiformes,Columbidae ,Columba palumbus,common woodpigeon,11.5
Europe,Pedestrian,Columbiformes,Columbidae ,Columba palumbus,common woodpigeon,12.08
Europe,Pedestrian,Columbiformes,Columbidae ,Columba palumbus,common woodpigeon,10.99
Europe,Pedestrian,Columbiformes,Columbidae ,Columba palumbus,common woodpigeon,19.69
Europe,Pedestrian,Columbiformes,Columbidae ,Columba palumbus ,common woodpigeon,10.99
Europe,Pedestrian,Columbiformes,Columbidae ,Streptopelia decaocto,Eurasian collared dove,5.38
Europe,Pedestrian,Columbiformes,Columbidae ,Streptopelia decaocto ,Eurasian collared dove,5.36
Europe,Pedestrian,Columbiformes,Columbidae ,Streptopelia decaocto ,Eurasian collared dove,5.31
Europe,Pedestrian,Coraciiformes,Alcedinidae,Alcedo atthis,Eurasian kingfisher,16.27
Europe,Pedestrian,Coraciiformes,Alcedinidae,Alcedo atthis ,Eurasian kingfisher,24.00
Europe,Pedestrian,Coraciiformes,Meropidae,Merops apiaster,European bee-eater,37.02
Europe,Pedestrian,Coraciiformes,Meropidae,Merops apiaster,European bee-eater,37.02
Europe,Pedestrian,Coraciiformes,Upupidae,Upupa epops,hoopoe,19.96
Europe,Pedestrian,Coraciiformes,Upupidae,Upupa epops ,hoopoe,18.36
Europe,Pedestrian,Cuculiformes,Cuculidae ,Cuculus canorus,European cuckoo,25.89
Europe,Pedestrian,Cuculiformes,Cuculidae ,Cuculus canorus ,European cuckoo,25.57
Europe,Pedestrian,Cuculiformes,Cuculidae ,Cuculus canorus ,European cuckoo,21.03
Europe,Pedestrian,Cuculiformes,Cuculidae ,Cuculus canorus ,European cuckoo,21.03
Europe,Pedestrian,Falconiformes,Accipitridae,Accipiter nisus,Eurasian sparrowhawk,10.00
Europe,Pedestrian,Falconiformes,Accipitridae,Buteo buteo,common buzzard,54.06
Europe,Pedestrian,Falconiformes,Accipitridae,Buteo buteo,common buzzard,51.07
Europe,Pedestrian,Falconiformes,Accipitridae,Buteo buteo,common buzzard,54.06
Europe,Pedestrian,Falconiformes,Accipitridae,Buteo lagopus,rough-legged hawk,20.10
Europe,Pedestrian,Falconiformes,Accipitridae,Milvus migrans,black kite,37.91
Europe,Pedestrian,Falconiformes,Accipitridae,Milvus migrans,black kite,37.91
Europe,Pedestrian,Falconiformes,Falconidae,Falco tinnunculus,common kestrel,30.94
Europe,Pedestrian,Falconiformes,Falconidae,Falco tinnunculus ,common kestrel,30.08
Europe,Pedestrian,Falconiformes,Falconidae,Falco tinnunculus ,common kestrel,18.02
Europe,Pedestrian,Galliformes,Phasianidae,Alectoris rufa,red-legged partridge,30.00
Europe,Pedestrian,Galliformes,Phasianidae,Perdix perdix,grey partridge,32.71
Europe,Pedestrian,Galliformes,Phasianidae,Perdix perdix,grey partridge,24.78
Europe,Pedestrian,Galliformes,Phasianidae,Phasianus colchicus,ring-necked pheasant,62.20
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao tetrix,black grouse,17
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao tetrix,black grouse,36
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao tetrix,black grouse,24
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao tetrix,black grouse,32
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao tetrix,black grouse,57
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao tetrix,black grouse,88
Europe,Pedestrian,Galliformes,Tetraonidae,Tetrao urogallus,capercaillie,27
Europe,Pedestrian,Gruiformes,Rallidae,Gallinula chloropus,common moorhen,10.03
Europe,Pedestrian,Gruiformes,Rallidae,Gallinula chloropus,common moorhen,9.88
Europe,Pedestrian,Gruiformes,Rallidae ,Fulica atra ,Eurasian coot ,18.57
Europe,Pedestrian,Passeriformes,Acrocephalidae,Hippolais icterina,Icterine warbler,7.52
Europe,Pedestrian,Passeriformes,Acrocephalidae,Hippolais icterina ,Icterine warbler,8.05
Europe,Pedestrian,Passeriformes,Acrocephalidae,Hippolais icterina ,Icterine warbler,8.05
Europe,Pedestrian,Passeriformes,Acrocephalidae,Hippolais icterina ,Icterine warbler,8.05
Europe,Pedestrian,Passeriformes,Aegithalidae,Aegithalos caudatus,long-tailed tit,4.64
Europe,Pedestrian,Passeriformes,Aegithalidae,Aegithalos caudatus,long-tailed tit,4.17
Europe,Pedestrian,Passeriformes,Aegithalidae,Aegithalos caudatus,long-tailed tit,5.02
Europe,Pedestrian,Passeriformes,Aegithalidae,Aegithalos caudatus,long-tailed tit,4.17
Europe,Pedestrian,Passeriformes,Alaudidae,Alauda arvensis,skylark,14.9
Europe,Pedestrian,Passeriformes,Alaudidae,Alauda arvensis,skylark,38.02
Europe,Pedestrian,Passeriformes,Alaudidae,Alauda arvensis,skylark,31.92
Europe,Pedestrian,Passeriformes,Alaudidae,Alauda arvensis,skylark,31.37
Europe,Pedestrian,Passeriformes,Alaudidae,Alauda arvensis ,skylark,41.89
Europe,Pedestrian,Passeriformes,Alaudidae,Galerida cristata,crested lark,14.33
Europe,Pedestrian,Passeriformes,Alaudidae,Galerida cristata ,crested lark,12.51
Europe,Pedestrian,Passeriformes,Alaudidae,Galerida cristata ,crested lark,6.72
Europe,Pedestrian,Passeriformes,Alaudidae,Galerida cristata ,crested lark,6.72
Europe,Pedestrian,Passeriformes,Alaudidae,Galerida theklae,Thekla lark,7.65
Europe,Pedestrian,Passeriformes,Alaudidae,Lullula arborea ,woodlark,12.14
Europe,Pedestrian,Passeriformes,Alaudidae,Lullula arborea ,woodlark,5
Europe,Pedestrian,Passeriformes,Alaudidae,Lullula arborea ,woodlark,5.00
Europe,Pedestrian,Passeriformes,Certhiidae ,Certhia brachydactyla ,short-toed treecreeper ,7.17
Europe,Pedestrian,Passeriformes,Certhiidae ,Certhia brachydactyla ,short-toed treecreeper ,7.61
Europe,Pedestrian,Passeriformes,Certhiidae ,Certhia familiaris,Eurasian treecreeper,4.55
Europe,Pedestrian,Passeriformes,Certhiidae ,Certhia familiaris ,Eurasian treecreeper,4.55
Europe,Pedestrian,Passeriformes,Certhiidae ,Certhia familiaris ,Eurasian treecreeper,4.55
Europe,Pedestrian,Passeriformes,Cettiidae,Cettia cetti,Cetti's warbler,5.55
Europe,Pedestrian,Passeriformes,Cisticolidae,Cisticola juncidis,streaked fantail warbler,5.32
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus corax,common raven,79.63
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus corax ,common raven,78.57
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus corone,carrion crow,27.48
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus corone ,carrion crow,28.47
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus corone ,carrion crow,29.3
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus frugilegus,rook ,59.9
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus frugilegus,rook ,44.39
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus frugilegus ,rook ,34.17
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula,Eurasian jackdaw ,24.6
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula,Eurasian jackdaw ,18.1
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula,Eurasian jackdaw ,16.0
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula,Eurasian jackdaw ,23.37
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula,Eurasian jackdaw ,26.67
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula ,Eurasian jackdaw ,23.37
Europe,Pedestrian,Passeriformes,Corvidae ,Corvus monedula ,Eurasian jackdaw ,23.37
Europe,Pedestrian,Passeriformes,Corvidae ,Garrulus glandarius,Eurasian jay,11.76
Europe,Pedestrian,Passeriformes,Corvidae ,Garrulus glandarius ,Eurasian jay,10.92
Europe,Pedestrian,Passeriformes,Corvidae ,Garrulus glandarius ,Eurasian jay,10.81
Europe,Pedestrian,Passeriformes,Corvidae ,Garrulus glandarius ,Eurasian jay,10.81
Europe,Pedestrian,Passeriformes,Corvidae ,Pica pica,black-billed magpie,13
Europe,Pedestrian,Passeriformes,Corvidae ,Pica pica,black-billed magpie,14.37
Europe,Pedestrian,Passeriformes,Corvidae ,Pica pica ,black-billed magpie,14.16
Europe,Pedestrian,Passeriformes,Corvidae ,Pica pica ,black-billed magpie,15.61
Europe,Pedestrian,Passeriformes,Corvidae ,Pica pica ,black-billed magpie,15.61
Europe,Pedestrian,Passeriformes,Emberizidae,Emberiza cia,rock bunting,9.43
Europe,Pedestrian,Passeriformes,Emberizidae,Emberiza cirlus,Cirl bunting,7.00
Europe,Pedestrian,Passeriformes,Emberizidae,Miliaria calandra,corn bunting,9.13
Europe,Pedestrian,Passeriformes,Emberizidae,Miliaria calandra ,corn bunting,10.30
Europe,Pedestrian,Passeriformes,Emberizidae,Miliaria calandra ,corn bunting,12.59
Europe,Pedestrian,Passeriformes,Emberizidae,Miliaria calandra ,corn bunting,12.59
Europe,Pedestrian,Passeriformes,Estrildidae,Amandava amandava,red avadavat,6.55
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis cannabina,linnet,9.25
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis cannabina ,linnet,10.87
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis cannabina ,linnet,13.9
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis cannabina ,linnet,13.90
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis,European goldfinch ,11.5
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis,European goldfinch ,7.2
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis,European goldfinch ,7.63
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis ,European goldfinch ,9.2
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis ,European goldfinch ,7.60
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis ,European goldfinch ,7.66
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis carduelis ,European goldfinch ,7.66
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris,European greenfinch ,6.9
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris,European greenfinch ,19.0
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris,European greenfinch ,9.7
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris,European greenfinch ,6.87
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris,European greenfinch ,7.1
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris,European greenfinch ,6.59
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis chloris ,European greenfinch ,7.10
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis flammea,common redpoll,4.50
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis flammea ,common redpoll,4.62
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis flammea ,common redpoll,2.62
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis flammea ,common redpoll,12.62
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis spinus,Eurasian siskin,4.83
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis spinus ,Eurasian siskin,3.96
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis spinus ,Eurasian siskin,3.96
Europe,Pedestrian,Passeriformes,Fringillidae ,Carduelis spinus ,Eurasian siskin,3.96
Europe,Pedestrian,Passeriformes,Fringillidae ,Coccothraustes coccothraustes ,hawfinch,8.60
Europe,Pedestrian,Passeriformes,Fringillidae ,Coccothraustes coccothraustes ,hawfinch,8.60
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza citrinella,yellowhammer ,12.4
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza citrinella,yellowhammer ,12.04
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza citrinella,yellowhammer ,12.51
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza citrinella,yellowhammer ,9.99
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza citrinella ,yellowhammer ,12.51
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza schoeniclus,reed bunting,9.81
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza schoeniclus,reed bunting,12.79
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza schoeniclus  ,reed bunting,12.74
Europe,Pedestrian,Passeriformes,Fringillidae ,Emberiza schoeniclus  ,reed bunting,12.79
Europe,Pedestrian,Passeriformes,Fringillidae ,Fringilla coelebs,chaffinch ,8.7
Europe,Pedestrian,Passeriformes,Fringillidae ,Fringilla coelebs,chaffinch ,7.1
Europe,Pedestrian,Passeriformes,Fringillidae ,Fringilla coelebs,chaffinch ,7.14
Europe,Pedestrian,Passeriformes,Fringillidae ,Fringilla coelebs ,chaffinch ,7.7
Europe,Pedestrian,Passeriformes,Fringillidae ,Fringilla coelebs ,chaffinch ,8.38
Europe,Pedestrian,Passeriformes,Fringillidae ,Fringilla coelebs ,chaffinch ,8.92
